id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-162-05-A,"{""question"": ""Which of the following is a characteristic of a syphilitic chancre?"", ""option_a"": ""Multiple lesions with a dirty background, often found in Africa and South America"", ""option_b"": ""Painful superficial ulcers with polycyclic outlines"", ""option_c"": ""Single lesion with a clean, indurated background, variable location"", ""option_d"": ""Mildly painful granulomatous lesions commonly found in Africa and South America"", ""correct_option"": ""C""}",Etiologies,Which of the following is a characteristic of a syphilitic chancre?,"Multiple lesions with a dirty background, often found in Africa and South America",Painful superficial ulcers with polycyclic outlines,"Single lesion with a clean, indurated background, variable location",Mildly painful granulomatous lesions commonly found in Africa and South America,c
OIC-330-08-A,"{""question"": ""Which of the following oral anticoagulants acts by inhibiting Factor Xa?"", ""option_a"": ""Dabigatran"", ""option_b"": ""Warfarin"", ""option_c"": ""Apixaban"", ""option_d"": ""Acenocoumarol"", ""correct_option"": ""C""}",Management,Which of the following oral anticoagulants acts by inhibiting Factor Xa?,Dabigatran,Warfarin,Apixaban,Acenocoumarol,c
OIC-019-04-B,"{""question"": ""Which of the following is the primary source of funding for social protection in France?"", ""option_a"": ""Private donations and charitable contributions"", ""option_b"": ""Social security contributions and earmarked taxes"", ""option_c"": ""International aid and foreign investments"", ""option_d"": ""Corporate profits and dividends"", ""correct_option"": ""B""}",,Which of the following is the primary source of funding for social protection in France?,Private donations and charitable contributions,Social security contributions and earmarked taxes,International aid and foreign investments,Corporate profits and dividends,b
OIC-005-01-A,"{""question"": ""In the context of medical liability, which of the following statements correctly describes the requirement for a user to receive compensation for harmful consequences of a medical act?"", ""option_a"": ""The user must prove that the act caused the damage, that it gave rise to liability, and that there was a direct and exclusive causal link between the act and the damage."", ""option_b"": ""The user must prove that the act caused the damage, that it gave rise to liability, and that there was a causal link between the act and the damage, which need not be direct or exclusive."", ""option_c"": ""The user must prove that the act was intentional, that it gave rise to liability, and that there was a causal link between the act and the damage."", ""option_d"": ""The user must prove that the act caused the damage, that it gave rise to liability, and that there was a causal link between the act and the damage, but only if the damage is physical."", ""correct_option"": ""B""}",Definition,"In the context of medical liability, which of the following statements correctly describes the requirement for a user to receive compensation for harmful consequences of a medical act?","The user must prove that the act caused the damage, that it gave rise to liability, and that there was a direct and exclusive causal link between the act and the damage.","The user must prove that the act caused the damage, that it gave rise to liability, and that there was a causal link between the act and the damage, which need not be direct or exclusive.","The user must prove that the act was intentional, that it gave rise to liability, and that there was a causal link between the act and the damage.","The user must prove that the act caused the damage, that it gave rise to liability, and that there was a causal link between the act and the damage, but only if the damage is physical.",b
OIC-124-08-B,"{""question"": ""Which of the following is a direct consequence of estrogen deficiency during menopause that contributes to cardiovascular risk?"", ""option_a"": ""Increased bone mineral density"", ""option_b"": ""Reduced arterial vasoreactivity"", ""option_c"": ""Decreased lipid and lipoprotein metabolism disturbances"", ""option_d"": ""Improved insulin metabolism"", ""correct_option"": ""B""}",,Which of the following is a direct consequence of estrogen deficiency during menopause that contributes to cardiovascular risk?,Increased bone mineral density,Reduced arterial vasoreactivity,Decreased lipid and lipoprotein metabolism disturbances,Improved insulin metabolism,b
OIC-112-07-B,"{""question"": ""Which of the following is a characteristic feature of bullous pemphigoid?"", ""option_a"": ""Blisters that are flaccid and easily ruptured"", ""option_b"": ""Blisters that are tense and filled with clear or hemorrhagic fluid"", ""option_c"": ""Blisters that primarily affect the mucous membranes"", ""option_d"": ""Blisters that are accompanied by severe itching and crusting"", ""correct_option"": ""B""}",Multimedia content,Which of the following is a characteristic feature of bullous pemphigoid?,Blisters that are flaccid and easily ruptured,Blisters that are tense and filled with clear or hemorrhagic fluid,Blisters that primarily affect the mucous membranes,Blisters that are accompanied by severe itching and crusting,b
OIC-005-14-B,"{""question"": ""According to Reason's model, what is the primary focus in understanding the causes of medical errors?"", ""option_a"": ""Identifying individual mistakes made by healthcare professionals"", ""option_b"": ""Analyzing the immediate consequences of errors on patient outcomes"", ""option_c"": ""Distinguishing between active and latent errors to uncover deeper organisational flaws"", ""option_d"": ""Evaluating the effectiveness of post-error recovery measures"", ""correct_option"": ""C""}",,"According to Reason's model, what is the primary focus in understanding the causes of medical errors?",Identifying individual mistakes made by healthcare professionals,Analyzing the immediate consequences of errors on patient outcomes,Distinguishing between active and latent errors to uncover deeper organisational flaws,Evaluating the effectiveness of post-error recovery measures,c
OIC-330-11-A,"{""question"": ""Which of the following is a primary mechanism of action for typical antipsychotics?"", ""option_a"": ""Blocking serotonin receptors"", ""option_b"": ""Inhibiting monoamine oxidase"", ""option_c"": ""Blocking dopamine receptors"", ""option_d"": ""Stimulating beta-adrenergic receptors"", ""correct_option"": ""C""}",Management,Which of the following is a primary mechanism of action for typical antipsychotics?,Blocking serotonin receptors,Inhibiting monoamine oxidase,Blocking dopamine receptors,Stimulating beta-adrenergic receptors,c
OIC-302-11-A,"{""question"": ""Which of the following is NOT a characteristic of the ABCDE rule used to identify a suspicious melanoma lesion?"", ""option_a"": ""Asymmetry"", ""option_b"": ""Border irregularity"", ""option_c"": ""Color uniformity"", ""option_d"": ""Diameter greater than 6 mm"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is NOT a characteristic of the ABCDE rule used to identify a suspicious melanoma lesion?,Asymmetry,Border irregularity,Color uniformity,Diameter greater than 6 mm,c
OIC-136-02-A,"{""question"": ""What is the current estimated mortality rate directly attributable to anaesthesia in France?"", ""option_a"": ""1 death per 10,000 anaesthesias"", ""option_b"": ""1 death per 150,000 anaesthesias"", ""option_c"": ""1 death per 200,000 anaesthesias"", ""option_d"": ""1 death per 500,000 anaesthesias"", ""correct_option"": ""C""}",Epidemiology,What is the current estimated mortality rate directly attributable to anaesthesia in France?,"1 death per 10,000 anaesthesias","1 death per 150,000 anaesthesias","1 death per 200,000 anaesthesias","1 death per 500,000 anaesthesias",c
OIC-230-12-B,"{""question"": ""Which of the following is NOT a main cause of functional angina in the event of exertional angina?"", ""option_a"": ""Tight aortic stenosis"", ""option_b"": ""Hypertrophic cardiomyopathy"", ""option_c"": ""Coronary artery disease"", ""option_d"": ""Hyperthyroidism"", ""correct_option"": ""C""}",Etiologies,Which of the following is NOT a main cause of functional angina in the event of exertional angina?,Tight aortic stenosis,Hypertrophic cardiomyopathy,Coronary artery disease,Hyperthyroidism,c
OIC-162-12-A,"{""question"": ""Which of the following is a common clinical symptom of trichomoniasis in women?"", ""option_a"": ""White, caseous leucorrhoea"", ""option_b"": ""Grey discharge with little smell"", ""option_c"": ""Abundant, greenish, foamy and foul-smelling leucorrhoea"", ""option_d"": ""Purulent leucorrhoea with pelvic heaviness"", ""correct_option"": ""C""}",Etiologies,Which of the following is a common clinical symptom of trichomoniasis in women?,"White, caseous leucorrhoea",Grey discharge with little smell,"Abundant, greenish, foamy and foul-smelling leucorrhoea",Purulent leucorrhoea with pelvic heaviness,c
OIC-134-10-A,"{""question"": ""Which of the following is a recommended approach for evaluating pain in elderly patients who have cognitive or expressive difficulties?"", ""option_a"": ""Using the Visual Analog Scale (VAS) exclusively for self-assessment"", ""option_b"": ""Relying solely on the patient's verbal description of pain"", ""option_c"": ""Observing behaviors using a hetero-evaluation scale such as Algoplus\u00ae, Doloplus\u00ae, or ECPA\u00ae"", ""option_d"": ""Administering a detailed questionnaire about pain history without considering cognitive impairments"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is a recommended approach for evaluating pain in elderly patients who have cognitive or expressive difficulties?,Using the Visual Analog Scale (VAS) exclusively for self-assessment,Relying solely on the patient's verbal description of pain,"Observing behaviors using a hetero-evaluation scale such as Algoplus®, Doloplus®, or ECPA®",Administering a detailed questionnaire about pain history without considering cognitive impairments,c
OIC-094-14-A,"{""question"": ""Which of the following is a vascular pathology that can cause referred low back pain of abdominal-pelvic origin?"", ""option_a"": ""Gastric tumour"", ""option_b"": ""Abdominal aortic aneurysm"", ""option_c"": ""Endometriosis"", ""option_d"": ""Hydronephrosis"", ""correct_option"": ""B""}",Positive diagnosis,Which of the following is a vascular pathology that can cause referred low back pain of abdominal-pelvic origin?,Gastric tumour,Abdominal aortic aneurysm,Endometriosis,Hydronephrosis,b
OIC-164-06-A,"{""question"": ""Which of the following is the primary mode of transmission for Parvovirus B19 in humans?"", ""option_a"": ""Direct contact with contaminated surfaces"", ""option_b"": ""Ingestion of contaminated food or water"", ""option_c"": ""Human-to-human transmission by respiratory route (saliva, droplets)"", ""option_d"": ""Transmission through insect bites"", ""correct_option"": ""C""}",Etiologies,Which of the following is the primary mode of transmission for Parvovirus B19 in humans?,Direct contact with contaminated surfaces,Ingestion of contaminated food or water,"Human-to-human transmission by respiratory route (saliva, droplets)",Transmission through insect bites,c
OIC-112-03-B,"{""question"": ""Which of the following best describes the location of the bulla in pemphigus vulgaris?"", ""option_a"": ""The bulla is located in the subepidermal region."", ""option_b"": ""The bulla is located in the subhorned region of the epidermis."", ""option_c"": ""The bulla is located in the supra-basal region of the epidermis."", ""option_d"": ""The bulla is located in the dermis."", ""correct_option"": ""C""}",Positive diagnosis,Which of the following best describes the location of the bulla in pemphigus vulgaris?,The bulla is located in the subepidermal region.,The bulla is located in the subhorned region of the epidermis.,The bulla is located in the supra-basal region of the epidermis.,The bulla is located in the dermis.,c
OIC-020-18-A,"{""question"": ""Which type of observational study is primarily used to estimate the prevalence of a health phenomenon at a specific point in time?"", ""option_a"": ""Cohort study"", ""option_b"": ""Case-control study"", ""option_c"": ""Cross-sectional study"", ""option_d"": ""Experimental study"", ""correct_option"": ""C""}",Definition,Which type of observational study is primarily used to estimate the prevalence of a health phenomenon at a specific point in time?,Cohort study,Case-control study,Cross-sectional study,Experimental study,c
OIC-099-17-B,"{""question"": ""Based on a video interview, which of the following conditions is characterized by severe, stabbing pain in the face, often triggered by touching specific areas?"", ""option_a"": ""Migraine"", ""option_b"": ""Facial vascular pain"", ""option_c"": ""Trigeminal neuralgia"", ""option_d"": ""Cluster headache"", ""correct_option"": ""C""}",Multimedia content,"Based on a video interview, which of the following conditions is characterized by severe, stabbing pain in the face, often triggered by touching specific areas?",Migraine,Facial vascular pain,Trigeminal neuralgia,Cluster headache,c
OIC-075-24-A,"{""question"": ""Which of the following steps is NOT part of the '5A' approach to advising smokers to quit?"", ""option_a"": ""Ask: ask if the person smokes"", ""option_b"": ""Assess: assess their smoking habits"", ""option_c"": ""Advise: advise each smoker to stop smoking"", ""option_d"": ""Arrange: offer written information to support this advice"", ""correct_option"": ""D""}",Management,Which of the following steps is NOT part of the '5A' approach to advising smokers to quit?,Ask: ask if the person smokes,Assess: assess their smoking habits,Advise: advise each smoker to stop smoking,Arrange: offer written information to support this advice,d
OIC-347-04-A,"{""question"": ""A patient presenting with suprapubic pain and an inability to urinate despite a full bladder is likely experiencing which condition?"", ""option_a"": ""Urinary incontinence"", ""option_b"": ""Overflow incontinence"", ""option_c"": ""Acute urinary retention"", ""option_d"": ""Bladder infection"", ""correct_option"": ""C""}",Positive diagnosis,A patient presenting with suprapubic pain and an inability to urinate despite a full bladder is likely experiencing which condition?,Urinary incontinence,Overflow incontinence,Acute urinary retention,Bladder infection,c
OIC-094-04-B,"{""question"": ""Which of the following is a key indicator of a discal origin of spinal pain?"", ""option_a"": ""Age over 50 years"", ""option_b"": ""Pain exacerbated by walking or prolonged standing/sitting"", ""option_c"": ""History of rapidly improving lumbago"", ""option_d"": ""Pain referred to the buttocks without a precise path"", ""correct_option"": ""C""}",Physiopathology,Which of the following is a key indicator of a discal origin of spinal pain?,Age over 50 years,Pain exacerbated by walking or prolonged standing/sitting,History of rapidly improving lumbago,Pain referred to the buttocks without a precise path,c
OIC-191-08-B,"{""question"": ""Which of the following tests should be carried out systematically in febrile neutropenic patients prior to any antibiotic treatment?"", ""option_a"": ""Cytological examination of sputum (ECBC) and nasopharyngeal sampling for PCR of respiratory viruses"", ""option_b"": ""Peripheral aero-anaerobic blood cultures and central blood cultures if a central venous catheter is used"", ""option_c"": ""Stool culture and clostridium test"", ""option_d"": ""Thoracic-abdominal-pelvic CT scan"", ""correct_option"": ""B""}",Complementary examinations,Which of the following tests should be carried out systematically in febrile neutropenic patients prior to any antibiotic treatment?,Cytological examination of sputum (ECBC) and nasopharyngeal sampling for PCR of respiratory viruses,Peripheral aero-anaerobic blood cultures and central blood cultures if a central venous catheter is used,Stool culture and clostridium test,Thoracic-abdominal-pelvic CT scan,b
OIC-162-22-A,"{""question"": ""Which of the following is NOT a recommended preventive measure for all sexually transmitted infections (STIs)?"", ""option_a"": ""Using condoms during sexual relations"", ""option_b"": ""Getting vaccinated for HPV and hepatitis B"", ""option_c"": ""Offering HIV serology and treponemal tests"", ""option_d"": ""Administering antibiotics prophylactically to all patients"", ""correct_option"": ""D""}",,Which of the following is NOT a recommended preventive measure for all sexually transmitted infections (STIs)?,Using condoms during sexual relations,Getting vaccinated for HPV and hepatitis B,Offering HIV serology and treponemal tests,Administering antibiotics prophylactically to all patients,d
OIC-336-07-A,"{""question"": ""What is the appropriate initial treatment for a patient with hypoglycemia who is unconscious?"", ""option_a"": ""Administering oral glucose in the form of sugar cubes or orange juice"", ""option_b"": ""Performing a neurological assessment to rule out other causes of coma"", ""option_c"": ""Administering IV glucose serum (G30% 1 ampoule) immediately"", ""option_d"": ""Monitoring blood glucose levels and waiting for confirmation before treatment"", ""correct_option"": ""C""}",Positive diagnosis,What is the appropriate initial treatment for a patient with hypoglycemia who is unconscious?,Administering oral glucose in the form of sugar cubes or orange juice,Performing a neurological assessment to rule out other causes of coma,Administering IV glucose serum (G30% 1 ampoule) immediately,Monitoring blood glucose levels and waiting for confirmation before treatment,c
OIC-257-01-A,"{""question"": ""What is the primary cause of generalised oedema?"", ""option_a"": ""Localised inflammation"", ""option_b"": ""Venous insufficiency"", ""option_c"": ""Positive sodium and water balance"", ""option_d"": ""Lymphatic blockage"", ""correct_option"": ""C""}",Definition,What is the primary cause of generalised oedema?,Localised inflammation,Venous insufficiency,Positive sodium and water balance,Lymphatic blockage,c
OIC-208-14-B,"{""question"": ""Which imaging examination is primarily used to confirm the diagnosis of chronic respiratory failure?"", ""option_a"": ""Ultrasound of the chest"", ""option_b"": ""Chest X-ray"", ""option_c"": ""Abdominal CT scan"", ""option_d"": ""Magnetic Resonance Imaging (MRI) of the lungs"", ""correct_option"": ""B""}",Additional examinations,Which imaging examination is primarily used to confirm the diagnosis of chronic respiratory failure?,Ultrasound of the chest,Chest X-ray,Abdominal CT scan,Magnetic Resonance Imaging (MRI) of the lungs,b
OIC-075-05-B,"{""question"": ""Which of the following best describes the primary mechanism by which tobacco smoke contributes to arterial damage?"", ""option_a"": ""By causing venous thrombosis through the release of inflammatory mediators"", ""option_b"": ""By promoting platelet aggregation, which increases the risk of arterial thrombosis"", ""option_c"": ""By directly damaging the alveoli, leading to reduced oxygen intake and arterial damage"", ""option_d"": ""By inducing vasodilation, which reduces blood pressure and causes arterial damage"", ""correct_option"": ""B""}",,Which of the following best describes the primary mechanism by which tobacco smoke contributes to arterial damage?,By causing venous thrombosis through the release of inflammatory mediators,"By promoting platelet aggregation, which increases the risk of arterial thrombosis","By directly damaging the alveoli, leading to reduced oxygen intake and arterial damage","By inducing vasodilation, which reduces blood pressure and causes arterial damage",b
OIC-330-05-A,"{""question"": ""Which of the following is a common side effect specific to verapamil and diltiazem?"", ""option_a"": ""Flushing"", ""option_b"": ""Peripheral oedema"", ""option_c"": ""Bradycardia"", ""option_d"": ""Headaches"", ""correct_option"": ""C""}",Management,Which of the following is a common side effect specific to verapamil and diltiazem?,Flushing,Peripheral oedema,Bradycardia,Headaches,c
OIC-026-04-B,"{""question"": ""When managing acute abdominal pain in a pregnant woman, which of the following is the most appropriate initial step?"", ""option_a"": ""Immediately perform an ultrasound to rule out ectopic pregnancy"", ""option_b"": ""Administer pain medication to alleviate discomfort before further examination"", ""option_c"": ""Conduct a detailed medical history and physical examination"", ""option_d"": ""Order a full blood count and liver function tests"", ""correct_option"": ""C""}",Multimedia content,"When managing acute abdominal pain in a pregnant woman, which of the following is the most appropriate initial step?",Immediately perform an ultrasound to rule out ectopic pregnancy,Administer pain medication to alleviate discomfort before further examination,Conduct a detailed medical history and physical examination,Order a full blood count and liver function tests,c
OIC-108-17-B,"{""question"": ""Which imaging test is primarily indicated for differentiating between diffuse Lewy body disease and Alzheimer's disease?"", ""option_a"": ""Cerebral perfusion scintigraphy"", ""option_b"": ""FluoroDeoxyGlucose Positron Emission Tomography (FDG-PET)"", ""option_c"": ""Dopamine transporter scintigraphy"", ""option_d"": ""Magnetic Resonance Imaging (MRI)"", ""correct_option"": ""C""}",,Which imaging test is primarily indicated for differentiating between diffuse Lewy body disease and Alzheimer's disease?,Cerebral perfusion scintigraphy,FluoroDeoxyGlucose Positron Emission Tomography (FDG-PET),Dopamine transporter scintigraphy,Magnetic Resonance Imaging (MRI),c
OIC-094-08-B,"{""question"": ""Which of the following is considered a 'Yellow Flag' that can contribute to the development of chronic spinal pain?"", ""option_a"": ""Absence of measures facilitating return to or retention in employment"", ""option_b"": ""Inappropriate attitudes and representations in relation to back pain"", ""option_c"": ""Financial incentives"", ""option_d"": ""Length of time off work exceeding 2 years"", ""correct_option"": ""B""}",Follow-up and/or prognosis,Which of the following is considered a 'Yellow Flag' that can contribute to the development of chronic spinal pain?,Absence of measures facilitating return to or retention in employment,Inappropriate attitudes and representations in relation to back pain,Financial incentives,Length of time off work exceeding 2 years,b
OIC-086-04-A,"{""question"": ""What is the primary cause of senile ptosis?"", ""option_a"": ""Paralysis of the III nerve"", ""option_b"": ""Damage to the levator muscle of the upper eyelid"", ""option_c"": ""Rupture of the levator aponeurosis"", ""option_d"": ""Relaxation of the levator aponeurosis"", ""correct_option"": ""D""}",Etiologies,What is the primary cause of senile ptosis?,Paralysis of the III nerve,Damage to the levator muscle of the upper eyelid,Rupture of the levator aponeurosis,Relaxation of the levator aponeurosis,d
OIC-136-01-B,"{""question"": ""Which of the following is NOT one of the five most frequent anaesthetic procedures performed annually in France?"", ""option_a"": ""Digestive endoscopies"", ""option_b"": ""Hip replacements"", ""option_c"": ""Operations on the crystalline lens"", ""option_d"": ""Carpal tunnel releases"", ""correct_option"": ""B""}",,Which of the following is NOT one of the five most frequent anaesthetic procedures performed annually in France?,Digestive endoscopies,Hip replacements,Operations on the crystalline lens,Carpal tunnel releases,b
OIC-261-10-B,"{""question"": ""What is the most common outcome for patients with corticosteroid-sensitive nephrotic syndrome (NS)?"", ""option_a"": ""Development of end-stage chronic renal failure within 5 years"", ""option_b"": ""Relapse after discontinuation of treatment in 50% of cases, necessitating resumption of corticosteroid therapy"", ""option_c"": ""Immediate need for an immunosuppressant or immunomodulator"", ""option_d"": ""Complete and permanent remission without any relapses"", ""correct_option"": ""B""}",,What is the most common outcome for patients with corticosteroid-sensitive nephrotic syndrome (NS)?,Development of end-stage chronic renal failure within 5 years,"Relapse after discontinuation of treatment in 50% of cases, necessitating resumption of corticosteroid therapy",Immediate need for an immunosuppressant or immunomodulator,Complete and permanent remission without any relapses,b
OIC-027-14-B,"{""question"": ""What is the recommended management for a pregnant woman experiencing a primary infection of genital herpes within 6 weeks before the start of labor?"", ""option_a"": ""Administer aciclovir 1g in 5 doses for 5 to 10 days and perform a caesarean section if the rupture of membranes (ROM) is less than 4 hours."", ""option_b"": ""Administer valaciclovir 2g in 2 doses for 5 to 10 days and allow vaginal delivery if the rupture of membranes (ROM) is more than 4 hours."", ""option_c"": ""Administer aciclovir 1g in 5 doses for 5 to 10 days and allow vaginal delivery regardless of the rupture of membranes (ROM)."", ""option_d"": ""Administer valaciclovir 2g in 2 doses for 5 to 10 days and perform a caesarean section if the rupture of membranes (ROM) is less than 4 hours."", ""correct_option"": ""A""}",Management,What is the recommended management for a pregnant woman experiencing a primary infection of genital herpes within 6 weeks before the start of labor?,Administer aciclovir 1g in 5 doses for 5 to 10 days and perform a caesarean section if the rupture of membranes (ROM) is less than 4 hours.,Administer valaciclovir 2g in 2 doses for 5 to 10 days and allow vaginal delivery if the rupture of membranes (ROM) is more than 4 hours.,Administer aciclovir 1g in 5 doses for 5 to 10 days and allow vaginal delivery regardless of the rupture of membranes (ROM).,Administer valaciclovir 2g in 2 doses for 5 to 10 days and perform a caesarean section if the rupture of membranes (ROM) is less than 4 hours.,a
OIC-188-21-B,"{""question"": ""Which of the following is a primary aim of therapeutic asthma education?"", ""option_a"": ""To prescribe the correct medication for asthma patients"", ""option_b"": ""To teach patients how to measure and interpret their blood pressure"", ""option_c"": ""To enable patients to understand their disease and treatment, improving compliance and control of asthma"", ""option_d"": ""To provide patients with a list of emergency contact numbers"", ""correct_option"": ""C""}",Management,Which of the following is a primary aim of therapeutic asthma education?,To prescribe the correct medication for asthma patients,To teach patients how to measure and interpret their blood pressure,"To enable patients to understand their disease and treatment, improving compliance and control of asthma",To provide patients with a list of emergency contact numbers,c
OIC-245-10-B,"{""question"": ""Which of the following is NOT a known cause of corticotropic insufficiency?"", ""option_a"": ""Autoimmune disease affecting the pituitary gland"", ""option_b"": ""Radiotherapy"", ""option_c"": ""Infections such as tuberculosis"", ""option_d"": ""Pituitary surgery"", ""correct_option"": ""C""}",Etiologies,Which of the following is NOT a known cause of corticotropic insufficiency?,Autoimmune disease affecting the pituitary gland,Radiotherapy,Infections such as tuberculosis,Pituitary surgery,c
OIC-245-24-B,"{""question"": ""In the context of diagnosing adrenal insufficiency in newborns, which specific test is systematically performed on the 3rd day of life in France?"", ""option_a"": ""Measurement of long-chain fatty acids"", ""option_b"": ""Determination of cortisol levels"", ""option_c"": ""Assay of 17 OH progesterone on blotting paper"", ""option_d"": ""Assessment of adrenocorticotropic hormone (ACTH) levels"", ""correct_option"": ""C""}",,"In the context of diagnosing adrenal insufficiency in newborns, which specific test is systematically performed on the 3rd day of life in France?",Measurement of long-chain fatty acids,Determination of cortisol levels,Assay of 17 OH progesterone on blotting paper,Assessment of adrenocorticotropic hormone (ACTH) levels,c
OIC-265-02-B,"{""question"": ""What is the estimated prevalence of urolithiasis in France?"", ""option_a"": ""1%"", ""option_b"": ""5%"", ""option_c"": ""Almost 10%"", ""option_d"": ""20%"", ""correct_option"": ""C""}",Epidemiology,What is the estimated prevalence of urolithiasis in France?,1%,5%,Almost 10%,20%,c
OIC-045-21-B,"{""question"": ""Which of the following is a specific risk associated with premutations in women of childbearing age?"", ""option_a"": ""Increased risk of developing FXTAS syndrome after the age of 60"", ""option_b"": ""Higher likelihood of experiencing attention disorders and hyperactivity"", ""option_c"": ""Premature ovarian failure and associated difficulties in procreating"", ""option_d"": ""Elevated risk of cognitive disorders and parkinsonian syndrome"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is a specific risk associated with premutations in women of childbearing age?,Increased risk of developing FXTAS syndrome after the age of 60,Higher likelihood of experiencing attention disorders and hyperactivity,Premature ovarian failure and associated difficulties in procreating,Elevated risk of cognitive disorders and parkinsonian syndrome,c
OIC-302-06-B,"{""question"": ""Which of the following is NOT a risk factor for the poor prognosis of squamous cell carcinomas?"", ""option_a"": ""A lesion size greater than 2 cm"", ""option_b"": ""Location on the temple, ear, or lip"", ""option_c"": ""A high level of histological differentiation"", ""option_d"": ""Perinuclear invasion"", ""correct_option"": ""C""}",,Which of the following is NOT a risk factor for the poor prognosis of squamous cell carcinomas?,A lesion size greater than 2 cm,"Location on the temple, ear, or lip",A high level of histological differentiation,Perinuclear invasion,c
OIC-024-13-B,"{""question"": ""Which of the following is the primary target for systolic blood pressure in the antihypertensive treatment of pregnant women with severe hypertension?"", ""option_a"": ""Systolic blood pressure should be reduced to below 120 mmHg"", ""option_b"": ""Systolic blood pressure should be maintained between 140-155 mmHg"", ""option_c"": ""Systolic blood pressure should be reduced to below 100 mmHg"", ""option_d"": ""Systolic blood pressure should be maintained between 130-140 mmHg"", ""correct_option"": ""B""}",Management,Which of the following is the primary target for systolic blood pressure in the antihypertensive treatment of pregnant women with severe hypertension?,Systolic blood pressure should be reduced to below 120 mmHg,Systolic blood pressure should be maintained between 140-155 mmHg,Systolic blood pressure should be reduced to below 100 mmHg,Systolic blood pressure should be maintained between 130-140 mmHg,b
OIC-227-04-B,"{""question"": ""Which of the following is the most common aetiology of chronic venous insufficiency (CVI)?"", ""option_a"": ""Primary deep valve insufficiency"", ""option_b"": ""Post-thrombotic syndrome (PTS)"", ""option_c"": ""Varicose disease or essential varicose veins"", ""option_d"": ""Compressive venous syndromes"", ""correct_option"": ""C""}",Etiologies,Which of the following is the most common aetiology of chronic venous insufficiency (CVI)?,Primary deep valve insufficiency,Post-thrombotic syndrome (PTS),Varicose disease or essential varicose veins,Compressive venous syndromes,c
OIC-082-13-B,"{""question"": ""What is the characteristic appearance of the optic disc in a patient with papilledema?"", ""option_a"": ""The optic disc appears sharply defined with clear borders."", ""option_b"": ""The optic disc appears blurred with indistinct borders."", ""option_c"": ""The optic disc appears pale and atrophic."", ""option_d"": ""The optic disc appears with a central cup that is larger than normal."", ""correct_option"": ""B""}",Multimedia content,What is the characteristic appearance of the optic disc in a patient with papilledema?,The optic disc appears sharply defined with clear borders.,The optic disc appears blurred with indistinct borders.,The optic disc appears pale and atrophic.,The optic disc appears with a central cup that is larger than normal.,b
OIC-045-20-A,"{""question"": ""Which of the following is the most accurate description of Fragile X syndrome?"", ""option_a"": ""It is the second most common cause of genetic intellectual disability after trisomy 21."", ""option_b"": ""It is the leading cause of familial intellectual disability and is always accompanied by autism."", ""option_c"": ""It is the leading genetic cause of autism spectrum disorder and has a prevalence of 1/500 in both men and women."", ""option_d"": ""It is characterized by a prevalence of 1/5,000 in men and 1/8,000 in women, and is always associated with ovarian failure."", ""correct_option"": ""a""}",,Which of the following is the most accurate description of Fragile X syndrome?,It is the second most common cause of genetic intellectual disability after trisomy 21.,It is the leading cause of familial intellectual disability and is always accompanied by autism.,It is the leading genetic cause of autism spectrum disorder and has a prevalence of 1/500 in both men and women.,"It is characterized by a prevalence of 1/5,000 in men and 1/8,000 in women, and is always associated with ovarian failure.",a
OIC-162-24-B,"{""question"": ""Which of the following is NOT a clinical form of tertiary syphilis?"", ""option_a"": ""Gummy syphilis"", ""option_b"": ""Bone syphilis"", ""option_c"": ""Tobacco"", ""option_d"": ""Cardiovascular syphilis"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is NOT a clinical form of tertiary syphilis?,Gummy syphilis,Bone syphilis,Tobacco,Cardiovascular syphilis,c
OIC-074-04-B,"{""question"": ""Which of the following is a common indication for the use of antipsychotics across all stages of life, particularly in elderly patients?"", ""option_a"": ""Treatment of mild anxiety disorders as a first-line therapy"", ""option_b"": ""Management of severe manic episodes with or without psychotic symptoms"", ""option_c"": ""Long-term treatment of insomnia in all patients"", ""option_d"": ""Behavioral disorders in children with no risk/benefit assessment"", ""correct_option"": ""B""}",Management,"Which of the following is a common indication for the use of antipsychotics across all stages of life, particularly in elderly patients?",Treatment of mild anxiety disorders as a first-line therapy,Management of severe manic episodes with or without psychotic symptoms,Long-term treatment of insomnia in all patients,Behavioral disorders in children with no risk/benefit assessment,b
