id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-263-04-B,"{""question"": ""What is the primary cause of haemolytic uraemic syndrome (HUS) in children?"", ""option_a"": ""An acute myeloid leukaemia"", ""option_b"": ""A viral infection leading to a severe kidney injury"", ""option_c"": ""Shigatoxin-secreting enterobacteria (E. Coli, Shigella) causing bloody diarrhoea"", ""option_d"": ""A genetic disorder affecting the kidneys"", ""correct_option"": ""C""}",Definition,What is the primary cause of haemolytic uraemic syndrome (HUS) in children?,An acute myeloid leukaemia,A viral infection leading to a severe kidney injury,"Shigatoxin-secreting enterobacteria (E. Coli, Shigella) causing bloody diarrhoea",A genetic disorder affecting the kidneys,c
OIC-109-02-A,"{""question"": ""When examining a patient with a gait disorder, which of the following should NOT be done?"", ""option_a"": ""Test the patient's gait while they are standing still"", ""option_b"": ""Assess the patient's balance with their eyes open and then closed"", ""option_c"": ""Examine the patient's cardiovascular system for orthostatic arterial hypotension"", ""option_d"": ""Ask the patient to walk in tandem without support"", ""correct_option"": ""A""}",,"When examining a patient with a gait disorder, which of the following should NOT be done?",Test the patient's gait while they are standing still,Assess the patient's balance with their eyes open and then closed,Examine the patient's cardiovascular system for orthostatic arterial hypotension,Ask the patient to walk in tandem without support,a
OIC-019-05-A,"{""question"": ""What is the purpose of the autonomous national fund in the General Scheme of Social Security?"", ""option_a"": ""To collect and manage social security contributions"", ""option_b"": ""To provide a public service, subject to State control and supervision"", ""option_c"": ""To cover the risk of loss of autonomy and disability"", ""option_d"": ""To support families in their day-to-day lives"", ""correct_option"": ""B""}",Definition,What is the purpose of the autonomous national fund in the General Scheme of Social Security?,To collect and manage social security contributions,"To provide a public service, subject to State control and supervision",To cover the risk of loss of autonomy and disability,To support families in their day-to-day lives,b
OIC-102-10-A,"{""question"": ""When a patient presents with ptosis that is progressive in onset, variable during the day, and appears especially when tired, what is the most likely underlying condition?"", ""option_a"": ""Myasthenia gravis"", ""option_b"": ""Myasthenic crisis due to prolonged use of muscle relaxants"", ""option_c"": ""Thyroid eye disease"", ""option_d"": ""Botulism"", ""correct_option"": ""A""}",Positive diagnosis,"When a patient presents with ptosis that is progressive in onset, variable during the day, and appears especially when tired, what is the most likely underlying condition?",Myasthenia gravis,Myasthenic crisis due to prolonged use of muscle relaxants,Thyroid eye disease,Botulism,a
OIC-233-01-A,"{""question"": ""What is the definition of mitral insufficiency (MI)?"", ""option_a"": ""Dysfunction of the aortic valve with limited opening, resulting in an obstacle to systolic ejection from the LV."", ""option_b"": ""Dysfunction of the mitral valve with systolic closure defect resulting in regurgitation of blood from the left ventricle (LV) into the left atrium (LA) during systole."", ""option_c"": ""Dysfunction of the aortic valve with closure defect in diastole resulting in regurgitation of blood from the aorta into the LV in diastole."", ""option_d"": ""Dysfunction of the mitral valve with limited opening in diastole, resulting in an obstacle to the flow of blood from the OG to the LV at the time of cardiac filling."", ""correct_option"": ""B""}",Definition,What is the definition of mitral insufficiency (MI)?,"Dysfunction of the aortic valve with limited opening, resulting in an obstacle to systolic ejection from the LV.",Dysfunction of the mitral valve with systolic closure defect resulting in regurgitation of blood from the left ventricle (LV) into the left atrium (LA) during systole.,Dysfunction of the aortic valve with closure defect in diastole resulting in regurgitation of blood from the aorta into the LV in diastole.,"Dysfunction of the mitral valve with limited opening in diastole, resulting in an obstacle to the flow of blood from the OG to the LV at the time of cardiac filling.",b
OIC-020-06-B,"{""question"": ""What is the primary aim of a study designed to evaluate the performance of a diagnostic or screening method?"", ""option_a"": ""To identify the existence of an association between a risk factor and a health phenomenon"", ""option_b"": ""To describe the distribution or changes in the frequency of health events and their determinants in the population"", ""option_c"": ""To evaluate (or compare) the performance of one (or more) clinical or paraclinical test(s) for the screening or diagnosis of a health phenomenon"", ""option_d"": ""To establish a causal link between an exposure factor and a health phenomenon through experimental intervention"", ""correct_option"": ""C""}",Definition,What is the primary aim of a study designed to evaluate the performance of a diagnostic or screening method?,To identify the existence of an association between a risk factor and a health phenomenon,To describe the distribution or changes in the frequency of health events and their determinants in the population,To evaluate (or compare) the performance of one (or more) clinical or paraclinical test(s) for the screening or diagnosis of a health phenomenon,To establish a causal link between an exposure factor and a health phenomenon through experimental intervention,c
OIC-045-03-A,"{""question"": ""Generally speaking, the ethical principles guiding doctors are :"", ""option_a"": ""respect for autonomy, beneficence, non-maleficence, and justice"", ""option_b"": ""respect for autonomy, non-maleficence, and beneficence"", ""option_c"": ""respect for autonomy, beneficence, and justice"", ""option_d"": ""respect for autonomy, beneficence, non-maleficence, and dignity"", ""correct_option"": ""A""}",Definition,"Generally speaking, the ethical principles guiding doctors are :","respect for autonomy, beneficence, non-maleficence, and justice","respect for autonomy, non-maleficence, and beneficence","respect for autonomy, beneficence, and justice","respect for autonomy, beneficence, non-maleficence, and dignity",a
OIC-312-11-B,"{""question"": ""What is the primary purpose of a local extension assessment in breast cancer?"", ""option_a"": ""To evaluate the risk of distant metastases"", ""option_b"": ""To assess the extent of local disease and plan treatment"", ""option_c"": ""To identify potential sites for surgical intervention"", ""option_d"": ""To determine the need for systemic chemotherapy"", ""correct_option"": ""B""}",Additional examinations,What is the primary purpose of a local extension assessment in breast cancer?,To evaluate the risk of distant metastases,To assess the extent of local disease and plan treatment,To identify potential sites for surgical intervention,To determine the need for systemic chemotherapy,b
OIC-027-31-A,"{""question"": ""Which of the following drugs is known to be teratogenic and should be avoided during pregnancy?"", ""option_a"": ""Warfarin (Coumadin)"", ""option_b"": ""Methotrexate (Ledertrexate)"", ""option_c"": ""Lithium (T\u00e9ralithe)"", ""option_d"": ""Sodium valproate (Depakine)"", ""correct_option"": ""D""}",Positive diagnosis,Which of the following drugs is known to be teratogenic and should be avoided during pregnancy?,Warfarin (Coumadin),Methotrexate (Ledertrexate),Lithium (Téralithe),Sodium valproate (Depakine),d
OIC-026-01-B,"{""question"": ""Which of the following conditions is NOT a risk factor for uterine rupture?"", ""option_a"": ""History of uterine perforation"", ""option_b"": ""High multiparity"", ""option_c"": ""Maturation by prostaglandins in a scar uterus"", ""option_d"": ""Hypertension during pregnancy"", ""correct_option"": ""D""}",Positive diagnosis,Which of the following conditions is NOT a risk factor for uterine rupture?,History of uterine perforation,High multiparity,Maturation by prostaglandins in a scar uterus,Hypertension during pregnancy,d
OIC-325-10-A,"{""question"": ""Who is required to report an adverse reaction suspected to be due to a medicinal product?"", ""option_a"": ""Only patients and approved patient associations"", ""option_b"": ""Healthcare professionals and companies or organisations exploiting medicinal products"", ""option_c"": ""Patients, healthcare professionals, and all individuals who have used the medicinal product"", ""option_d"": ""Healthcare professionals, patients, and the manufacturer of the medicinal product"", ""correct_option"": ""d""}",Definition,Who is required to report an adverse reaction suspected to be due to a medicinal product?,Only patients and approved patient associations,Healthcare professionals and companies or organisations exploiting medicinal products,"Patients, healthcare professionals, and all individuals who have used the medicinal product","Healthcare professionals, patients, and the manufacturer of the medicinal product",d
OIC-225-08-B,"{""question"": ""In the acute phase of ischaemia, what are the two main types of obstruction that are usually identified?"", ""option_a"": ""Embolism and thrombosis, with embolism being more gradual and thrombosis being more abrupt"", ""option_b"": ""Embolism and thrombosis, with embolism being more severe and thrombosis being more severe"", ""option_c"": ""Thrombosis and embolism, with thrombosis being more severe and embolism being more severe"", ""option_d"": ""Embolism and thrombosis, with embolism being more severe and thrombosis being more severe, but with a history of lower limb arterial disease"", ""correct_option"": ""d""}",Etiologies,"In the acute phase of ischaemia, what are the two main types of obstruction that are usually identified?","Embolism and thrombosis, with embolism being more gradual and thrombosis being more abrupt","Embolism and thrombosis, with embolism being more severe and thrombosis being more severe","Thrombosis and embolism, with thrombosis being more severe and embolism being more severe","Embolism and thrombosis, with embolism being more severe and thrombosis being more severe, but with a history of lower limb arterial disease",d
OIC-027-41-A,"{""question"": ""What is the primary goal of identifying addictive behaviours during pregnancy?"", ""option_a"": ""To provide a diagnosis of the mother's mental health"", ""option_b"": ""To help women who use drugs understand their condition and avoid negative representations"", ""option_c"": ""To improve the mother's socio-professional background"", ""option_d"": ""To provide a follow-up consultation on addiction after pregnancy"", ""correct_option"": ""B""}",Diagnosis,What is the primary goal of identifying addictive behaviours during pregnancy?,To provide a diagnosis of the mother's mental health,To help women who use drugs understand their condition and avoid negative representations,To improve the mother's socio-professional background,To provide a follow-up consultation on addiction after pregnancy,b
OIC-237-05-A,"{""question"": ""What is a characteristic of malignant ventricular extrasystoles?"", ""option_a"": ""They are often triggered by effort."", ""option_b"": ""They are frequently polymorphic."", ""option_c"": ""They are typically short-coupled (R/T phenomenon) and occur in bursts."", ""option_d"": ""They are usually isolated and do not have a prior P wave."", ""correct_option"": ""C""}",Etiologies,What is a characteristic of malignant ventricular extrasystoles?,They are often triggered by effort.,They are frequently polymorphic.,They are typically short-coupled (R/T phenomenon) and occur in bursts.,They are usually isolated and do not have a prior P wave.,c
OIC-005-11-A,"{""question"": ""What is a therapeutic hazard?"", ""option_a"": ""An error that occurs despite proper care and attention"", ""option_b"": ""An undesirable event caused by a risk inherent in the care provided"", ""option_c"": ""A medical accident that is completely preventable with proper precautions"", ""option_d"": ""A side effect of a medication that can be avoided with proper dosage and administration"", ""correct_option"": ""B""}",Definition,What is a therapeutic hazard?,An error that occurs despite proper care and attention,An undesirable event caused by a risk inherent in the care provided,A medical accident that is completely preventable with proper precautions,A side effect of a medication that can be avoided with proper dosage and administration,b
OIC-227-06-B,"{""question"": ""What is the estimated prevalence of chronic venous insufficiency (CVI) in industrialized countries?"", ""option_a"": ""Between 10% and 30%"", ""option_b"": ""Between 30% and 60%"", ""option_c"": ""Above 80%"", ""option_d"": ""Below 20%"", ""correct_option"": ""B""}",Epidemiology,What is the estimated prevalence of chronic venous insufficiency (CVI) in industrialized countries?,Between 10% and 30%,Between 30% and 60%,Above 80%,Below 20%,b
OIC-234-21-B,"{""question"": ""What is a common cause of death in patients with heart failure?"", ""option_a"": ""Chronic refractory heart failure"", ""option_b"": ""End-stage renal failure"", ""option_c"": ""Episodes of acute heart failure"", ""option_d"": ""Sudden death secondary to ventricular rhythm disturbances"", ""correct_option"": ""A""}",,What is a common cause of death in patients with heart failure?,Chronic refractory heart failure,End-stage renal failure,Episodes of acute heart failure,Sudden death secondary to ventricular rhythm disturbances,a
OIC-164-05-A,"{""question"": ""What is the primary route of transmission of the rubella virus?"", ""option_a"": ""Fecal-oral route"", ""option_b"": ""Respiratory route"", ""option_c"": ""Blood transfusion"", ""option_d"": ""Vector-borne transmission"", ""correct_option"": ""B""}",Etiologies,What is the primary route of transmission of the rubella virus?,Fecal-oral route,Respiratory route,Blood transfusion,Vector-borne transmission,b
OIC-050-11-B,"{""question"": ""In the case of an undescended testis, when should additional examinations not be performed?"", ""option_a"": ""In children under 5 years old"", ""option_b"": ""In children older than 5 years old, but with a family history of cryptorchidism"", ""option_c"": ""If the testicle cannot be felt on clinical examination or under general anaesthetic"", ""option_d"": ""If the patient is willing to undergo a series of CT scans and MRI tests"", ""correct_option"": ""C""}",Additional examinations,"In the case of an undescended testis, when should additional examinations not be performed?",In children under 5 years old,"In children older than 5 years old, but with a family history of cryptorchidism",If the testicle cannot be felt on clinical examination or under general anaesthetic,If the patient is willing to undergo a series of CT scans and MRI tests,c
OIC-162-16-B,"{""question"": ""For all STIs, you need:"", ""option_a"": ""Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices"", ""option_b"": ""Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices"", ""option_c"": ""Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices"", ""option_d"": ""Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices"", ""correct_option"": ""A""}",,"For all STIs, you need:","Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices","Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices","Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices","Identify the infected or contaminating partner(s) and offer screening, diagnosis and/or probabilistic treatment from the outset; Systematically offer HIV serology, Treponemal test, hepatitis B serology, Urinary or genital PCR for Neisseria gonorrhoeae and Chlamydia trachomatis, and Pharyngeal and anal PCR according to sexual practices",a
OIC-038-10-B,"{""question"": ""What is the primary cause of male infertility?"", ""option_a"": ""Environmental causes, such as exposure to toxic substances and heat"", ""option_b"": ""Genetic causes, such as Klinefelter's syndrome and microdeletions within the AZF locus"", ""option_c"": ""Acquired testicular pathologies, such as torsion and testicular cancer"", ""option_d"": ""Hypogonadotropic hypogonadism, a condition characterized by low sex hormone production"", ""correct_option"": ""B""}",Etiologies,What is the primary cause of male infertility?,"Environmental causes, such as exposure to toxic substances and heat","Genetic causes, such as Klinefelter's syndrome and microdeletions within the AZF locus","Acquired testicular pathologies, such as torsion and testicular cancer","Hypogonadotropic hypogonadism, a condition characterized by low sex hormone production",b
OIC-237-02-A,"{""question"": ""What is a key sign of ventricular tachycardia on an electrocardiogram (ECG)?"", ""option_a"": ""A wide QRS complex"", ""option_b"": ""A narrow QRS complex"", ""option_c"": ""A heart rate above 100 beats per minute"", ""option_d"": ""A regular rhythm with a rate above 120 beats per minute"", ""correct_option"": ""A""}",,What is a key sign of ventricular tachycardia on an electrocardiogram (ECG)?,A wide QRS complex,A narrow QRS complex,A heart rate above 100 beats per minute,A regular rhythm with a rate above 120 beats per minute,a
OIC-049-18-B,"{""question"": ""In cases of delayed puberty, which of the following is NOT a common diagnostic approach for boys?"", ""option_a"": ""Blood karyotype"", ""option_b"": ""Hypothalamic-pituitary and olfactory bulb MRI"", ""option_c"": ""Anti-transglutaminase IgA and total IgA"", ""option_d"": ""Stimulation test for FSH and LH"", ""correct_option"": ""A""}",Etiologies,"In cases of delayed puberty, which of the following is NOT a common diagnostic approach for boys?",Blood karyotype,Hypothalamic-pituitary and olfactory bulb MRI,Anti-transglutaminase IgA and total IgA,Stimulation test for FSH and LH,a
OIC-332-09-A,"{""question"": ""What is the recommended ratio of packed red blood cells to fresh frozen plasma in the management of haemorrhagic shock?"", ""option_a"": ""1:1"", ""option_b"": ""1:2"", ""option_c"": ""2:1"", ""option_d"": ""3:1"", ""correct_option"": ""A""}",Management,What is the recommended ratio of packed red blood cells to fresh frozen plasma in the management of haemorrhagic shock?,1:1,1:2,2:1,3:1,a
OIC-005-15-B,"{""question"": ""What is the primary purpose of a point of view from within the hospital department when analysing serious adverse events?"", ""option_a"": ""To assign blame to the individual responsible for the error"", ""option_b"": ""To provide a neutral external viewpoint, provided by the risk management unit"", ""option_c"": ""To identify the root cause of the error and implement improvement measures"", ""option_d"": ""To provide a point of view from within the hospital department, which must also be as neutral as possible, on the occasion of morbidity and mortality reviews (MMR)"", ""correct_option"": ""d""}",Definition,What is the primary purpose of a point of view from within the hospital department when analysing serious adverse events?,To assign blame to the individual responsible for the error,"To provide a neutral external viewpoint, provided by the risk management unit",To identify the root cause of the error and implement improvement measures,"To provide a point of view from within the hospital department, which must also be as neutral as possible, on the occasion of morbidity and mortality reviews (MMR)",d
OIC-239-05-B,"{""question"": ""What happens to the hand when the ulnar artery is released during the Allen manoeuvre?"", ""option_a"": ""It remains discoloured"", ""option_b"": ""It becomes discoloured and recolours"", ""option_c"": ""It becomes discoloured, but does not recolour"", ""option_d"": ""It remains unchanged"", ""correct_option"": ""B""}",,What happens to the hand when the ulnar artery is released during the Allen manoeuvre?,It remains discoloured,It becomes discoloured and recolours,"It becomes discoloured, but does not recolour",It remains unchanged,b
OIC-133-02-B,"{""question"": ""What does the acronym GIR stand for?"", ""option_a"": ""Grande \u00cele de R\u00e9serve"", ""option_b"": ""Groupe d'Iso-ressources"", ""option_c"": ""Groupe de \u00celes de R\u00e9serve"", ""option_d"": ""Groupe de \u00celes de Ressources"", ""correct_option"": ""B""}",Definition,What does the acronym GIR stand for?,Grande Île de Réserve,Groupe d'Iso-ressources,Groupe de Îles de Réserve,Groupe de Îles de Ressources,b
OIC-020-11-B,"{""question"": ""What is the primary purpose of calculating the mode in a dataset?"", ""option_a"": ""To find the average value of the dataset"", ""option_b"": ""To identify the most frequently occurring value in the dataset"", ""option_c"": ""To calculate the variance of the dataset"", ""option_d"": ""To determine the range of the dataset"", ""correct_option"": ""B""}",Definition,What is the primary purpose of calculating the mode in a dataset?,To find the average value of the dataset,To identify the most frequently occurring value in the dataset,To calculate the variance of the dataset,To determine the range of the dataset,b
OIC-332-05-A,"{""question"": ""During the initial phase of evaluating a state of shock, what is the primary focus of etiological orientation?"", ""option_a"": ""Anamnesis only"", ""option_b"": ""Clinical examination and anamnesis"", ""option_c"": ""Laboratory tests and imaging studies"", ""option_d"": ""Vital signs and hemodynamic parameters only"", ""correct_option"": ""B""}",Positive diagnosis,"During the initial phase of evaluating a state of shock, what is the primary focus of etiological orientation?",Anamnesis only,Clinical examination and anamnesis,Laboratory tests and imaging studies,Vital signs and hemodynamic parameters only,b
OIC-142-01-B,"{""question"": ""What is the primary goal of palliative care in the delivery room?"", ""option_a"": ""To limit or stop treatment in cases of severe neurological lesions"", ""option_b"": ""To provide comfort and pain relief to the newborn and family"", ""option_c"": ""To delay the inevitable and prolong life at all costs"", ""option_d"": ""To perform a thorough medical examination of the newborn before making any decisions"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary goal of palliative care in the delivery room?,To limit or stop treatment in cases of severe neurological lesions,To provide comfort and pain relief to the newborn and family,To delay the inevitable and prolong life at all costs,To perform a thorough medical examination of the newborn before making any decisions,b
OIC-312-05-A,"{""question"": ""According to the guidelines, how often should women aged 50 to 74 with no risk factors undergo a clinical breast examination and screening mammogram?"", ""option_a"": ""Every year"", ""option_b"": ""Every 2 years"", ""option_c"": ""Every 5 years"", ""option_d"": ""Every 10 years"", ""correct_option"": ""B""}",Positive diagnosis,"According to the guidelines, how often should women aged 50 to 74 with no risk factors undergo a clinical breast examination and screening mammogram?",Every year,Every 2 years,Every 5 years,Every 10 years,b
OIC-047-22-A,"{""question"": ""What is the next step in the screening procedure for congenital hip dislocation?"", ""option_a"": ""Barlow manoeuvre (jerk)"", ""option_b"": ""Ortolani manoeuvre"", ""option_c"": ""Growth spurt at 6 months"", ""option_d"": ""X-ray examination"", ""correct_option"": ""A""}",Positive diagnosis,What is the next step in the screening procedure for congenital hip dislocation?,Barlow manoeuvre (jerk),Ortolani manoeuvre,Growth spurt at 6 months,X-ray examination,a
OIC-075-12-A,"{""question"": ""What is the most important risk factor for tobacco-related cancer cases?"", ""option_a"": ""The amount of nicotine in the tobacco"", ""option_b"": ""The duration of intoxication"", ""option_c"": ""The type of tobacco used"", ""option_d"": ""The age of the smoker"", ""correct_option"": ""B""}",Epidemiology,What is the most important risk factor for tobacco-related cancer cases?,The amount of nicotine in the tobacco,The duration of intoxication,The type of tobacco used,The age of the smoker,b
OIC-233-02-B,"{""question"": ""What is the primary mechanism of mitral insufficiency?"", ""option_a"": ""Type I: closure of the leaflets beyond the plane of the annulus"", ""option_b"": ""Type II: closure of the leaflets beyond the plane of the annulus"", ""option_c"": ""Type III: closure of the leaflets downstream of the plane of the annulus"", ""option_d"": ""Degeneration with calcification and fibrosis of the valve leaflets"", ""correct_option"": ""B""}",,What is the primary mechanism of mitral insufficiency?,Type I: closure of the leaflets beyond the plane of the annulus,Type II: closure of the leaflets beyond the plane of the annulus,Type III: closure of the leaflets downstream of the plane of the annulus,Degeneration with calcification and fibrosis of the valve leaflets,b
OIC-039-04-A,"{""question"": ""What is the primary advantage of ovarian cortex freezing or preservation in female fertility preservation?"", ""option_a"": ""It allows for the preservation of mature oocytes without prior hormonal stimulation."", ""option_b"": ""It enables the use of frozen embryos for patients in couples who so wish, regardless of the phase of the menstrual cycle."", ""option_c"": ""It restores endogenous hormone secretion and fertility, with a proven effectiveness in humans."", ""option_d"": ""It is a non-invasive procedure that can be carried out as an emergency, regardless of the phase of the menstrual cycle."", ""correct_option"": ""C""}",Definition,What is the primary advantage of ovarian cortex freezing or preservation in female fertility preservation?,It allows for the preservation of mature oocytes without prior hormonal stimulation.,"It enables the use of frozen embryos for patients in couples who so wish, regardless of the phase of the menstrual cycle.","It restores endogenous hormone secretion and fertility, with a proven effectiveness in humans.","It is a non-invasive procedure that can be carried out as an emergency, regardless of the phase of the menstrual cycle.",c
OIC-127-03-A,"{""question"": ""What is a potential complication of Benign Prostatic Hypertrophy (BPH) that requires urgent treatment?"", ""option_a"": ""Acute kidney injury"", ""option_b"": ""Urinary tract infection with pyuria and fever"", ""option_c"": ""Haematuria with macroscopic blood in the urine"", ""option_d"": ""Bladder outlet obstruction with urinary retention and clots"", ""correct_option"": ""d""}",Identifying the emergency,What is a potential complication of Benign Prostatic Hypertrophy (BPH) that requires urgent treatment?,Acute kidney injury,Urinary tract infection with pyuria and fever,Haematuria with macroscopic blood in the urine,Bladder outlet obstruction with urinary retention and clots,d
OIC-108-09-A,"{""question"": ""What is the characteristic memory impairment in Alzheimer's disease (AD) in verbal episodic memory tests?"", ""option_a"": ""A collapse in the ability to encode information"", ""option_b"": ""A collapse in the ability to recall words on a delayed basis, with the absence of help from category clues"", ""option_c"": ""A collapse in the ability to encode information and retrieve information with the help of category clues"", ""option_d"": ""No memory impairments, as AD patients have normal verbal episodic memory"", ""correct_option"": ""B""}",,What is the characteristic memory impairment in Alzheimer's disease (AD) in verbal episodic memory tests?,A collapse in the ability to encode information,"A collapse in the ability to recall words on a delayed basis, with the absence of help from category clues",A collapse in the ability to encode information and retrieve information with the help of category clues,"No memory impairments, as AD patients have normal verbal episodic memory",b
OIC-156-01-A,"{""question"": ""What is the definition of osteoarticular infections (OAI)?"", ""option_a"": ""Multiplication of an infectious agent within bone and/or joint tissue, leading to inflammation and damage to surrounding tissues."", ""option_b"": ""Infection of the synovial tissues and periarticular structures, often caused by bacterial multiplication within the joint."", ""option_c"": ""Acute haematogenous form of osteitis, characterized by rapid progression and often occurring in children."", ""option_d"": ""Chronic infection of bone tissue, often caused by bacterial multiplication within the bone marrow."", ""correct_option"": ""A""}",Definition,What is the definition of osteoarticular infections (OAI)?,"Multiplication of an infectious agent within bone and/or joint tissue, leading to inflammation and damage to surrounding tissues.","Infection of the synovial tissues and periarticular structures, often caused by bacterial multiplication within the joint.","Acute haematogenous form of osteitis, characterized by rapid progression and often occurring in children.","Chronic infection of bone tissue, often caused by bacterial multiplication within the bone marrow.",a
OIC-074-02-B,"{""question"": ""According to the health barometer, what percentage of people aged 80 and over had taken psychotropic drugs in France in 2014?"", ""option_a"": ""17%"", ""option_b"": ""25%"", ""option_c"": ""30%"", ""option_d"": ""40%"", ""correct_option"": ""b""}",Epidemiology,"According to the health barometer, what percentage of people aged 80 and over had taken psychotropic drugs in France in 2014?",17%,25%,30%,40%,b
OIC-112-06-A,"{""question"": ""What is the characteristic feature of a bullous lesion?"", ""option_a"": ""A blister or bubble-like structure on the surface of the skin"", ""option_b"": ""A rash that is typically itchy and scaly"", ""option_c"": ""A skin lesion that is usually painful and swollen"", ""option_d"": ""A mole that is typically flat and non-painful"", ""correct_option"": ""A""}",Multimedia content,What is the characteristic feature of a bullous lesion?,A blister or bubble-like structure on the surface of the skin,A rash that is typically itchy and scaly,A skin lesion that is usually painful and swollen,A mole that is typically flat and non-painful,a
OIC-267-07-A,"{""question"": ""What is the main cause of respiratory acidosis?"", ""option_a"": ""Severe COPD"", ""option_b"": ""Inflammatory lung diseases with diaphragmatic myositis"", ""option_c"": ""Obesity"", ""option_d"": ""Pulmonary emphysema"", ""correct_option"": ""A""}",Etiologies,What is the main cause of respiratory acidosis?,Severe COPD,Inflammatory lung diseases with diaphragmatic myositis,Obesity,Pulmonary emphysema,a
OIC-047-06-B,"{""question"": ""At what age should the visual acuity be tested using the object matching method?"", ""option_a"": ""After 1 year"", ""option_b"": ""After 2 1/2 years"", ""option_c"": ""After 4 years"", ""option_d"": ""After 6 years"", ""correct_option"": ""B""}",Positive diagnosis,At what age should the visual acuity be tested using the object matching method?,After 1 year,After 2 1/2 years,After 4 years,After 6 years,b
OIC-247-18-A,"{""question"": ""What is the most frequent cause of death in children with type 1 diabetes?"", ""option_a"": ""Severe hypoglycaemia"", ""option_b"": ""Hyperosmolar coma"", ""option_c"": ""Diabetic ketoacidosis"", ""option_d"": ""Cardiac complications"", ""correct_option"": ""C""}",Identifying emergencies,What is the most frequent cause of death in children with type 1 diabetes?,Severe hypoglycaemia,Hyperosmolar coma,Diabetic ketoacidosis,Cardiac complications,c
OIC-226-12-A,"{""question"": ""In a patient with a history of pulmonary embolism (PE), what type of contraception is contraindicated?"", ""option_a"": ""Any form of hormonal contraception, including the pill and patch"", ""option_b"": ""Only non-hormonal methods of contraception, such as the intrauterine device (IUD) and barrier methods"", ""option_c"": ""Any form of contraception containing oestrogen is contraindicated, including the IUD and hormonal implants"", ""option_d"": ""Only micro-progestogen pills are contraindicated, while other forms of hormonal contraception are acceptable"", ""correct_option"": ""A""}",,"In a patient with a history of pulmonary embolism (PE), what type of contraception is contraindicated?","Any form of hormonal contraception, including the pill and patch","Only non-hormonal methods of contraception, such as the intrauterine device (IUD) and barrier methods","Any form of contraception containing oestrogen is contraindicated, including the IUD and hormonal implants","Only micro-progestogen pills are contraindicated, while other forms of hormonal contraception are acceptable",a
OIC-260-12-A,"{""question"": ""Macroscopic haematuria is a major warning sign that requires hospitalization if there are clinical or biological repercussions such as"", ""option_a"": ""bladder or ureteral clotting, deglobulation, sepsis, and renal failure"", ""option_b"": ""bladder or ureteral clotting, sepsis, and renal failure"", ""option_c"": ""bladder or ureteral clotting, sepsis, and acute urine retention"", ""option_d"": ""bladder or ureteral clotting, sepsis, and hypovolaemia requiring blood replenishment"", ""correct_option"": ""A""}",Identification of the emergency,Macroscopic haematuria is a major warning sign that requires hospitalization if there are clinical or biological repercussions such as,"bladder or ureteral clotting, deglobulation, sepsis, and renal failure","bladder or ureteral clotting, sepsis, and renal failure","bladder or ureteral clotting, sepsis, and acute urine retention","bladder or ureteral clotting, sepsis, and hypovolaemia requiring blood replenishment",a
