id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-086-01-A,"{""question"": ""What is the primary cause of ectropion?"", ""option_a"": ""Relaxation of the cutaneous tissues"", ""option_b"": ""Muscular relaxation"", ""option_c"": ""Inadequate palpebral occlusion"", ""option_d"": ""Relaxation of the levator palpebrae superioris muscle"", ""correct_option"": ""option_a""}",Positive diagnosis,What is the primary cause of ectropion?,Relaxation of the cutaneous tissues,Muscular relaxation,Inadequate palpebral occlusion,Relaxation of the levator palpebrae superioris muscle,option_a
OIC-101-10-A,"{""question"": ""What is the examination of choice for cerebral imaging in central facial paralysis?"", ""option_a"": ""MRI"", ""option_b"": ""CT/MRI"", ""option_c"": ""Cerebral scan"", ""option_d"": ""Cervical CT/MRI with injection"", ""correct_option"": ""option_a""}",Additional examinations,What is the examination of choice for cerebral imaging in central facial paralysis?,MRI,CT/MRI,Cerebral scan,Cervical CT/MRI with injection,option_a
OIC-256-11-A,"{""question"": ""What are the major cardiovascular risk factors for sudden deaths during exercise?"", ""option_a"": ""High blood pressure"", ""option_b"": ""Obesity"", ""option_c"": ""Smoking"", ""option_d"": ""Hypertrophic cardiomyopathy"", ""correct_option"": ""option_a""}",Management,What are the major cardiovascular risk factors for sudden deaths during exercise?,High blood pressure,Obesity,Smoking,Hypertrophic cardiomyopathy,option_a
OIC-100-05-A,"{""question"": ""What is the main cause of recent progressively worsening headache?"", ""option_a"": ""Infectious meningitis and meningoencephalitis"", ""option_b"": ""Isolated headache"", ""option_c"": ""Intracranial hypertension syndromes (HTIC)"", ""option_d"": ""Acute blocked sinusitis"", ""correct_option"": ""option_a""}",Etiologies,What is the main cause of recent progressively worsening headache?,Infectious meningitis and meningoencephalitis,Isolated headache,Intracranial hypertension syndromes (HTIC),Acute blocked sinusitis,option_a
OIC-112-07-B,"{""question"": ""What is the main characteristic of bullous pemphigoid?"", ""option_a"": ""A large, tense blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the arm, in a man with bullous pemphigoid"", ""option_b"": ""A small, itchy blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the arm, in a man with bullous pemphigoid"", ""option_c"": ""A large, tense blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the leg, in a woman with bullous pemphigoid"", ""option_d"": ""A small, itchy blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the leg, in a man with bullous pemphigoid"", ""correct_option"": ""A large, tense blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the arm, in a man with bullous pemphigoid""}",Multimedia content,What is the main characteristic of bullous pemphigoid?,"A large, tense blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the arm, in a man with bullous pemphigoid","A small, itchy blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the arm, in a man with bullous pemphigoid","A large, tense blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the leg, in a woman with bullous pemphigoid","A small, itchy blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the leg, in a man with bullous pemphigoid","a large, tense blister with clear or haemorrhagic content, and round crusts on urticarial skin, located on the arm, in a man with bullous pemphigoid"
OIC-183-06-A,"{""question"": ""What is the purpose of tertiary prevention?"", ""option_a"": ""Prevent the progression of a disease or injury"", ""option_b"": ""Prevent the appearance of deleterious effects in employees exposed to occupational risks"", ""option_c"": ""Prevent the appearance of deleterious effects in employees exposed to occupational risks, but do not aim to detect or treat the pathologies linked to the occupational risk"", ""option_d"": ""Prevent the progression of a disease or injury, but only for employees who have already been diagnosed with an occupational risk"", ""correct_option"": ""option_b""}",Definition,What is the purpose of tertiary prevention?,Prevent the progression of a disease or injury,Prevent the appearance of deleterious effects in employees exposed to occupational risks,"Prevent the appearance of deleterious effects in employees exposed to occupational risks, but do not aim to detect or treat the pathologies linked to the occupational risk","Prevent the progression of a disease or injury, but only for employees who have already been diagnosed with an occupational risk",option_b
OIC-198-23-B,"{""question"": ""What is the typical treatment for an acute attack of hydroxyapatite crystals?"", ""option_a"": ""Rest and NSAIDs"", ""option_b"": ""Oral corticosteroids"", ""option_c"": ""Oral corticosteroids (30 mg per day for 3-5 days)"", ""option_d"": ""Local cortisone injections"", ""correct_option"": ""option_c""}",,What is the typical treatment for an acute attack of hydroxyapatite crystals?,Rest and NSAIDs,Oral corticosteroids,Oral corticosteroids (30 mg per day for 3-5 days),Local cortisone injections,option_c
OIC-109-07-B,"{""question"": ""What is the primary aetiology of psychogenic astasia-abasia?"", ""option_a"": ""Psychogenic astasia-abasia is often associated with a depressive syndrome."", ""option_b"": ""Secondary astasia-abasia is typically caused by apraxia of walking."", ""option_c"": ""Frontal ataxia is a common underlying condition in both psychogenic and secondary astasia-abasia."", ""option_d"": ""Sliding syndrome is a rare but well-documented cause of astasia-abasia."", ""correct_option"": ""option_c""}",Etiologies,What is the primary aetiology of psychogenic astasia-abasia?,Psychogenic astasia-abasia is often associated with a depressive syndrome.,Secondary astasia-abasia is typically caused by apraxia of walking.,Frontal ataxia is a common underlying condition in both psychogenic and secondary astasia-abasia.,Sliding syndrome is a rare but well-documented cause of astasia-abasia.,option_c
OIC-075-31-B,"{""question"": ""What is the main side effect of Bupropion?"", ""option_a"": ""Headaches"", ""option_b"": ""Depression"", ""option_c"": ""Cardiovascular risk"", ""option_d"": ""Nausea"", ""correct_option"": ""option_c""}",Management,What is the main side effect of Bupropion?,Headaches,Depression,Cardiovascular risk,Nausea,option_c
OIC-187-09-A,"{""question"": ""What is the primary characteristic of atopic dermatitis in children?"", ""option_a"": ""It is a chronic condition that typically affects infants."", ""option_b"": ""It is a condition that typically affects adults."", ""option_c"": ""It is a condition that can occur at any age."", ""option_d"": ""It is a condition that is characterized by pruritus and lichenification."", ""correct_option"": ""option_a""}",Positive diagnosis,What is the primary characteristic of atopic dermatitis in children?,It is a chronic condition that typically affects infants.,It is a condition that typically affects adults.,It is a condition that can occur at any age.,It is a condition that is characterized by pruritus and lichenification.,option_a
OIC-030-02-B,"{""question"": ""What is the typical age of onset for the condition described as Acute Respiratory Distress Syndrome (ARDS)?"", ""option_a"": ""Infancy"", ""option_b"": ""Adolescence"", ""option_c"": ""Adulthood"", ""option_d"": ""Older age"", ""correct_option"": ""option_a""}",Diagnosis,What is the typical age of onset for the condition described as Acute Respiratory Distress Syndrome (ARDS)?,Infancy,Adolescence,Adulthood,Older age,option_a
OIC-263-04-B,"{""question"": ""What is the typical presentation of Haemolytic uraemic syndrome (HUS)?"", ""option_a"": ""A) A sudden onset of severe abdominal pain and vomiting"", ""option_b"": ""B) A sudden onset of severe abdominal pain and vomiting followed by a distinctive rash"", ""option_c"": ""C) A sudden onset of severe abdominal pain and vomiting followed by a distinctive rash and a sudden increase in liver enzymes"", ""option_d"": ""D) A sudden onset of severe abdominal pain and vomiting followed by a sudden increase in liver enzymes"", ""correct_option"": ""C""}",Definition,What is the typical presentation of Haemolytic uraemic syndrome (HUS)?,A) A sudden onset of severe abdominal pain and vomiting,B) A sudden onset of severe abdominal pain and vomiting followed by a distinctive rash,C) A sudden onset of severe abdominal pain and vomiting followed by a distinctive rash and a sudden increase in liver enzymes,D) A sudden onset of severe abdominal pain and vomiting followed by a sudden increase in liver enzymes,c
OIC-242-07-B,"{""question"": ""What are the non-specific biological signs of Graves' disease?"", ""option_a"": ""Lower cholesterol and triglyceride levels"", ""option_b"": ""Discreet hyperglycaemia and aggravation of associated diabetes"", ""option_c"": ""Elevated liver enzymes and leukoneutropenia with relative lymphocytosis"", ""option_d"": ""None of the above"", ""correct_option"": ""option_c""}",Positive diagnosis,What are the non-specific biological signs of Graves' disease?,Lower cholesterol and triglyceride levels,Discreet hyperglycaemia and aggravation of associated diabetes,Elevated liver enzymes and leukoneutropenia with relative lymphocytosis,None of the above,option_c
OIC-006-06-A,"{""question"": ""What is the primary purpose of a checklist in the operating theatre?"", ""option_a"": ""To improve patient outcomes"", ""option_b"": ""To reduce errors"", ""option_c"": ""To enhance patient satisfaction"", ""option_d"": ""To increase efficiency"", ""correct_option"": ""option_a""}",Definition,What is the primary purpose of a checklist in the operating theatre?,To improve patient outcomes,To reduce errors,To enhance patient satisfaction,To increase efficiency,option_a
OIC-082-04-A,"{""question"": ""What is the primary function of the photomotor reflex?"", ""option_a"": ""To regulate body temperature"", ""option_b"": ""To aid in the process of sleep"", ""option_c"": ""To facilitate the transmission of visual information"", ""option_d"": ""To enhance cognitive function"", ""correct_option"": ""option_c""}",Multimedia content,What is the primary function of the photomotor reflex?,To regulate body temperature,To aid in the process of sleep,To facilitate the transmission of visual information,To enhance cognitive function,option_c
OIC-049-08-B,"{""question"": ""What is the primary factor that triggers the onset of puberty?"", ""option_a"": ""Genetic factors"", ""option_b"": ""Environmental factors"", ""option_c"": ""Hormonal factors"", ""option_d"": ""Nutritional factors"", ""correct_option"": ""option_c""}",Physiopathology,What is the primary factor that triggers the onset of puberty?,Genetic factors,Environmental factors,Hormonal factors,Nutritional factors,option_c
OIC-086-13-B,"{""question"": ""When is it not uncommon for watery eyes to persist for several weeks in infants?"", ""option_a"": ""At birth"", ""option_b"": ""In the first few days of life"", ""option_c"": ""At the age of 4 months"", ""option_d"": ""Without any medical intervention"", ""correct_option"": ""option_b""}",Epidemiology,When is it not uncommon for watery eyes to persist for several weeks in infants?,At birth,In the first few days of life,At the age of 4 months,Without any medical intervention,option_b
OIC-049-07-B,"{""question"": ""What are the two factors likely to influence the onset of puberty in boys and girls?"", ""option_a"": ""Genetics and environmental factors"", ""option_b"": ""Genetics and hormonal imbalances"", ""option_c"": ""Genetics and nutrition"", ""option_d"": ""Hormonal imbalances and genetics"", ""correct_option"": ""option_a""}",Physiopathology,What are the two factors likely to influence the onset of puberty in boys and girls?,Genetics and environmental factors,Genetics and hormonal imbalances,Genetics and nutrition,Hormonal imbalances and genetics,option_a
OIC-207-11-B,"{""question"": ""What is the most common lesion in infants and young children in the mediastinum?"", ""option_a"": ""Neuroblastoma"", ""option_b"": ""Lymphoma"", ""option_c"": ""Teratoma"", ""option_d"": ""Bronchogenic cyst"", ""correct_option"": ""option_a""}",Positive diagnosis,What is the most common lesion in infants and young children in the mediastinum?,Neuroblastoma,Lymphoma,Teratoma,Bronchogenic cyst,option_a
OIC-047-35-A,"{""question"": ""What is the primary purpose of a health record?"", ""option_a"": ""To identify potential health risks"", ""option_b"": ""To track medication adherence"", ""option_c"": ""To monitor disease progression"", ""option_d"": ""To record personal and family history"", ""correct_option"": ""Growth""}",Definition,What is the primary purpose of a health record?,To identify potential health risks,To track medication adherence,To monitor disease progression,To record personal and family history,growth
OIC-364-11-A,"{""question"": ""What are the two main types of ankle fracture in children?"", ""option_a"": ""Type I or II epiphyseal dislocations"", ""option_b"": ""Type III or IV epiphyseal dislocations"", ""option_c"": ""Type V or VI epiphyseal dislocations"", ""option_d"": ""Type VII or VIII epiphyseal dislocations"", ""correct_option"": ""option_a""}",Positive diagnosis,What are the two main types of ankle fracture in children?,Type I or II epiphyseal dislocations,Type III or IV epiphyseal dislocations,Type V or VI epiphyseal dislocations,Type VII or VIII epiphyseal dislocations,option_a
OIC-188-14-A,"{""question"": ""What is the main occupational aetiology of asthma in children?"", ""option_a"": ""Allergies to dust mites"", ""option_b"": ""Inhalation of tobacco smoke"", ""option_c"": ""Exposure to mold and mildew"", ""option_d"": ""Inhalation of secondhand smoke"", ""correct_option"": ""option_a""}",Etiologies,What is the main occupational aetiology of asthma in children?,Allergies to dust mites,Inhalation of tobacco smoke,Exposure to mold and mildew,Inhalation of secondhand smoke,option_a
OIC-045-20-A,"{""question"": ""What is the estimated prevalence of Fragile X syndrome?"", ""option_a"": ""1/10,000"", ""option_b"": ""1/5,000"", ""option_c"": ""1/8,000"", ""option_d"": ""1/250"", ""correct_option"": ""1/5,000""}",,What is the estimated prevalence of Fragile X syndrome?,"1/10,000","1/5,000","1/8,000",1/250,"1/5,000"
OIC-133-08-A,"{""question"": ""What is the correct option for a guardianship in France?"", ""option_a"": ""Option A: The person appointed to represent the adult in all acts of civil life."", ""option_b"": ""Option B: The person appointed to represent the adult in certain acts of civil life."", ""option_c"": ""Option C: The person who is no longer physically or mentally capable of looking after their own interests."", ""option_d"": ""Option D: The person who is the subject of a guardianship or family power of attorney."", ""correct_option"": ""option_a""}",Taking charge,What is the correct option for a guardianship in France?,Option A: The person appointed to represent the adult in all acts of civil life.,Option B: The person appointed to represent the adult in certain acts of civil life.,Option C: The person who is no longer physically or mentally capable of looking after their own interests.,Option D: The person who is the subject of a guardianship or family power of attorney.,option_a
OIC-020-33-A,"{""question"": ""What is the relationship between the prevalence of a disease in a population and the positive predictive value (PPV) of a test?"", ""option_a"": ""The prevalence of a disease in a population is inversely related to the PPV of a test."", ""option_b"": ""The prevalence of a disease in a population is directly related to the PPV of a test."", ""option_c"": ""The PPV of a test is the same regardless of the prevalence of the disease in the population studied."", ""option_d"": ""The PPV of a test depends on the sensitivity of the test."", ""correct_option"": ""option_a""}",,What is the relationship between the prevalence of a disease in a population and the positive predictive value (PPV) of a test?,The prevalence of a disease in a population is inversely related to the PPV of a test.,The prevalence of a disease in a population is directly related to the PPV of a test.,The PPV of a test is the same regardless of the prevalence of the disease in the population studied.,The PPV of a test depends on the sensitivity of the test.,option_a
OIC-099-10-A,"{""question"": ""Can otalgia be directly linked to a pathology of the outer or middle ear?"", ""option_a"": ""Yes, it can be directly linked to a pathology of the outer or middle ear"", ""option_b"": ""No, it can be directly linked to a pathology of the middle ear"", ""option_c"": ""Yes, it can be directly linked to a pathology of the middle ear"", ""option_d"": ""No, it can be directly linked to a pathology of the outer ear"", ""correct_option"": ""option_a""}",Positive diagnosis,Can otalgia be directly linked to a pathology of the outer or middle ear?,"Yes, it can be directly linked to a pathology of the outer or middle ear","No, it can be directly linked to a pathology of the middle ear","Yes, it can be directly linked to a pathology of the middle ear","No, it can be directly linked to a pathology of the outer ear",option_a
OIC-188-07-B,"{""question"": ""What are the main occupations at risk of occupational asthma?"", ""option_a"": ""Baker, pastry cook (allergen = wheat, flour mite)"", ""option_b"": ""Healthcare professionals (latex, aldehydes, ammoniums)"", ""option_c"": ""Hairdressers (persulfates)"", ""option_d"": ""Painters (isocyanates)"", ""correct_option"": ""option_a""}",Etiologies,What are the main occupations at risk of occupational asthma?,"Baker, pastry cook (allergen = wheat, flour mite)","Healthcare professionals (latex, aldehydes, ammoniums)",Hairdressers (persulfates),Painters (isocyanates),option_a
OIC-082-13-B,"{""question"": ""What is the correct option for a multiple-choice question with four answer options?"", ""option_a"": ""A"", ""option_b"": ""B"", ""option_c"": ""C"", ""option_d"": ""D"", ""correct_option"": ""A""}",Multimedia content,What is the correct option for a multiple-choice question with four answer options?,A,B,C,D,a
OIC-263-08-B,"{""question"": ""What is the most common test used to diagnose renal artery stenosis?"", ""option_a"": ""Renal Artery Doppler"", ""option_b"": ""Spiral Computed Tomography"", ""option_c"": ""Renal Arteriography"", ""option_d"": ""Angio-MRI"", ""correct_option"": ""option_a""}",Positive diagnosis,What is the most common test used to diagnose renal artery stenosis?,Renal Artery Doppler,Spiral Computed Tomography,Renal Arteriography,Angio-MRI,option_a
OIC-027-34-B,"{""question"": ""Quel est le principal facteur de risque pour les enfants n\u00e9s aux mains de la fum\u00e9e de tabac?"", ""option_a"": ""Socio-d\u00e9mographique"", ""option_b"": ""\u00c9pid\u00e9miologique"", ""option_c"": ""Gen\u00e9tique"", ""option_d"": ""Risque li\u00e9 \u00e0 la toxicit\u00e9"", ""correct_option"": ""option_c""}",Physiopathology,Quel est le principal facteur de risque pour les enfants nés aux mains de la fumée de tabac?,Socio-démographique,Épidémiologique,Genétique,Risque lié à la toxicité,option_c
OIC-261-03-B,"{""question"": ""What is the leading cause of nephrotic syndrome in children?"", ""option_a"": ""IgA nephropathy"", ""option_b"": ""Nephrotic syndrome with minimal glomerular lesions (SNLGM)"", ""option_c"": ""Diabetic nephropathy"", ""option_d"": ""Lupus nephropathy"", ""correct_option"": ""option_b""}",Epidemiology,What is the leading cause of nephrotic syndrome in children?,IgA nephropathy,Nephrotic syndrome with minimal glomerular lesions (SNLGM),Diabetic nephropathy,Lupus nephropathy,option_b
OIC-032-08-B,"{""question"": ""What is the approximate incidence of cleft lip and palate?"", ""option_a"": ""1/1000"", ""option_b"": ""1/500"", ""option_c"": ""1/2000"", ""option_d"": ""1/3000"", ""correct_option"": ""1/2000""}",Positive diagnosis,What is the approximate incidence of cleft lip and palate?,1/1000,1/500,1/2000,1/3000,1/2000
OIC-233-08-B,"{""question"": ""What is the typical age limit for mitral valve replacement?"", ""option_a"": ""65 years"", ""option_b"": ""70 years"", ""option_c"": ""75 years"", ""option_d"": ""80 years"", ""correct_option"": ""65 years""}",,What is the typical age limit for mitral valve replacement?,65 years,70 years,75 years,80 years,65 years
OIC-075-16-A,"{""question"": ""What is the trend in the number of smokers in the United States in 2018?"", ""option_a"": ""The proportion of smokers fell by 10%."", ""option_b"": ""The proportion of smokers increased by 5%."", ""option_c"": ""The proportion of smokers remained stable."", ""option_d"": ""The proportion of smokers increased by 20%."", ""correct_option"": ""option_a""}",Epidemiology,What is the trend in the number of smokers in the United States in 2018?,The proportion of smokers fell by 10%.,The proportion of smokers increased by 5%.,The proportion of smokers remained stable.,The proportion of smokers increased by 20%.,option_a
OIC-217-04-A,"{""question"": ""What is the most common age group that presents with mononucleosis syndrome?"", ""option_a"": ""Children"", ""option_b"": ""Young adults"", ""option_c"": ""Older adults"", ""option_d"": ""Infants"", ""correct_option"": ""option_a""}",Positive diagnosis,What is the most common age group that presents with mononucleosis syndrome?,Children,Young adults,Older adults,Infants,option_a
OIC-045-14-A,"{""question"": ""What is the typical age range in which cystic fibrosis is most often diagnosed?"", ""option_a"": ""First few weeks of life"", ""option_b"": ""Adolescence or adulthood"", ""option_c"": ""Later in adolescence or adulthood"", ""option_d"": ""After a positive sweat test"", ""correct_option"": ""option_a""}",Positive diagnosis,What is the typical age range in which cystic fibrosis is most often diagnosed?,First few weeks of life,Adolescence or adulthood,Later in adolescence or adulthood,After a positive sweat test,option_a
OIC-188-19-A,"{""question"": ""What is the primary objective of background asthma treatment?"", ""option_a"": ""To achieve optimal lung function"", ""option_b"": ""To increase the patient's tolerance to the medication"", ""option_c"": ""To monitor the patient's adherence to the treatment plan"", ""option_d"": ""To reduce the risk of asthma attacks"", ""correct_option"": ""option_c""}",,What is the primary objective of background asthma treatment?,To achieve optimal lung function,To increase the patient's tolerance to the medication,To monitor the patient's adherence to the treatment plan,To reduce the risk of asthma attacks,option_c
OIC-328-03-B,"{""question"": ""What is the main type of reimbursement for medical devices in hospitals?"", ""option_a"": ""Reimbursement by the hospital stay charge (GHS)"", ""option_b"": ""Reimbursement by the LPPR tariff"", ""option_c"": ""Reimbursement by a general practitioner"", ""option_d"": ""Reimbursement by a physiotherapist"", ""correct_option"": ""option_b""}",Management,What is the main type of reimbursement for medical devices in hospitals?,Reimbursement by the hospital stay charge (GHS),Reimbursement by the LPPR tariff,Reimbursement by a general practitioner,Reimbursement by a physiotherapist,option_b
OIC-217-05-A,"{""question"": ""What is the primary infectious cause of mononucleosis syndrome?"", ""option_a"": ""Epstein Barr virus (EBV)"", ""option_b"": ""Cytomegalovirus (CMV)"", ""option_c"": ""Human Immunodeficiency Virus (HIV)"", ""option_d"": ""Toxoplasmosis"", ""correct_option"": ""option_a""}",Etiologies,What is the primary infectious cause of mononucleosis syndrome?,Epstein Barr virus (EBV),Cytomegalovirus (CMV),Human Immunodeficiency Virus (HIV),Toxoplasmosis,option_a
OIC-208-11-B,"{""question"": ""What is the primary indication for long-term oxygen therapy (LTO) in stable obstructive chronic kidney disease?"", ""option_a"": ""Polycythemia, pulmonary hypertension"", ""option_b"": ""Haematocrit > 55%"", ""option_c"": ""Nocturnal arterial saturations (mean nocturnal SpO<sub>2</sub> \u2264 88%)"", ""option_d"": ""Right ventricular adequacy (clinical or echocardiographic or via catheterisation)"", ""correct_option"": ""option_b""}",,What is the primary indication for long-term oxygen therapy (LTO) in stable obstructive chronic kidney disease?,"Polycythemia, pulmonary hypertension",Haematocrit > 55%,Nocturnal arterial saturations (mean nocturnal SpO<sub>2</sub> ≤ 88%),Right ventricular adequacy (clinical or echocardiographic or via catheterisation),option_b
OIC-283-05-A,"{""question"": ""What is the primary difference between constipation and fecal impaction?"", ""option_a"": ""Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum."", ""option_b"": ""Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum due to a lack of faecal peristalsis."", ""option_c"": ""Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum due to a lack of rectal motility."", ""option_d"": ""Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum due to a lack of anal sphincter function."", ""correct_option"": ""Constipation is a condition where the rectum is unable to move the stool to the anus""}",Positive diagnosis,What is the primary difference between constipation and fecal impaction?,"Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum.","Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum due to a lack of faecal peristalsis.","Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum due to a lack of rectal motility.","Constipation is a condition where the rectum is unable to move the stool to the anus, while fecal impaction is caused by the accumulation of faeces in the rectum due to a lack of anal sphincter function.",constipation is a condition where the rectum is unable to move the stool to the anus
OIC-207-03-A,"{""question"": ""What is the typical presentation of a left pleural fluid effusion in children and adults?"", ""option_a"": ""A large, unilateral pleural effusion with a clear boundary and no signs of pleurisy."", ""option_b"": ""A small, unilateral pleural effusion with a convex internal border and a concave line above and medially (Damoiseau's line) obliterating the diaphragmatic dome and the edge of the heart."", ""option_c"": ""A partitioned pleural fluid effusion with a convex internal border and a concave line above and medially (Damoiseau's line) obliterating the diaphragmatic dome and the edge of the heart."", ""option_d"": ""A large, unilateral pleural effusion with a clear boundary and signs of pleurisy, such as complete opacity of the hemithorax and mediastinal displacement towards the opposite side."", ""correct_option"": ""option_b""}",Positive diagnosis,What is the typical presentation of a left pleural fluid effusion in children and adults?,"A large, unilateral pleural effusion with a clear boundary and no signs of pleurisy.","A small, unilateral pleural effusion with a convex internal border and a concave line above and medially (Damoiseau's line) obliterating the diaphragmatic dome and the edge of the heart.",A partitioned pleural fluid effusion with a convex internal border and a concave line above and medially (Damoiseau's line) obliterating the diaphragmatic dome and the edge of the heart.,"A large, unilateral pleural effusion with a clear boundary and signs of pleurisy, such as complete opacity of the hemithorax and mediastinal displacement towards the opposite side.",option_b
OIC-102-13-B,"{""question"": ""What is the most common cause of monocular diplopia?"", ""option_a"": ""Corneal diffraction of light rays"", ""option_b"": ""Traumatic iridodialysis"", ""option_c"": ""Crystalline nuclear cataract"", ""option_d"": ""Corneal scarring following keratitis or trauma"", ""correct_option"": ""option_a""}",Positive diagnosis,What is the most common cause of monocular diplopia?,Corneal diffraction of light rays,Traumatic iridodialysis,Crystalline nuclear cataract,Corneal scarring following keratitis or trauma,option_a
OIC-188-18-B,"{""question"": ""What is the purpose of a dedicated website with videos demonstrating treatments available to patients and carers?"", ""option_a"": ""To provide information on the side effects of inhalers"", ""option_b"": ""To assist in the diagnosis of respiratory diseases"", ""option_c"": ""To educate patients on the importance of proper inhaler technique"", ""option_d"": ""To store inhaler prescriptions"", ""correct_option"": ""option_c""}",Management,What is the purpose of a dedicated website with videos demonstrating treatments available to patients and carers?,To provide information on the side effects of inhalers,To assist in the diagnosis of respiratory diseases,To educate patients on the importance of proper inhaler technique,To store inhaler prescriptions,option_c
OIC-024-10-B,"{""question"": ""What is the primary indication to perform a urinary albumin/creatinine ratio test in a pregnant woman with gestational hypertension?"", ""option_a"": ""Pre-eclampsia"", ""option_b"": ""Hypertension with proteinuria"", ""option_c"": ""Other"", ""option_d"": ""Umbilical artery Doppler analysis"", ""correct_option"": ""option_b""}",Additional examinations,What is the primary indication to perform a urinary albumin/creatinine ratio test in a pregnant woman with gestational hypertension?,Pre-eclampsia,Hypertension with proteinuria,Other,Umbilical artery Doppler analysis,option_b
OIC-208-02-A,"{""question"": ""What is the primary indicator of obstructive Chronic Kidney Disease (CKD)?"", ""option_a"": ""A dry cough"", ""option_b"": ""Exertional dyspnoea"", ""option_c"": ""Wheezing, ronchi, a decrease in vesicular murmur (in the case of associated emphysema)"", ""option_d"": ""Tele-inspiratory crackles"", ""correct_option"": ""option_c""}",Positive diagnosis,What is the primary indicator of obstructive Chronic Kidney Disease (CKD)?,A dry cough,Exertional dyspnoea,"Wheezing, ronchi, a decrease in vesicular murmur (in the case of associated emphysema)",Tele-inspiratory crackles,option_c
OIC-102-10-A,"{""question"": ""When diplopia occurs, know the clinical arguments in favour of myasthenia gravis."", ""option_a"": ""The first sign of myasthenia gravis is diplopia."", ""option_b"": ""Diplopia is a symptom of myasthenia gravis."", ""option_c"": ""The clinical argument in favour of myasthenia gravis is that it often progresses in a 'variable' manner."", ""option_d"": ""Diagnosis of myasthenia gravis is based on the presence of anti-acetylcholine receptor antibodies."", ""correct_option"": ""option_c""}",Positive diagnosis,"When diplopia occurs, know the clinical arguments in favour of myasthenia gravis.",The first sign of myasthenia gravis is diplopia.,Diplopia is a symptom of myasthenia gravis.,The clinical argument in favour of myasthenia gravis is that it often progresses in a 'variable' manner.,Diagnosis of myasthenia gravis is based on the presence of anti-acetylcholine receptor antibodies.,option_c
OIC-265-07-A,"{""question"": ""What is the definition of simple renal colic?"", ""option_a"": ""A sudden, severe pain in the flank area that can be caused by a kidney stone."", ""option_b"": ""A condition where the kidneys are damaged and can only be treated with surgery."", ""option_c"": ""A type of kidney disease that causes the kidneys to produce too much urine."", ""option_d"": ""A condition where the kidneys are affected by a viral infection."", ""correct_option"": ""option_a""}",Positive diagnosis,What is the definition of simple renal colic?,"A sudden, severe pain in the flank area that can be caused by a kidney stone.",A condition where the kidneys are damaged and can only be treated with surgery.,A type of kidney disease that causes the kidneys to produce too much urine.,A condition where the kidneys are affected by a viral infection.,option_a
OIC-162-11-B,"{""question"": ""What are the common signs of an upper genital infection in women?"", ""option_a"": ""Fever, pelvic pain, metrorrhagia"", ""option_b"": ""Fever, pelvic pain, leucorrhoea"", ""option_c"": ""Fever, endometritis, pelvic pain"", ""option_d"": ""Fever, endometritis, metrorrhagia"", ""correct_option"": ""option_a""}",Positive diagnosis,What are the common signs of an upper genital infection in women?,"Fever, pelvic pain, metrorrhagia","Fever, pelvic pain, leucorrhoea","Fever, endometritis, pelvic pain","Fever, endometritis, metrorrhagia",option_a
OIC-186-10-B,"{""question"": ""What is the primary method used to diagnose a reaction following a hymenoptera sting?"", ""option_a"": ""History"", ""option_b"": ""Type of reaction and chronology of symptoms"", ""option_c"": ""Skin tests: intradermal tests (IDR)"", ""option_d"": ""Biological tests: venom-specific IgE assay"", ""correct_option"": ""o identification of the insect by the subject, whether or not there is still a stinger in place""}",Positive diagnosis,What is the primary method used to diagnose a reaction following a hymenoptera sting?,History,Type of reaction and chronology of symptoms,Skin tests: intradermal tests (IDR),Biological tests: venom-specific IgE assay,"o identification of the insect by the subject, whether or not there is still a stinger in place"
