id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-290-08-A,"{'question': 'What was the leading cause of cancer deaths in mainland France in 2017?', 'option_a': 'Breast cancer', 'option_b': 'Lung cancer', 'option_c': 'Prostate cancer', 'option_d': 'Colorectal cancer', 'correct_option': 'B'}",Epidemiology,What was the leading cause of cancer deaths in mainland France in 2017?,Breast cancer,Lung cancer,Prostate cancer,Colorectal cancer,b
OIC-290-12-B,"{'question': 'What percentage of cancers are estimated to be attributable to genetic predisposition?', 'option_a': '5-10%', 'option_b': '15-20%', 'option_c': '25-30%', 'option_d': '35-40%', 'correct_option': 'A'}",Etiologies,What percentage of cancers are estimated to be attributable to genetic predisposition?,5-10%,15-20%,25-30%,35-40%,a
OIC-290-20-A,"{'question': 'What is the primary goal of tertiary prevention?', 'option_a': 'To reduce the incidence of a disease in a healthy population.', 'option_b': 'To detect and treat a disease at its earliest stage.', 'option_c': 'To reduce the progression and complications of an established disease.', 'option_d': 'To prevent over-medicalization and propose acceptable care procedures.', 'correct_option': 'C'}",Definition,What is the primary goal of tertiary prevention?,To reduce the incidence of a disease in a healthy population.,To detect and treat a disease at its earliest stage.,To reduce the progression and complications of an established disease.,To prevent over-medicalization and propose acceptable care procedures.,c
OIC-290-01-B,"{'question': 'What is the primary method used to estimate cancer incidence rates?', 'option_a': 'Direct observation of all cancer cases', 'option_b': 'Statistical modeling', 'option_c': 'Surveys of cancer patients', 'option_d': 'Analysis of genetic data', 'correct_option': 'B'}",Epidemiology,What is the primary method used to estimate cancer incidence rates?,Direct observation of all cancer cases,Statistical modeling,Surveys of cancer patients,Analysis of genetic data,b
OIC-290-19-A,"{'question': 'Which of the following is the leading preventable risk factor for cancer?', 'option_a': 'Alcohol consumption', 'option_b': 'Tobacco use', 'option_c': 'Unbalanced diet', 'option_d': 'Sedentary lifestyle', 'correct_option': 'B'}",Etiologies,Which of the following is the leading preventable risk factor for cancer?,Alcohol consumption,Tobacco use,Unbalanced diet,Sedentary lifestyle,b
OIC-290-22-A,"{'question': 'What is the primary goal of cancer screening in the context of prevention?', 'option_a': 'To treat cancer at an advanced stage', 'option_b': 'To detect cancer early before symptoms appear', 'option_c': 'To prevent cancer from ever developing', 'option_d': 'To eliminate all risk factors for cancer', 'correct_option': 'B'}",Definition,What is the primary goal of cancer screening in the context of prevention?,To treat cancer at an advanced stage,To detect cancer early before symptoms appear,To prevent cancer from ever developing,To eliminate all risk factors for cancer,b
OIC-290-28-A,"{'question': 'At what age is HPV-HR testing recommended for cervical cancer screening in women, according to the guidelines?', 'option_a': '25 to 29 years old', 'option_b': '30 to 65 years old', 'option_c': 'Under 25 years old', 'option_d': 'Over 65 years old', 'correct_option': 'B'}",,"At what age is HPV-HR testing recommended for cervical cancer screening in women, according to the guidelines?",25 to 29 years old,30 to 65 years old,Under 25 years old,Over 65 years old,b
OIC-290-17-A,"{'question': 'What is the primary risk factor for lung cancer according to the given content?', 'option_a': 'Active or passive smoking', 'option_b': 'Exposure to asbestos', 'option_c': 'Inhaled cannabis', 'option_d': 'Previous radiotherapy to the chest', 'correct_option': 'A'}",Etiologies,What is the primary risk factor for lung cancer according to the given content?,Active or passive smoking,Exposure to asbestos,Inhaled cannabis,Previous radiotherapy to the chest,a
OIC-290-27-A,"{'question': 'What is the screening recommendation for individuals at average risk for colorectal cancer?', 'option_a': 'Annual colonoscopy', 'option_b': 'Immunological test for occult blood every two years', 'option_c': 'Genetic testing and chromocoloscopy', 'option_d': 'Consultation with a gastroenterologist every year', 'correct_option': 'B'}",Definition,What is the screening recommendation for individuals at average risk for colorectal cancer?,Annual colonoscopy,Immunological test for occult blood every two years,Genetic testing and chromocoloscopy,Consultation with a gastroenterologist every year,b
OIC-290-23-A,"{'question': 'What is the primary prevention method for squamous cell cervical cancer?', 'option_a': 'HPV vaccination', 'option_b': 'Regular Pap smears', 'option_c': 'Antibiotic treatment', 'option_d': 'Use of antiviral medication', 'correct_option': 'A'}",,What is the primary prevention method for squamous cell cervical cancer?,HPV vaccination,Regular Pap smears,Antibiotic treatment,Use of antiviral medication,a
OIC-290-02-B,"{'question': ""What coding system is used for cancer incidence data in the Francim network's database?"", 'option_a': 'ICD-O3', 'option_b': 'ICD-10', 'option_c': 'ICD-9', 'option_d': 'ICD-8', 'correct_option': 'A'}",Epidemiology,What coding system is used for cancer incidence data in the Francim network's database?,ICD-O3,ICD-10,ICD-9,ICD-8,a
OIC-290-03-A,"{'question': 'What is a primary reason for the increase in cancer cases in France between 1980 and 2012?', 'option_a': 'Improved cancer detection methods', 'option_b': 'Growth and aging of the population', 'option_c': 'Rise in pollution levels', 'option_d': 'Increased consumption of processed foods', 'correct_option': 'B'}",Epidemiology,What is a primary reason for the increase in cancer cases in France between 1980 and 2012?,Improved cancer detection methods,Growth and aging of the population,Rise in pollution levels,Increased consumption of processed foods,b
OIC-290-05-A,"{'question': 'What was the mortality rate of breast cancer among women in France in 2017?', 'option_a': '94.7 per 100,000 women', 'option_b': '14.6 per 100,000 women', 'option_c': '59,000 per 100,000 women', 'option_d': '12,000 per 100,000 women', 'correct_option': 'B'}",,What was the mortality rate of breast cancer among women in France in 2017?,"94.7 per 100,000 women","14.6 per 100,000 women","59,000 per 100,000 women","12,000 per 100,000 women",b
OIC-290-24-A,"{'question': 'What is the primary goal of secondary prevention in cancer care?', 'option_a': 'Prevent the onset of the disease by addressing risk factors.', 'option_b': 'Detect the disease at an early stage before symptoms appear.', 'option_c': 'Address chronic effects of disease treatment and prevent functional disability.', 'option_d': 'Identify and limit the risk of over-medicalization and invasive procedures.', 'correct_option': 'B'}",,What is the primary goal of secondary prevention in cancer care?,Prevent the onset of the disease by addressing risk factors.,Detect the disease at an early stage before symptoms appear.,Address chronic effects of disease treatment and prevent functional disability.,Identify and limit the risk of over-medicalization and invasive procedures.,b
OIC-290-25-A,"{'question': 'Which of the following is a characteristic that justifies the introduction of a screening program?', 'option_a': 'The program must be profitable for healthcare providers.', 'option_b': 'The screening test should be popular among the public.', 'option_c': 'The effectiveness of the screening program must be scientifically proven.', 'option_d': 'The program should only target individuals at high risk.', 'correct_option': 'C'}",Definition,Which of the following is a characteristic that justifies the introduction of a screening program?,The program must be profitable for healthcare providers.,The screening test should be popular among the public.,The effectiveness of the screening program must be scientifically proven.,The program should only target individuals at high risk.,c
OIC-290-10-A,"{'question': 'What is the most significant preventable risk factor for cancer according to the provided data?', 'option_a': 'Tobacco', 'option_b': 'Alcohol', 'option_c': 'Unbalanced diet', 'option_d': 'UV radiation', 'correct_option': 'A'}",Etiologies,What is the most significant preventable risk factor for cancer according to the provided data?,Tobacco,Alcohol,Unbalanced diet,UV radiation,a
OIC-290-14-A,"{'question': 'Which of the following is considered a high-impact risk factor for colorectal cancer?', 'option_a': 'Diet', 'option_b': 'Age', 'option_c': 'Low fiber intake', 'option_d': 'Physical inactivity', 'correct_option': 'b'}",Etiologies,Which of the following is considered a high-impact risk factor for colorectal cancer?,Diet,Age,Low fiber intake,Physical inactivity,b
OIC-290-07-A,"{'question': 'What is the rank of colorectal cancer in terms of incidence and mortality in metropolitan France?', 'option_a': '3rd in incidence and 2nd in mortality', 'option_b': '2nd in incidence and 3rd in mortality', 'option_c': '1st in incidence and 2nd in mortality', 'option_d': '3rd in incidence and 1st in mortality', 'correct_option': 'A'}",Epidemiology,What is the rank of colorectal cancer in terms of incidence and mortality in metropolitan France?,3rd in incidence and 2nd in mortality,2nd in incidence and 3rd in mortality,1st in incidence and 2nd in mortality,3rd in incidence and 1st in mortality,a
OIC-362-06-A,"{'question': 'Which clinical sign is most indicative of an acute infection following prosthesis surgery?', 'option_a': 'Recurrent healing issues', 'option_b': 'Septic shock', 'option_c': 'Prosthesis loosening', 'option_d': 'Normal CRP levels', 'correct_option': 'B'}",Management,Which clinical sign is most indicative of an acute infection following prosthesis surgery?,Recurrent healing issues,Septic shock,Prosthesis loosening,Normal CRP levels,b
OIC-362-03-B,"{'question': 'What is the primary treatment approach for infection of osteosynthesis material?', 'option_a': 'Immediate broad-spectrum antibiotic therapy', 'option_b': 'Surgical removal of osteosynthesis material', 'option_c': 'Physical therapy to reduce inflammation', 'option_d': 'Application of topical antiseptics', 'correct_option': 'B'}",Management,What is the primary treatment approach for infection of osteosynthesis material?,Immediate broad-spectrum antibiotic therapy,Surgical removal of osteosynthesis material,Physical therapy to reduce inflammation,Application of topical antiseptics,b
OIC-362-01-A,"{'question': 'What is the primary advantage of closed-focus osteosynthesis?', 'option_a': 'It allows for faster surgical procedures.', 'option_b': 'It preserves the initial fracture hematoma, aiding healing.', 'option_c': 'It requires less surgical expertise.', 'option_d': 'It eliminates the need for external fixators.', 'correct_option': 'B'}",Definition,What is the primary advantage of closed-focus osteosynthesis?,It allows for faster surgical procedures.,"It preserves the initial fracture hematoma, aiding healing.",It requires less surgical expertise.,It eliminates the need for external fixators.,b
OIC-362-02-B,"{'question': 'What is the primary difference between direct Haversian remodelling and consolidation by endochondral and membranous ossification?', 'option_a': 'Direct Haversian remodelling involves bone callus formation.', 'option_b': 'Endochondral ossification occurs without any bone callus formation.', 'option_c': 'Direct Haversian remodelling requires strict immobilization of the fracture.', 'option_d': 'Endochondral ossification is faster than direct Haversian remodelling.', 'correct_option': 'C'}",Pathophysiological elements,What is the primary difference between direct Haversian remodelling and consolidation by endochondral and membranous ossification?,Direct Haversian remodelling involves bone callus formation.,Endochondral ossification occurs without any bone callus formation.,Direct Haversian remodelling requires strict immobilization of the fracture.,Endochondral ossification is faster than direct Haversian remodelling.,c
OIC-362-04-A,"{'question': 'Which clinical symptom is most indicative of an acute infection after osteosynthesis?', 'option_a': 'Fever and redness', 'option_b': 'Preserved pulses', 'option_c': 'Systematic neurological examination', 'option_d': 'Pain and deformity', 'correct_option': 'A'}",Identification of the emergency,Which clinical symptom is most indicative of an acute infection after osteosynthesis?,Fever and redness,Preserved pulses,Systematic neurological examination,Pain and deformity,a
OIC-362-05-B,"{'question': 'What is the primary clinical symptom of prosthesis loosening?', 'option_a': 'Mechanical pain', 'option_b': 'Fever and redness', 'option_c': 'Purulent discharge', 'option_d': 'Loss of contact between implants', 'correct_option': 'A'}",Management,What is the primary clinical symptom of prosthesis loosening?,Mechanical pain,Fever and redness,Purulent discharge,Loss of contact between implants,a
OIC-020-12-B,"{'question': 'What is the effect of increasing the sample size (N) on the power of a statistical test?', 'option_a': 'Power decreases', 'option_b': 'Power remains unchanged', 'option_c': 'Power increases', 'option_d': 'Power becomes zero', 'correct_option': 'C'}",Definition,What is the effect of increasing the sample size (N) on the power of a statistical test?,Power decreases,Power remains unchanged,Power increases,Power becomes zero,c
OIC-020-26-A,"{'question': 'What is a key characteristic of systematic error (bias) in research studies?', 'option_a': 'It decreases with an increase in sample size.', 'option_b': 'It is dependent on chance and sampling fluctuation.', 'option_c': 'It is independent of sample size and can invalidate study results.', 'option_d': 'It primarily affects the precision of estimates.', 'correct_option': 'C'}",Definition,What is a key characteristic of systematic error (bias) in research studies?,It decreases with an increase in sample size.,It is dependent on chance and sampling fluctuation.,It is independent of sample size and can invalidate study results.,It primarily affects the precision of estimates.,c
OIC-020-22-A,"{'question': 'Which measure of association is used to compare the probability of an event occurring between two groups and is always positive?', 'option_a': 'Odds Ratio (OR)', 'option_b': 'Difference in Means', 'option_c': 'Hazard Ratio (HR)', 'option_d': 'Coefficient of Determination (r²)', 'correct_option': 'a'}",Definition,Which measure of association is used to compare the probability of an event occurring between two groups and is always positive?,Odds Ratio (OR),Difference in Means,Hazard Ratio (HR),Coefficient of Determination (r²),a
OIC-020-03-A,"{'question': 'What is the primary role of the Comité de Protection des Personnes (CPP) in clinical research regulation?', 'option_a': 'To provide funding for the research', 'option_b': 'To ensure compliance with legal conditions and evaluate ethical aspects', 'option_c': 'To manage and initiate research projects', 'option_d': 'To collect data from research participants', 'correct_option': 'B'}",Definition,What is the primary role of the Comité de Protection des Personnes (CPP) in clinical research regulation?,To provide funding for the research,To ensure compliance with legal conditions and evaluate ethical aspects,To manage and initiate research projects,To collect data from research participants,b
OIC-020-27-B,"{'question': 'What is a key characteristic of non-differential classification bias?', 'option_a': 'It results in a loss of external validity.', 'option_b': 'It occurs when classification errors differ between groups.', 'option_c': 'It underestimates the association, bringing RR or OR closer to 1.', 'option_d': 'It can favor the alternative hypothesis.', 'correct_option': 'C'}",Definition,What is a key characteristic of non-differential classification bias?,It results in a loss of external validity.,It occurs when classification errors differ between groups.,"It underestimates the association, bringing RR or OR closer to 1.",It can favor the alternative hypothesis.,c
OIC-020-19-B,"{'question': 'What is a key characteristic of a nested case-control study?', 'option_a': 'Cases and controls are selected randomly from the entire population.', 'option_b': 'The study involves a control group determined by drawing lots.', 'option_c': 'Cases and controls are selected from an already established cohort.', 'option_d': 'The study compares aggregated data from different regions.', 'correct_option': 'C'}",Definition,What is a key characteristic of a nested case-control study?,Cases and controls are selected randomly from the entire population.,The study involves a control group determined by drawing lots.,Cases and controls are selected from an already established cohort.,The study compares aggregated data from different regions.,c
OIC-020-14-B,"{'question': 'What is the primary purpose of adjustment in statistical analysis?', 'option_a': 'To increase the sample size for more accurate results.', 'option_b': 'To account for confounding factors affecting the study.', 'option_c': 'To simplify the data by removing irrelevant variables.', 'option_d': 'To ensure all variables have the same level of significance.', 'correct_option': 'B'}",Definition,What is the primary purpose of adjustment in statistical analysis?,To increase the sample size for more accurate results.,To account for confounding factors affecting the study.,To simplify the data by removing irrelevant variables.,To ensure all variables have the same level of significance.,b
OIC-020-13-B,"{'question': 'What does the Kaplan-Meier method estimate in survival analysis?', 'option_a': 'The average time until event occurrence', 'option_b': 'The probability of survival at each time t', 'option_c': 'The exact time of event occurrence for each subject', 'option_d': 'The total number of events in a study', 'correct_option': 'B'}",Definition,What does the Kaplan-Meier method estimate in survival analysis?,The average time until event occurrence,The probability of survival at each time t,The exact time of event occurrence for each subject,The total number of events in a study,b
OIC-020-18-A,"{'question': 'Which type of observational study is best suited for estimating the prevalence of a health phenomenon at a specific point in time?', 'option_a': 'Cohort Study', 'option_b': 'Case-Control Study', 'option_c': 'Cross-Sectional Study', 'option_d': 'Exposed/Unexposed Study', 'correct_option': 'C'}",Definition,Which type of observational study is best suited for estimating the prevalence of a health phenomenon at a specific point in time?,Cohort Study,Case-Control Study,Cross-Sectional Study,Exposed/Unexposed Study,c
OIC-020-10-B,"{'question': 'What is a random variable in the context of probability models?', 'option_a': 'A fixed number used to predict outcomes.', 'option_b': 'A function assigning numbers to possible outcomes.', 'option_c': 'An unknown phenomenon with unpredictable outcomes.', 'option_d': 'A law describing probabilities for all events.', 'correct_option': 'B'}",Definition,What is a random variable in the context of probability models?,A fixed number used to predict outcomes.,A function assigning numbers to possible outcomes.,An unknown phenomenon with unpredictable outcomes.,A law describing probabilities for all events.,b
OIC-020-16-A,"{'question': 'What is an exposure factor in an experimental study?', 'option_a': 'A health determinant influencing population health', 'option_b': 'The intervention to which participants are exposed', 'option_c': 'A factor associated with a higher probability of a health phenomenon', 'option_d': 'A prognostic factor in a health outcome', 'correct_option': 'B'}",Definition,What is an exposure factor in an experimental study?,A health determinant influencing population health,The intervention to which participants are exposed,A factor associated with a higher probability of a health phenomenon,A prognostic factor in a health outcome,b
OIC-020-02-A,"{'question': 'What is the primary purpose of a protocol in health research methodology?', 'option_a': 'To allow flexible changes during the study', 'option_b': 'To define a single primary objective and detailed research plan', 'option_c': 'To ensure the study has multiple primary endpoints', 'option_d': 'To describe the results of the study in detail', 'correct_option': 'B'}",Definition,What is the primary purpose of a protocol in health research methodology?,To allow flexible changes during the study,To define a single primary objective and detailed research plan,To ensure the study has multiple primary endpoints,To describe the results of the study in detail,b
OIC-020-24-A,"{'question': 'Which factor increases the power of a study when it is increased?', 'option_a': 'Sample size (N)', 'option_b': 'Variance of observations', 'option_c': 'Two-tailed test', 'option_d': 'Alpha risk', 'correct_option': 'A'}",Definition,Which factor increases the power of a study when it is increased?,Sample size (N),Variance of observations,Two-tailed test,Alpha risk,a
OIC-020-20-A,"{'question': 'What does the incidence rate measure in epidemiological studies?', 'option_a': 'The total number of cases present in a population at a given time.', 'option_b': 'The probability of a disease occurring in a population over a period.', 'option_c': 'The number of new cases in a population during a specific period per person-time.', 'option_d': 'The proportion of individuals who have recovered from a disease.', 'correct_option': 'C'}",Definition,What does the incidence rate measure in epidemiological studies?,The total number of cases present in a population at a given time.,The probability of a disease occurring in a population over a period.,The number of new cases in a population during a specific period per person-time.,The proportion of individuals who have recovered from a disease.,c
OIC-020-25-A,"{'question': 'What is the primary factor determining the sample size in descriptive studies?', 'option_a': 'The desired precision of the estimated parameter.', 'option_b': 'The effect size and variability of the endpoint.', 'option_c': 'The power of the study.', 'option_d': 'The risk of 2nd beta species.', 'correct_option': 'A'}",Definition,What is the primary factor determining the sample size in descriptive studies?,The desired precision of the estimated parameter.,The effect size and variability of the endpoint.,The power of the study.,The risk of 2nd beta species.,a
OIC-020-07-B,"{'question': 'Which sampling method involves dividing the source population into sub-populations and randomly selecting individuals from each sub-population?', 'option_a': 'Simple random sampling', 'option_b': 'Stratified survey', 'option_c': 'Cluster sampling', 'option_d': 'Quota method', 'correct_option': 'B'}",Definition,Which sampling method involves dividing the source population into sub-populations and randomly selecting individuals from each sub-population?,Simple random sampling,Stratified survey,Cluster sampling,Quota method,b
OIC-020-32-B,"{'question': 'What is a key characteristic of predatory journals?', 'option_a': 'They guarantee scientific integrity.', 'option_b': 'They require peer-reviewing before publication.', 'option_c': 'They publish manuscripts without evaluation.', 'option_d': ""They are listed on Sorbonne University's non-predatory list."", 'correct_option': 'C'}",Definition,What is a key characteristic of predatory journals?,They guarantee scientific integrity.,They require peer-reviewing before publication.,They publish manuscripts without evaluation.,They are listed on Sorbonne University's non-predatory list.,c
OIC-020-09-B,"{'question': 'What is the primary endpoint in health research methodology?', 'option_a': 'A measure supporting secondary objectives', 'option_b': 'The most clinically relevant criterion, if feasible', 'option_c': 'A composite criterion composed of multiple events', 'option_d': 'The result of a diagnostic test being evaluated', 'correct_option': 'b'}",Definition,What is the primary endpoint in health research methodology?,A measure supporting secondary objectives,"The most clinically relevant criterion, if feasible",A composite criterion composed of multiple events,The result of a diagnostic test being evaluated,b
OIC-020-29-A,"{'question': 'What does a p-value less than the alpha level indicate in a statistical test?', 'option_a': 'The observed difference is due to random chance.', 'option_b': 'The result is statistically significant.', 'option_c': 'The confidence interval includes the true parameter value.', 'option_d': 'The test has a higher risk of Type II error.', 'correct_option': 'B'}",Definition,What does a p-value less than the alpha level indicate in a statistical test?,The observed difference is due to random chance.,The result is statistically significant.,The confidence interval includes the true parameter value.,The test has a higher risk of Type II error.,b
OIC-020-05-B,"{'question': 'What is the primary purpose of formulating a research hypothesis in a study?', 'option_a': 'To estimate the number of subjects required', 'option_b': 'To establish the hierarchy of research objectives', 'option_c': 'To outline the expected effect size', 'option_d': ""To define the study's methodology"", 'correct_option': 'c'}",Definition,What is the primary purpose of formulating a research hypothesis in a study?,To estimate the number of subjects required,To establish the hierarchy of research objectives,To outline the expected effect size,To define the study's methodology,c
OIC-020-11-B,"{'question': ""Which of the following best describes the concept of 'variance' in statistical analysis?"", 'option_a': 'The most frequently found value in a dataset.', 'option_b': 'The value that divides the dataset into two equal parts.', 'option_c': 'The average of the squares of the deviations from the mean.', 'option_d': 'The difference between the maximum and minimum values.', 'correct_option': 'C'}",Definition,Which of the following best describes the concept of 'variance' in statistical analysis?,The most frequently found value in a dataset.,The value that divides the dataset into two equal parts.,The average of the squares of the deviations from the mean.,The difference between the maximum and minimum values.,c
OIC-020-28-B,"{'question': 'What is the main difference between an interaction factor and a confounding factor in health research?', 'option_a': 'An interaction factor affects the exposure, while a confounding factor affects the outcome.', 'option_b': 'An interaction factor modifies the association between exposure and outcome, while a confounding factor can create or mask an association.', 'option_c': 'An interaction factor is always statistically significant, while a confounding factor is not.', 'option_d': 'An interaction factor is used in stratified analysis, while a confounding factor is not.', 'correct_option': 'B'}",Definition,What is the main difference between an interaction factor and a confounding factor in health research?,"An interaction factor affects the exposure, while a confounding factor affects the outcome.","An interaction factor modifies the association between exposure and outcome, while a confounding factor can create or mask an association.","An interaction factor is always statistically significant, while a confounding factor is not.","An interaction factor is used in stratified analysis, while a confounding factor is not.",b
OIC-020-15-B,"{'question': 'What is the primary reason health data is subject to special legal protections?', 'option_a': 'Health data is expensive to collect and analyze.', 'option_b': 'Health data is often inaccurate and needs verification.', 'option_c': 'Health data is considered sensitive personal information.', 'option_d': 'Health data is primarily used for commercial purposes.', 'correct_option': 'C'}",,What is the primary reason health data is subject to special legal protections?,Health data is expensive to collect and analyze.,Health data is often inaccurate and needs verification.,Health data is considered sensitive personal information.,Health data is primarily used for commercial purposes.,c
OIC-020-23-A,"{'question': 'Which statement accurately describes the calculation of Relative Risk (RR) and Odds Ratio (OR) in health research?', 'option_a': 'RR can be estimated from any study design, including case-control studies.', 'option_b': 'OR is only meaningful when the health outcome is common in the population.', 'option_c': 'RR is the ratio of illness probability in exposed vs. non-exposed groups.', 'option_d': 'OR cannot be interpreted as RR under any circumstances.', 'correct_option': 'C'}",Definition,Which statement accurately describes the calculation of Relative Risk (RR) and Odds Ratio (OR) in health research?,"RR can be estimated from any study design, including case-control studies.",OR is only meaningful when the health outcome is common in the population.,RR is the ratio of illness probability in exposed vs. non-exposed groups.,OR cannot be interpreted as RR under any circumstances.,c
OIC-020-33-A,"{'question': 'What is the purpose of the Fagan nomogram in health research methodology?', 'option_a': 'To calculate the prevalence of a disease in a population.', 'option_b': 'To determine the sensitivity and specificity of a test.', 'option_c': 'To visually represent the relationship between pre-test probability, likelihood ratios, and post-test probability.', 'option_d': 'To assess the positive and negative predictive values of a test.', 'correct_option': 'C'}",,What is the purpose of the Fagan nomogram in health research methodology?,To calculate the prevalence of a disease in a population.,To determine the sensitivity and specificity of a test.,"To visually represent the relationship between pre-test probability, likelihood ratios, and post-test probability.",To assess the positive and negative predictive values of a test.,c
OIC-020-17-A,"{'question': 'What is the primary purpose of defining a target population in health research?', 'option_a': 'To identify individuals for the study', 'option_b': 'To extrapolate study results to a broader group', 'option_c': 'To ensure the sample is representative', 'option_d': 'To improve internal validity', 'correct_option': 'B'}",Definition,What is the primary purpose of defining a target population in health research?,To identify individuals for the study,To extrapolate study results to a broader group,To ensure the sample is representative,To improve internal validity,b
OIC-020-30-A,"{'question': 'Which of the following study types provides the highest level of scientific evidence for establishing causality according to the classification by the Haute Autorité de Santé?', 'option_a': 'Case-control studies', 'option_b': 'High-powered randomized controlled trials', 'option_c': 'Cohort studies', 'option_d': 'Descriptive epidemiological studies', 'correct_option': 'B'}",,Which of the following study types provides the highest level of scientific evidence for establishing causality according to the classification by the Haute Autorité de Santé?,Case-control studies,High-powered randomized controlled trials,Cohort studies,Descriptive epidemiological studies,b
OIC-020-01-A,"{'question': ""What is the role of the 'Programming' level in the organisation of health research in France?"", 'option_a': 'Defining major strategic orientations and allocating macroscopic resources.', 'option_b': 'Allocating resources through general and specific agencies.', 'option_c': 'Managing laboratories and organising research at universities.', 'option_d': 'Conducting all studies to develop biological or medical knowledge.', 'correct_option': 'B'}",Definition,What is the role of the 'Programming' level in the organisation of health research in France?,Defining major strategic orientations and allocating macroscopic resources.,Allocating resources through general and specific agencies.,Managing laboratories and organising research at universities.,Conducting all studies to develop biological or medical knowledge.,b
OIC-020-31-B,"{'question': ""Which of the following best describes the 'Exposome'?"", 'option_a': 'All the DNA sequences of an individual.', 'option_b': 'All the environmental factors to which an individual is exposed during their life.', 'option_c': 'All the proteins synthesized in a sample.', 'option_d': 'All the observable characteristics of an individual.', 'correct_option': 'B'}",Definition,Which of the following best describes the 'Exposome'?,All the DNA sequences of an individual.,All the environmental factors to which an individual is exposed during their life.,All the proteins synthesized in a sample.,All the observable characteristics of an individual.,b
OIC-020-21-B,"{'question': 'What is the purpose of standardizing frequency measures in health research?', 'option_a': 'To eliminate all health disparities between populations.', 'option_b': 'To ensure populations have identical health outcomes.', 'option_c': 'To compare frequency measurements from populations with different age and sex structures.', 'option_d': 'To increase the incidence rate in the studied population.', 'correct_option': 'C'}",Definition,What is the purpose of standardizing frequency measures in health research?,To eliminate all health disparities between populations.,To ensure populations have identical health outcomes.,To compare frequency measurements from populations with different age and sex structures.,To increase the incidence rate in the studied population.,c
OIC-020-04-B,"{'question': 'Which factor is NOT typically used to justify a research problem in health research methodology?', 'option_a': 'Epidemiological factors like frequency and severity', 'option_b': 'Plausible pathophysiological hypotheses', 'option_c': 'Personal opinions of the researcher', 'option_d': 'Contradictory results from previous studies', 'correct_option': 'C'}",Definition,Which factor is NOT typically used to justify a research problem in health research methodology?,Epidemiological factors like frequency and severity,Plausible pathophysiological hypotheses,Personal opinions of the researcher,Contradictory results from previous studies,c
OIC-020-08-B,"{'question': 'Which of the following is a source of continuous recording data in epidemiological surveillance systems?', 'option_a': 'Ad hoc study based on interviews', 'option_b': 'Sentinelles Network', 'option_c': ""Relatives' interviews"", 'option_d': 'Medical records consultation', 'correct_option': 'B'}",,Which of the following is a source of continuous recording data in epidemiological surveillance systems?,Ad hoc study based on interviews,Sentinelles Network,Relatives' interviews,Medical records consultation,b
OIC-020-06-B,"{'question': 'What is the main aim of explanatory studies in health research methodology?', 'option_a': 'To describe the distribution of health events', 'option_b': 'To identify associations between risk factors and health phenomena', 'option_c': 'To evaluate the performance of diagnostic tests', 'option_d': 'To establish causal links through experimental interventions', 'correct_option': 'B'}",Definition,What is the main aim of explanatory studies in health research methodology?,To describe the distribution of health events,To identify associations between risk factors and health phenomena,To evaluate the performance of diagnostic tests,To establish causal links through experimental interventions,b
OIC-001-10-A,"{'question': 'What is the primary goal of a therapeutic alliance in a doctor-patient relationship?', 'option_a': ""To ensure the doctor maintains authority over the patient's decisions."", 'option_b': 'To enable the patient to play an active role in their own health.', 'option_c': 'To provide a platform for the doctor to announce serious illnesses.', 'option_d': ""To personalize medical care solely based on the doctor's expertise."", 'correct_option': 'B'}",Definition,What is the primary goal of a therapeutic alliance in a doctor-patient relationship?,To ensure the doctor maintains authority over the patient's decisions.,To enable the patient to play an active role in their own health.,To provide a platform for the doctor to announce serious illnesses.,To personalize medical care solely based on the doctor's expertise.,b
OIC-001-06-A,"{'question': 'What plays a crucial role in shaping the information given to a patient?', 'option_a': 'Only verbal communication', 'option_b': ""The patient's medical history"", 'option_c': 'Verbal and non-verbal communication, and contextual factors', 'option_d': ""The doctor's personal beliefs"", 'correct_option': 'C'}",Definition,What plays a crucial role in shaping the information given to a patient?,Only verbal communication,The patient's medical history,"Verbal and non-verbal communication, and contextual factors",The doctor's personal beliefs,c
OIC-001-05-A,"{'question': 'What is a key aspect of the doctor-patient relationship regarding disease representation?', 'option_a': 'Doctors and patients always have the same understanding of an illness.', 'option_b': ""The patient's understanding of their illness may differ from the doctor's."", 'option_c': ""Only doctors' representations of illness have psychosocial consequences."", 'option_d': ""Patients' representations are strictly biomedical."", 'correct_option': 'B'}",Definition,What is a key aspect of the doctor-patient relationship regarding disease representation?,Doctors and patients always have the same understanding of an illness.,The patient's understanding of their illness may differ from the doctor's.,Only doctors' representations of illness have psychosocial consequences.,Patients' representations are strictly biomedical.,b
OIC-001-14-A,"{'question': 'Which communication skill involves repeating what a patient has said to ensure understanding and make the patient feel heard?', 'option_a': 'Open Questions', 'option_b': 'Respecting Silences', 'option_c': 'Closed Questions', 'option_d': 'Reformulations', 'correct_option': 'D'}",Management,Which communication skill involves repeating what a patient has said to ensure understanding and make the patient feel heard?,Open Questions,Respecting Silences,Closed Questions,Reformulations,d
