id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-179-09-A,,What triggers a report of CFTI to be made to the ARS?,When an individual reports symptoms to a healthcare provider.,After the diagnosis has been confirmed through investigation and documentation.,"When clustered cases are identified that match the definition of CFTI, regardless of hygiene measures.","During an outbreak, when the number of cases exceeds a certain threshold.",c
OIC-179-06-A,Definition,What is an example of a non-food allergen?,Chicken eggs,Histamine syndrome linked to poorly preserved fish,Macromycetes (e.g. mushrooms),Bisphenol A in food plastics,b
OIC-030-01-B,Diagnosis,What is the primary indication for initiating antibiotic therapy in newborns at risk of early bacterial neonatal infection (INBP)?,General signs: fever > 38.0°C or hypothermia < 36.0°C,Maternal colonization with group B streptococcus (GBS),"Spontaneous and unexplained prematurity ≤ 37 SA, regardless of vaginal swab result",Digestive signs: refusal to drink or vomiting,a
OIC-030-04-B,Diagnosis,What is the definition of prematurity?,Birth after 39 weeks' amenorrhea,Birth before 37 weeks' amenorrhea and weighing at least 500g,Birth after 40 weeks' amenorrhea with a gestational age of 38 weeks or more,Birth after 42 weeks' amenorrhea,b
OIC-030-02-B,Diagnosis,What are the key symptoms of respiratory distress in newborns?,Polypnoea alone,Cyanosis and/or low oxygen saturation without struggling signs,"Polypnoea, flapping of wings of nose, thoraco-abdominal rocking, intercostal traction, xyphoid funneling, and expiratory whimpering",Only chest X-ray abnormalities,f
OIC-030-03-B,Diagnosis,What is a characteristic feature of intrauterine growth retardation (IUGR) in terms of its timing?,It occurs frequently throughout the entire pregnancy.,"It tends to occur early, often in the second trimester, and is associated with severe growth restriction.",It typically occurs late in the third trimester and is only diagnosed at birth.,IUGR can be present throughout all three trimesters but most cases are identified by the end of it.,b
OIC-121-05-B,,What type of legal protection measure assists a person with a disability in carrying out civil life acts?,Curatorship,Guardianship,Safeguard of justice measure,Representation by a family member,a
OIC-121-03-B,Management,What are the three main methods that enable patients to develop skills to limit the consequences of their mental disorder?,Cognitive remediation only,Psychotherapies and cognitive remediation,"Therapeutic education, psychotherapies, and social support",Only therapeutic education,c
OIC-121-02-B,,What is the primary goal of mental health care?,To cure all mental illnesses.,To help people recover and develop skills for independent living.,To solely focus on medication treatment.,To improve only emotional well-being.,b
OIC-121-01-A,Definition,"What type of disability is characterized by a psychiatric disorder leading to alteration in cognitive abilities or biases, and interfering with social relations or daily activities?",Intellectual disability,Psychological disability (SD-269),Mental health issue,Developmental disorder,b
OIC-121-04-B,Taking charge,What type of housing assistance may be provided for individuals with psychological disabilities who are unable to live independently?,Home visits and household help,Therapeutic or community flats,Employment training programs,Medical treatment and hospitalization,b
OIC-020-12-B,Definition,A study aims to determine whether there is a significant difference between two treatment groups. Which of the following statements best describes the alternative hypothesis in this context?,The effect of treatment A is equal to the effect of treatment B.,There is no real difference between the effects of treatment A and treatment B.,The effect of treatment A is greater than or less than the effect of treatment B.,The effect of treatment A has no impact on health outcomes.,c
OIC-020-26-A,Definition,What is the relationship between sample size and random error?,"The smaller the sample size, the more precise the estimates.",Random error decreases with increasing sample size,There is no direct relationship between sample size and random error,Sample size has no impact on random error,b
OIC-020-22-A,Definition,"In a randomized controlled trial comparing the 5-year risk of cardiovascular events between a group treated with an anticholesterolaemic agent and a placebo group for primary prevention, what does the Relative Risk (RR) indicate?",The number of subjects needed to treat to avoid a cardiovascular event.,The odds ratio of being ill depending on exposure.,The ratio of instantaneous risks of event occurrence between exposed and unexposed.,The proportion of variability explained by the exposure variable.,c
OIC-020-03-A,Definition,What category of research conducted on human beings is exempt from the Jardé Law and CPP authorization?,Interventional Research,Non-interventional Research,Category 1 Category 2 categorization is not required for this type of study,Experimental studies,b
OIC-020-27-B,Definition,What type of bias occurs when a patient's selection differs between groups due to factors like loss to follow-up or withdrawal of consent?,Non-differential,Differential classification bias,Selection differential bias,Nondifferential selection bias,c
OIC-020-19-B,Definition,Which type of study uses a cohort that has already been established to select cases and controls for a case-control study?,Nested Case-Control Study,Case-Cohort Study,Quasi-Experimental Study,Study on Grouped (Aggregated) Data,a
OIC-020-14-B,Definition,What does an adjusted measure of association represent?,The effect of exposure on the phenomenon without confounding factors,"The impact of exposure, taking account of all other things being equal",A measure of gross association without adjustment for confounders,The average effect of exposure across different populations,b
OIC-020-13-B,Definition,What does 'censored' mean in the context of survival data?,Events that have not been observed during follow-up,Survival times that are equal to the time until the event occurs,Probability of experiencing an event at a given time point,Instantaneous risk of the event occurring over time,a
OIC-020-18-A,Definition,What is a key characteristic of observational studies compared to experimental studies?,The researcher controls for exposure factors.,The researcher modifies the exposure factors to study their effect.,"There is no modification of exposure factors, and the outcomes are observed over time.",No data is collected about the subjects before the study begins.,c
OIC-020-10-B,Definition,What are the main characteristics of probability models?,Their value can be predicted with certainty.,Probabilities are associated with discrete outcomes only.,Possible outcomes are unknown and unpredictable.,Probabilities can be determined through observation over a large series.,d
OIC-020-16-A,Definition,"In an analytical study, what is referred to as a risk factor?",A direct cause of the health phenomenon under study,The factor associated with a higher probability (statistical and non-causal definition) of the presence or occurrence of the health phenomenon under study,A factor that influences the state of health of populations,An intervention to which participants are exposed in an experimental manner,b
OIC-020-02-A,Definition,What is the primary purpose of a protocol in clinical research?,To modify research methodology during the course of the study,To acquire new knowledge in the field of health,"To produce a reliable, valid, and relevant primary result while meeting a single primary objective",To justify any modification to the protocol after data collection has begun,c
OIC-020-24-A,Definition,What parameter most affects the power of a study?,Increasing sample size,Decreasing variability in observations,Increasing alpha risk,Increasing the difference to be detected,b
OIC-020-20-A,Definition,Which measure is most relevant for understanding how common a disease is in a population at a given time?,Risk,Prevalence,Incidence Rate,Probability of recovery,b
OIC-020-25-A,Definition,What determines the minimum number of subjects required in a study?,a priori,after data collection,"based on prior knowledge and alpha confidence level, but not statistical parameters or clinical parameters",determined solely by funding sources,c
OIC-020-07-B,Definition,What does 'exhaustive recruitment' mean in sampling methods?,Recruiting all individuals from a sample as quickly as possible.,Randomly selecting participants from the entire population without any specific criteria.,"Including all individuals in the source population who meet certain conditions, such as age or gender.",Only recruiting individuals who are easily accessible.,c
OIC-020-32-B,Definition,What is the primary purpose of peer-reviewing in the publication process?,To charge researchers a fee for publishing,To evaluate and validate the quality and scientific integrity of manuscripts,To grant researchers fast-track access to journal articles,To make journals available only through subscription,b
OIC-020-09-B,Definition,What is the primary purpose of isolating data in a study?,To evaluate the performance of diagnostic tests,To identify factors that could confound the relationship between exposure and endpoint,To determine the clinical significance of the primary endpoint,To assess the representativeness of the sample included in the study,c
OIC-020-29-A,Definition,What does a p-value represent in a statistical test?,The probability that there is no difference between groups.,"The probability of observing a difference at least as large, if the null hypothesis is true.","The risk of falsely concluding that there is a difference, accepted a priori.",A measure of how precise the estimate of a parameter is.,b
OIC-020-05-B,Definition,What does a research hypothesis primarily describe?,The purpose of a study,"Expected outcomes in terms of effect size, necessary for estimating study power and determining sample size",Research objectives that are divided into primary and secondary goals,The process of conducting a health research project,b
OIC-020-11-B,Definition,What does the mode represent in a dataset?,The average of all values,The most frequently found value(s),The median of the dataset,The range of the dataset,b
OIC-020-28-B,Definition,What type of analysis is performed to account for an interaction factor?,A stratified analysis,The introduction of a confounding term into a multivariate model,The introduction of an interaction term into a multivariate model,The elimination of an interaction variable from the study,c
OIC-020-15-B,,What is a key consideration when handling health data?,It can be shared publicly without restriction.,Health data is personal and subject to special protection under the law.,"It is not considered sensitive, so no regulations apply.",Data can only be used for research purposes by institutions.,b
OIC-020-23-A,Definition,What type of study can estimate both Relative Risk (RR) and Odds Ratio (OR)?,Randomized Controlled Trials or Exposed/Unexposed Cohort Study,Case-Control Studies or Prospective Cohort Studies,Only Randomized Controlled Trials,Neither Case-Control nor Cohort Studies,a
OIC-020-33-A,,Which property of a test is independent of the prevalence of the disease in the population studied?,Positive Predictive Value (PPV),Negative Predictive Value (NPV),Sensitivity,Specificity,c
OIC-020-17-A,Definition,What is the primary purpose of selecting a source population?,To gather data from a specific group for personal use,To represent the target population and ensure generalizability of results,To conduct a preliminary study before designing a full-scale project,To only include participants who are familiar with the research topic,b
OIC-020-30-A,,What does the Bradford Hill Causality Criteria emphasize?,The necessity of using randomized controlled trials to prove causality.,That a statistical association is sufficient for determining causality.,That an effect can be multi-causal and therefore specificity of the relationship is not essential for causality,That only observational studies can discuss plausibility of causality in light of the Bradford Hill criteria,c
OIC-020-01-A,Definition,What is the primary focus of health research?,To identify new treatments for diseases,To develop policies to improve public health outcomes,To extend scientific understanding of human beings and develop actions likely to improve health,To provide financial support for medical projects,c
OIC-020-31-B,Definition,What does the term 'Exposome' refer to?,The DNA sequence of an individual.,All observable characteristics of an individual.,All environmental factors to which a person is exposed during their lifetime.,All metabolic products synthesized in a sample.,c
OIC-020-21-B,Definition,"What does ""standardization"" enable in comparisons between populations?",Comparing incidence rates without adjusting for differences in age and sex structure,Enabling direct comparisons between any two populations without modifications,Allowing for comparisons of frequency measurements from populations with different age and sex structures,"Only comparing outcomes related to specific health problems, not overall frequencies.",c
OIC-020-04-B,Definition,What is one useful argument for defining a research problem?,The number of previous studies on the topic,The profitability of the research,A plausible pathophysiological hypothesis,The researcher's own interest in the study,c
OIC-020-08-B,,Where can health research data be collected from?,Only through surveys and interviews with individuals.,"From existing epidemiological surveillance systems and continuous recording sources, such as morbidity registers, compulsory declarations, sentinel networks, and vital statistics.",From a single large-scale study that collects data on all patients in a specific geographic area.,From hospital records alone.,b
OIC-020-06-B,Definition,What must be precisely defined when choosing a study methodology?,The research population only.,"The outcome criterion(s), exposure factor(s), and target population.",The results to be obtained only.,The hypothesis being tested only.,b
OIC-162-16-B,,What is recommended for managing STIs?,Offering a single treatment for each type of STI,"Identifying infected partner(s), offering screening, diagnosis, and probabilistic treatment, and emphasizing recontamination risks through education",Using condoms only to prevent transmission,Administering antibiotics to every patient with a suspected STI,b
OIC-162-05-A,Etiologies,Which of the following diseases is NOT typically associated with painful superficial ulcers?,Syphilitic chancre,Chancroid,Herpes,Donovanosis,a
OIC-162-08-A,Positive diagnosis,What is a common clinical sign of prostatitis in males?,Urethral discharge,Micturitional burning sensation,Acute urethritis,Chronic prostatodigital gland enlargement,b
OIC-162-34-B,Management,Which of the following is a recommended treatment for uncomplicated Chlamydia trachomatis infection?,Doxycycline 200mg for 5 days,Azithromycin 1g single dose,Ceftriaxone 1000mg single dose,Metronidazole 2g single dose,b
OIC-162-21-B,,How is gonorrhea typically treated?,Ceftriaxone 1g single dose,Doxycycline 100mg daily for 10 days,Metronidazole 500mg every 8 hours orally for 14 days,Azithromycin 500mg orally on the first day and 250mg twice a day for 7 days,b
OIC-162-27-A,Additional tests,What is the time frame during which Treponemal Tests (TT) are likely to be positive?,7th day and onwards,10th day,Until death due to tertiary syphilis,Lifetime after infection,a
OIC-162-35-A,,What is a common long-term consequence of HGI in women?,Early menopause,Tubal infertility,Ectopic pregnancy,Uterine cancer,b
OIC-162-28-A,,What is the recommended treatment for an HIV+ patient with primary or secondary syphilis?,Doxycycline for 21 days,Benzathine penicillin G single dose IM 2.4 million units,Acupuncture to boost the immune system,IV antibiotics for 3 months,b
OIC-162-32-B,Etiologies,What is the primary aetiology of Trichomoniasis?,Trichinella spiralis,Bacillus anthracis,Trichomonas vaginalis,Hymenolepis nana,c
OIC-162-36-B,Positive diagnosis,What is a potential concern when evaluating STIs in young girls?,Falsely accusing parents due to lack of knowledge about STIs,Sexual abuse may be suspected and require cautious questioning and examination,Most STIs only affect post-menopausal women,All the above are correct,b
OIC-162-22-A,,What is the recommended preventive measure for all STIs?,Treponemal test,HIV serology,Using condom during sexual relations and getting vaccinated against HPV and hepatitis B,Urinary or genital PCR only,c
OIC-162-12-A,Etiologies,What is a characteristic clinical symptom of gonococcal infection in women?,"Abundant, greenish, foamy, and foul-smelling leucorrhoea",Whitish or yellowish leucorrhoea,"White, caseous leucorrhoea",Grey discharge with little smell,a
OIC-162-18-A,,What is the recommended treatment duration for probabilistic gonococcal and chlamydial infection?,30 days,7 days,14 days,10 days,b
OIC-162-29-B,,What is the recommended treatment for late secondary syphilis?,Benzathine penicillin G single dose IM 2.4 million units,Doxycycline for 28 days,Doxycycline for 14 days and benzathine penicillin G every other day,Tetracycline antibiotic orally daily,a
OIC-162-13-B,Etiologies,What is a common cause of upper genital infections in women with venereal origin?,Streptococcus,Enterococci,Trichomoniasis,Mycoplasma genitalium,f
OIC-162-10-A,Positive diagnosis,A 25-year-old woman presents with symptoms of vulvovaginitis. Which of the following is a common clinical sign?,Tenderness to palpation,Swollen and painful testicles,"A white, cottage cheese-like vaginal discharge",Itching around the anus,a
OIC-162-33-B,,What is the primary method for diagnosing Trichomoniasis?,PCR from urethral discharge,Direct examination of posterior vaginal cul-de-sac,Biological smear of urethra,Serology testing,b
OIC-162-01-A,Etiologies,Which of the following is a common symptom of uncomplicated gonococcal infection in men?,Asymptomatic,"Urethritis, anorectitis, oropharyngitis and cervicitis","Balanoposthitis, cervicovaginitis, and vulvovaginitis",Syphilitic roseola and satellite adenopathy,b
OIC-162-20-A,,What is the recommended treatment for chlamydia?,Doxycycline orally 200 mg for 14 days,Erythromycin or ofloxacin,Azithromycin 1 g single dose with a risk of resistance to other micro-organisms,Metronidazole orally 2 g single dose,b
OIC-162-25-B,Positive diagnosis,What is a characteristic symptom of Syphilitic Roseola?,"Painful, itchy rash on the palms and soles",Pinkish macules on the trunk with no other functional symptoms,Highly contagious and feverish rash on the face,Hypersensitivity reaction to penicillin,b
OIC-162-14-B,Positive diagnosis,"In patients with gonococcal infection, what is a common extra-genital manifestation?",Pharyngitis,Anorectal bleeding,Syphilitic Roseola,Acute or subacute reactive polyarthritis,d
OIC-162-15-A,Additional examinations,What type of examination should be carried out when a woman presents with a lower female infection?,"CRP, CBC, samples taken with a speculum for direct examination",Surgical or radioguided samples if complicated infection for culture and PCR,"Systematic culture for gonococcus, urethral discharge, vaginal self-sampling","PCR, HIV, HBV test",a
OIC-162-02-B,Epidemiology,Which statement best describes the peak incidence age range for Chlamydia?,Women aged 20-34 and men aged 15-19,Women aged 15-34 and men aged 20-39,Men aged 30-44 and women aged 25-35,Children under 10,b
OIC-162-30-A,Positive diagnosis,What is another name for Condylomata Acuminata?,Cockroach's Ridges,Cocksucker's Ridges,Flat Wart,Genital Wart,b
OIC-162-17-B,Additional tests,What is typically sampled in the event of an upper genital infection in women?,CRP and CBC,Blood samples only,"Direct examination, standard culture, and PCR for Neisseria gonorrhoeae and Chlamydia trachomatis",Chest X-ray and ECG,c
OIC-162-09-B,Etiologies,What is a common cause of urethritis in men that is NOT sexually transmitted?,Gonorrhoea,Trichomoniasis,Infectious bacteria such as E. coli,HPV,c
OIC-162-19-A,,How is condyloma diagnosed in women?,Performing a urinalysis,"Doing an FCV or HPV-HR test, possibly followed by colposcopy and biopsy",Conducting a chest X-ray,Receiving a blood test,b
OIC-162-03-A,,What is the primary way to protect individuals from contracting STIs?,Adequate rest and nutrition,Responsible sexual practices and vaccination for HPV,Identifying contaminated partners through serology tests,PrEP treatment before engaging in high-risk behaviors,b
OIC-162-23-A,Positive diagnosis,How long does the primary stage of syphilis typically last?,Less than 7 days,21 days (variable duration),More than 1 year,"Indefinite, as it can be asymptomatic in some cases.",b
OIC-162-11-B,Positive diagnosis,What clinical sign is most specific to Endometritis in women?,"Pelvic pain, metrorrhagia and leucorrhoea",High fever,Pain on vaginal touch,Discharge from the cervical os,c
OIC-162-04-A,,"When identifying an infected or contaminating partner(s), what test should be considered for Neisseria gonorrhoeae?",HIV serology,Treponemal test,Urinary or genital PCR,Pharyngeal and anal PCR,c
OIC-162-31-B,,What is the primary purpose of HPV-related treatments listed in the 'Curative Treatments' section?,To treat all types of genital warts,Only to treat severe cases of genital warts,To eliminate risk of acquiring HPV,To treat symptoms only,a
OIC-162-24-B,Positive diagnosis,What is the definition of late latent syphilis?,Clinical signs are present and serology test is negative.,Absence of clinical signs and a positive serology test with a contact date over one year.,Presence of clinical signs despite a presumed long-term infection.,Only neurosyphilis occurs during late latent syphilis.,b
OIC-157-18-B,,What is a key step in monitoring the progress of bacteremia/fungemia under treatment?,Only check for secondary lesions,"Review antibiogram, dosage, routes of administration, and spread to infected sites",Check for complications such as healthcare-associated infections,Only conduct daily searches for other secondary lesions,b
OIC-157-14-A,,What is a key feature of Front Door Treatment?,Reducing side effects,Providing antibiotics alone,Removing foreign material when present,Treating secondary locations separately,c
OIC-157-03-A,Positive diagnosis,"In cases of fever, sepsis, or septic shock, management is primarily guided by:",Blood culture results after 48 hours,Clinical data and secondary site searches,Physical examination alone,Imaging studies before blood cultures are taken,b
OIC-157-15-B,Management,When should surgical or radio-interventional control of the infectious source be sought?,In cases where antibiotics are effective in treating the infection.,"During abdominal emergencies, such as peritonitis and bile duct obstruction, to remove the source of infection.",Only when other treatments have failed or if the patient is a surgical candidate.,In all cases where there are signs of sepsis or organ dysfunction.,b
OIC-157-02-B,,What percentage of patients with bacteremia/fungemia present with serious pathology?,5%,10-20%,25%,50%,b
OIC-157-08-A,,When can antibiotic therapy be initiated before taking a blood culture?,"In cases of purpura fulminans, patients with septic shock, or bacterial meningitis where sampling delays treatment.",For all adults and children presenting with suspected infection.,If the patient is already on antibiotic therapy.,When the blood culture results are available.,a
OIC-157-05-B,Etiologies,What is the primary route of entry for Candidemia?,Digestive mucosal lesions,IV drug addiction,Vascular catheter,Abdominal surgery,c
OIC-157-11-A,Additional tests,What does a procalcitonin level of less than 0.25 ng/ml indicate in the context of bacteremia/fungemia?,It confirms that an infection is present,"There is no evidence of infection, and treatment can be discontinued","Infection is present, but sepsis is unlikely",Bacteremia/fungemia is highly likely,b
OIC-157-10-B,Complementary examinations,What additional test is recommended for patients with Streptococcus pneumoniae bacteremia?,Systematic echocardiography,Chest X-ray with lumbar puncture,Abdominal imaging,Fundus examination,b
OIC-157-01-A,Definition,What does 'Bacteremia' refer to?,Presence of fungi in the blood,Presence of bacteria in the blood detectable in a blood culture bottle,Infection of the urinary tract that spreads through the bloodstream,Presence of viruses in the body,f
OIC-157-04-A,Etiologies,What is the most common infectious agent causing community-acquired bacteremia in adults and children?,Staphylococcus aureus,Escherichia coli,Group B streptococcus,Neisseria meningitidis,a
OIC-157-13-A,,What is the recommended treatment for Meningococcus?,Vancomycin,Penicillin A (amoxicillin),Imidazole,3rd generation cephalosporin,d
OIC-157-09-A,,What is the indication for taking a blood culture?,Fever without any clinical symptoms or signs of poor peripheral perfusion,"Endocarditis suspected, even without fever",Blood cultures are required at the time of a fever peak or when shivering,Blood cultures do not need to be taken for patients with a history of asplenia,b
OIC-157-07-A,Etiologies,What percentage of the general population are healthy carriers of Staphylococcus aureus?,10%,30%,50%,70%,b
OIC-157-17-B,Management,What is a key factor in identifying the risk of resistant infectious agents in healthcare-associated infections?,History of chronic hemodialysis,Length of hospital stay alone increases risk of infection with methicillin-resistant Staphylococcus aureus,Presence of implanted equipment is a significant factor,Duration and spectrum of prior antibiotic therapy,d
OIC-157-06-B,Etiologies,What percentage of catheter-related infections in adults and children are caused by Gram-negative bacilli (such as enterobacteria or Pseudomonas aeruginosa)?,10 to 40%,20 to 60%,50 to 70%,80 to 90%,a
OIC-157-12-A,,What is the initial approach to antimicrobial treatment in bacteremia/fungemia?,Initial use of oral antimicrobials,Parenteral antimicrobials are used initially,Direct examination of blood cultures before starting treatment,Species identification and antibiotic susceptibility testing before treatment begins,b
OIC-157-16-B,Management,How long should treatment for Staphylococcus aureus bacteremia last?,Only in cases with endocarditis,"14 days for uncomplicated cases, otherwise 4-6 weeks",Until blood cultures become negative, indefinitely until symptoms resolve,b
OIC-039-07-A,Etiologies,Under what condition can IUI be performed using frozen donor sperm?,Only when there is a family history of genetic disorders,When the partner has azoospermia due to obstructive issues,"For couples with repeated ICSI failures for male indications, or obstructive/non-obstructive azoospermia","Never, as it is not a recommended practice",f
OIC-039-11-B,Complementary examinations,What type of tests should be carried out prior to MAP (Medical Assistance for Procreation) treatment?,Only health safety tests,"A combination of clinical, biological, and radiological investigations",No specific tests are required before starting MAP treatment,Blood tests only for hepatitis B vaccination status,b
OIC-039-06-A,Etiologies,Why may medical assistance for procreation (MAP) be recommended?,To help same-sex couples conceive,To preserve fertility in younger individuals due to cancer treatment,To prevent the transmission of a severe genetic disease to future children,For women who want to have multiple biological children,f
OIC-039-08-A,Etiologies,What is a main indication for in vitro fertilization (IVF) with intracytoplasmic microinjection (ICSI)?,Failed IUI or simple induction of ovulation,Severe sperm abnormalities,Endometriosis and tubal infertility,Use of sperm extracted surgically or from urine,b
OIC-039-02-A,Definition,What is the primary purpose of fertility preservation?,To provide medically assisted procreation options for individuals with impaired fertility due to medical conditions,To allow individuals to delay parenthood until they are emotionally prepared,To enable individuals to preserve their gametes or germ tissue in case of premature impairment,To extend the age range of gamete donors for assisted reproduction,c
OIC-039-10-A,Etiologies,What is a main indication for female fertility preservation?,Congenital anomalies of the testicle,"Chemotherapy or radiotherapy used in the treatment of non-cancerous pathologies, such as systemic diseases requiring chemotherapy.",Testicular surgery performed on prepubertal boys with leukemia,Haematological diseases like leukaemia and Hodgkin's lymphoma,d
OIC-039-01-A,Definition,What is the primary purpose of Medically Assisted Procreation (MAP)?,To prevent the transmission of serious diseases to children.,To remedy a couple's infertility issues.,For any individual to conceive without a partner.,To increase reproductive success in assisted reproduction.,a
OIC-039-13-B,,What is a potential complication associated with ovarian hyperstimulation syndrome (OHSS) in women undergoing assisted reproductive technology (ART) techniques?,Increased risk of multiple pregnancies,Risk of transmitting genetic abnormalities to offspring,Risks of phlebitis or pulmonary embolism,Higher mortality rate in pregnancy complications,c
OIC-039-05-B,Epidemiology,What percentage of births in France result from medical assistance for procreation (MAP)?,8%,10%,3.7%,15%,c
OIC-039-04-A,Definition,What is the primary method for preserving female fertility?,Freezing or storing mature oocytes without prior hormonal stimulation,Ovarian cortex freezing or preservation through laparoscopy,Freezing or preserving ejaculated spermatozoa in pubescent adolescents and adult men,In vitro maturation of immature oocytes,a
OIC-039-09-A,Etiologies,What is the main indication for egg sperm donation?,If intraconjugal medically assisted procreation (MPA) fails,Female couple and unmarried woman,Severe infertility or medically confirmed sterility,No wish to use gamete donation assisted medical procreation (AMP),c
OIC-039-03-A,Definition,What is the primary goal of ovarian stimulation during In Vitro Fertilization (IVF)?,To induce ovulation for patients with menstrual cycle disorders.,To prevent spontaneous premature ovulation in patients undergoing IVF.," To mature one to three follicles and induce ovulation in healthy individuals, but only when necessary for IVF procedures.",To block the hypothalamic-pituitary axis in order to stimulate follicular growth.,a
OIC-039-12-B,Support,What is the age limit for gamete retrieval for the purposes of Map (IVF/ICSI) for a couple?,Until the woman's 35th birthday,Until the spouse's 60th birthday,Until the 45th birthday of the woman who is to carry the child,Until the 30th birthday of the couple,c
OIC-261-11-B,Positive diagnosis,"In Extra-Membranous Glomerulopathy (GEM), the most common cause is a primary condition, which accounts for approximately 85% of cases. Which of the following statements is false about the causes of secondary GEM?","Solid cancers, especially if age > 50 years, can cause secondary GEM.",Systemic lupus erythematosus can be a cause of secondary GEM in women aged 20 to 55.,"Medicines, such as NSAIDs, can cause secondary GEM.",GEM is never caused by infections.,d
OIC-261-03-B,Epidemiology,What is the main cause of nephrotic syndrome (SN) in children?,Extra-Membranous Glomerulopathy,Nephrotic Syndrome with Minimal Glomerular Lesions (SNLGM),IgA Nephropathy,Diabetic Nephropathy,b
OIC-261-13-B,Monitoring and/or prognosis,What is a poor prognostic factor for IgA Nephropathy?,Female sex,Presence of renal failure at diagnosis,Severity of proteinuria within the first 5 years of diagnosis,Kidney function at age 18,b
OIC-261-05-B,Additional examinations,What is a contraindication for performing a renal puncture biopsy (RPB)?,Diabetic retinopathy with haematuria in a patient with known diabetes,Single kidney,Amyloidosis already documented on a renal biopsy,Pure nephrotic syndrome in a child aged 1 to 10 years,b
OIC-261-10-B,,What is the most likely outcome for patients with corticosteroid-sensitive glomerular nephropathy?,"Relapse after discontinuation of treatment occurs in 100% of cases, necessitating long-term corticosteroid therapy.",Disappearance of proteinuria and a low risk of relapse,Relapse after corticosensitivity when corticosteroid therapy is reduced or stopped,Non-response (10% of cases) with a 100% risk of end-stage chronic renal failure within 5 years.,b
OIC-261-04-A,Etiologies,What is a common etiology of glomerular nephropathy (GN) in patients with viral infections?,Hepatitis C,HIVAN,Goodpasture's disease,Chronic hepatitis B infection leading to GEM,d
OIC-261-14-A,Positive diagnosis,What is a distinguishing feature of Goodpasture's disease?,Granulomatous inflammation,Autoantibodies against myeloperoxidase,Linear IgG deposits along the glomerular basement membrane,Endothelial damage due to complement activation,c
OIC-261-01-A,Positive diagnosis,What is the minimum percentage of albumin in urine that indicates a glomerular nephropathy diagnosis?,30%,60%,80%,90%,b
OIC-261-15-A,Emergency identification,What is the primary concern in assessing the severity of Glomerular Nephropathy Renal Replacement Program (GNRP) Syndrome?,Life-threatening respiratory complications only,Permanent kidney failure without considering acute complications,"Emergency identification due to life-threatening respiratory distress, alveolar haemorrhage, and other complications requiring immediate therapeutic intervention",GNRP Syndrome is not a genuine diagnostic and therapeutic emergency,c
OIC-261-17-B,Additional tests,"In Acute Post-Infectious Glomerulonephritis (GNA), what is a key diagnostic feature observed on renal biopsy?",Extracapillary proliferation,Immunofluorescence showing C3 deposits in the mesangium and glomerular capillaries,A significant increase in serum creatinine levels,"The presence of 'humps' under the light microscope, indicating severe infection",b
OIC-261-16-B,Positive diagnosis,What is a common post-infectious context for Acute Post-Infectious Glomerulonephritis (GNA)?,A viral infection,An ENT or skin infection not treated with antibiotics,Pneumonia caused by Streptococcus pneumoniae,Diabetes mellitus,b
OIC-261-08-A,Positive diagnosis,"In children under 10 years old with minimal glomerular nephropathy, what is the main reason for not performing a renal biopsy?",Presence of extrarenal signs,Family history of nephropathy,Age between 1 and 10 years with pure nephrotic syndrome and normal serum complement,Renal failure due to other causes,c
OIC-261-06-B,Definition,What is the main difference in location where deposits form in the glomerulus?,Intramembranous and extramembranous deposits are found on the inner side of the MBG.,"Mesangial deposits are found within the mesangium, while edomembranous deposits are found on the outer side of the podocytes.",Edomembranous deposits form in the subendothelial space and intramembranous deposits form in contact with the podocytes.,"Mesangial deposits are found within the mesangium, while extramembranous deposits are found on the inner side of the MBG.",c
OIC-261-02-A,Definition,What is a common kidney damage associated with Recurrent Macroscopic Haematuria Syndrome?,Chronic glomerulonephritis,Goodpasture's disease,All chronic glomerulopathies,Acute post-infectious GN,a
OIC-261-12-B,Positive diagnosis,What is typically suggestive of IgA Nephropathy?,Proteinuria and hypertension,Microscopic haematuria 48 hours after an infectious episode (ENT or other),Chronic kidney damage with normal renal function,Rapidly progressive glomerulonephritis syndrome without a clear cause,b
OIC-261-09-B,Management,How is idiopathic glomerular nephropathy (SNLGM) typically treated?,With immediate kidney transplant surgery,"Using prolonged high-dose oral corticosteroids with adjuvant treatments such as diet, calcium, and vitamin D.",Only through dialysis treatment for severe cases,"No medical treatment is needed, it will resolve on its own",b
OIC-261-18-B,Management,What is a key principle for treating Glomerular Nephropathy (GNRP)?,Treatment of GNRP should only be administered in severe cases.,Corticosteroids and immunosuppressants are the primary treatment options for GNRP.,The severity of symptoms is the sole factor determining treatment urgency for GNRP.,GNRP can only be treated with plasma exchange in cases of type I GNRP.,b
OIC-261-07-B,Definition,What is characteristic of the histological features of IgA Nephropathy?,Extracapillary proliferation and deposits of IgG and C3 on the lateral side of the MBG.,Mesangial location of IgA and C3 with no deposits of IgM or other immunoglobulins.,Linear IgG deposits along the MBG,Granular deposits of IgA on the capillary walls.,b
OIC-075-04-B,,What plays a major role in establishing tobacco addiction?,Tars,Free radicals,Carcinogenic compounds,Nicotine,d
OIC-075-29-B,Management,What type of psychiatric treatment may be required for smokers with anxiety and depressive symptoms after withdrawal?,Pharmacological treatment,Psychotherapy only,No psychiatric treatment is needed beyond consultation support,Cognitive behavioral therapy,a
