id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-020-10-B,Definition,What type of phenomenon do probability models describe?,Events whose possible outcomes are unknown,Random phenomena with known but unpredictable outcomes,Phenomena that occur only once in a lifetime,Phenomena that can be predicted with certainty,b
OIC-020-16-A,Definition,"In an analytical study, what term refers to a factor associated with a higher probability (statistical and non-causal definition) of the presence or occurrence of the health phenomenon under study?",Exposure Factor,Etiological Factor,Prognostic Factor,Health Determinant,b
OIC-020-02-A,Definition,What is the primary purpose of a protocol in clinical research?,To modify the research methodology during the course of the study,To describe the various elements and stages of the research methodology to be carried out,To justify any changes made to the study during its conduct,To acquire new knowledge in the field of health,b
OIC-020-24-A,Definition,What is most likely to increase the power of a statistical test?,Increasing the alpha risk,Increasing the variance of observations,Increasing the difference to be detected (d),Increasing the size of sample analyzed (N),d
OIC-020-20-A,Definition,What does 'prevalence' refer to in epidemiology?,Probability of an event occurring over a given time,"Number of new cases during a period, divided by person-time",Proportion of disease cases in a population at a given time,Risk of an event occurring in a population,c
OIC-020-25-A,Definition,What determines the minimum number of subjects required in a health research study?,The number of subjects is always determined by the researcher's preference.,The expected value of the estimated parameter,"The alpha confidence level and desired precision for descriptive studies, or statistical parameters and clinical parameters for analytical/experimental studies.",Half of the population that will be studied.,c
OIC-020-07-B,Definition,What is the primary goal of selecting a sample when studying a given population?,To minimize costs and increase accessibility,To ensure the sample is as representative as possible of the source population from which it is drawn,To gather data quickly without thorough planning,To select individuals based on their convenience,b
OIC-020-32-B,Definition,What is the primary purpose of peer-reviewing in the publication process?,To expedite the publication of research findings,For researchers to publish their work quickly and openly without evaluation or validation,To assess the quality of articles submitted for publication,To guarantee scientific integrity through a formal evaluation process,c
OIC-020-09-B,Definition,What should you isolate precisely when assessing the relevance of data collected in a health research study?,All data points with high clinical significance,Only one type of event or outcome measure,"One primary endpoint and several secondary endpoints, along with exposure factors and adjustment variables",The characteristics of the individuals included in the sample,d
OIC-020-29-A,Definition,What does it mean for a result of a statistical test to be statistically significant?,If the p-value is greater than or equal to 0.05,If the p-value is less than 0.05 and the true difference exists,If the p-value is greater than 0.05 and a priori alpha risk was not set,If the p-value is less than 0.05 and a priori alpha risk was set,d
OIC-020-05-B,Definition,What is the primary purpose of formulating research hypotheses?,To identify potential study objectives,To estimate the power and required sample size of a study,To describe expected outcomes in terms of effect size,To generate new research questions,b
OIC-020-11-B,Definition,What does the mode represent in a set of values?,The most frequently found value,The mean of all values,The median of all values,The average of all values,a
OIC-020-28-B,Definition,What type of analysis is used to account for an interaction factor?,Stratified analysis,Regression analysis with a confounding factor,Multivariate model without an interaction term,Descriptive statistics only,a
OIC-020-15-B,,What is the legal status of health data?,Public domain,Personal data subject to protection under law,Confidential business information,Open-source data,b
OIC-020-23-A,Definition,What type of study can estimate both Relative Risk (RR) and Odds Ratio (OR)?,Randomized controlled trial or exposed/unexposed cohort study,Both randomized controlled trials and case-control studies,Only case-control studies,Neither randomized controlled trials nor case-control studies,a
OIC-020-33-A,,What type of property do positive predictive value (PPV) and negative predictive value (NPV) have in relation to the prevalence of a disease?,Prevalence-dependent,"Intrinsic to the test, regardless of population prevalence",Dependent on the individual's symptoms,Based on the doctor's subjective impression,b
OIC-020-17-A,Definition,What term refers to the population about which researchers have questions and want to obtain information?,Source Population,Sample,Target Population,Population,c
OIC-020-30-A,,What is NOT a required criterion for determining causality in observational studies according to the Bradford Hill criteria?,Temporal ambiguity,Specificity of the relationship between exposure and phenomenon studied,External consistency among study results,Biological plausibility,b
OIC-020-01-A,Definition,What is the primary goal of health research?,To develop new treatments for diseases,To extend scientific understanding of human beings and improve health,To allocate macroscopic resources to specific areas of research,To manage laboratories and organise research through national research bodies,b
OIC-020-31-B,Definition,What is the Epigenome?,All the epigenetic modifications in a sample,Set of RNA transcripts in a sample,All the proteins synthesized in a sample,All the metabolic products synthesized in a sample,a
OIC-020-21-B,Definition,What does 'standardization' achieve in comparisons over time or space?,Comparing different frequencies without adjusting for demographic differences,Adjusting for demographic differences to enable comparisons between populations,Calculating the average frequency of a specific health problem across all population groups,Determining the most common age group in a given population,b
OIC-020-04-B,Definition,What arguments justify the usefulness and relevance of a research problem?,Only epidemiological factors such as frequency and severity of the health problem.,"The current state of knowledge, including plausible pathophysiological hypotheses",Contradictory results from previous studies are sufficient justification for a study.,Epidemiological factors and risk factors alone justify a research problem.,b
OIC-020-08-B,,What types of data can be collected from epidemiological surveillance systems?,Only ad hoc studies involving individual interviews and clinical exams.,"Existing surveillance systems, including morbidity registers, compulsory declarations, sentinel networks, and vital statistics.","Medico-administrative databases only, such as SNDS and EDS.",Data collected from social media platforms and online surveys.,b
OIC-020-06-B,Definition,What should be precisely defined when choosing a study methodology?,The outcome criterion(s),"The exposure factor(s), target population, and approach",Only the outcome criterion(s) and approach,None of the above,b
OIC-162-16-B,,What is the recommended follow-up for patients treated for sexually transmitted infections (STIs)?,Only after symptoms have resolved.,Systematic re-evaluation of clinical and biological efficacy after 3 months.,"After 7 days of treatment, regardless of symptoms or test results.",Once a year for life.,c
OIC-162-05-A,Etiologies,What is a key characteristic of chancroid lesions?,Painful with polycyclic outlines,Single or multiple painful ulcers with a dirty background,Mildly painful granulomatous lesions,"Traumatic with clean, indurated backgrounds",b
OIC-162-08-A,Positive diagnosis,What is a clinical sign of prostatitis in men?,Urethral discharge,"Dysuria and urethral pain are symptoms of the condition, not signs",Meatitis (inflammation of the meatus),Urethral pruritus,c
OIC-162-34-B,Management,What is the recommended treatment for uncomplicated trichomoniasis?,Metronidazole PO 2 g single dose,Doxycycline for 7 days,Ceftriaxone for 14 days,Azithromycin for 10 days,a
OIC-162-21-B,,What is the recommended treatment for uncomplicated gonococcal infection in women?,Ceftriaxone 1g IV/IM single dose,Doxycycline 100mg every 12 hours orally for 10 days,Metronidazole 500mg every 12 hours orally for 10 days,"Ceftriaxone 1g per day, IV, for 14 days",b
OIC-162-27-A,Additional tests,What is the typical timeframe for Treponemal Tests (TT) to become positive after infection with syphilis?,Within 2-3 days,Between the 7th and 10th day of canker (cantharone),After 1 week of antibiotic treatment,At birth,b
OIC-162-35-A,,What is a common long-term consequence of HGI in women?,Menstrual irregularities,Tubal Infertility,Ectopic Pregnancy,Ovarian Cancer,b
OIC-162-28-A,,What is the recommended treatment for HIV+ patients with primary or secondary syphilis?,Doxycycline for 14 days,Benzathine penicillin G single dose IM 2.4 million units,Azithromycin for 7 days,Isoniazid for 6 weeks,b
OIC-162-32-B,Etiologies,What is the etiology of Pediculosis of the Pubis?,Sarcoptes scabiei hominis,Trichomonas vaginalis,Phtirius inguinalis is a parasitic protozoan like Trichomonas vaginalis,Human papillomavirus (HPV),c
OIC-162-36-B,Positive diagnosis,What is true about the age-related incidence of STIs?,STI incidence increases with age in both men and women.,"There is no age-related increase in PID incidence, it remains constant across all age groups.",Induced HPV cancers take several years to develop after the first sexual intercourse regardless of age.,Young girls are at higher risk for STIs due to their age and lack of knowledge about safe sex practices.,a
OIC-162-22-A,,What is a recommended preventive measure for sexually transmitted infections (STIs)?,Only using condoms,Condoms and regular STI screenings for partners,"No specific measures are needed, as all STIs can be cured by antibiotics",PrEP treatment is the only necessary measure,b
OIC-162-12-A,Etiologies,What is the typical clinical presentation of gonococcal infection in women?,Abundant greenish foamy leucorrhoea,Purulent leucorrhoea and pelvic heaviness,"White, caseous leucorrhoea with pruritus",Grey discharge with little smell,b
OIC-162-18-A,,What is the recommended treatment for probabilistic gonococcal and chlamydial infection?,Ceftriaxone 500mg IV,Doxycycline 100mg PO for 7 days,Doxycycline 200mg PO for 7 days (or azithromycin 1g single dose),Ceftriaxone 500mg IV with doxycycline 50mg PO,c
OIC-162-29-B,,What is the recommended treatment for Late Secondary Syphilis?,Benzathine penicillin G single dose IM 2.4 million units,Doxycycline for 28 days if penicillin allergy,"Doxycycline for 14 days if penicillin allergy, plus benzathine penicillin G once a week for 3 weeks",Benzathine penicillin G given every other day for 6 weeks,a
OIC-162-13-B,Etiologies,What are the common causes of upper genital infections in women?,Only venereal bacteria cause upper genital infections.,Non-venereal bacteria and other organisms can cause upper genital infections.,Only non-venereal bacteria cause sexually transmitted infections (STIs) in women.,Upper genital infections are only caused by viruses.,b
OIC-162-10-A,Positive diagnosis,What is a common clinical sign of Trichomoniasis in women?,Cervical inflammation and discharge,Pelvic heaviness and urethritis symptoms,"Oedematous vulva, pruritus, and dyspareunia",Leucorrhoea with no other symptoms,c
OIC-162-33-B,,What is the primary method for diagnosing Neisseria gonorrhoeae infection?,Urine test,Vaginal swab,PCR from first urine stream or urethral discharge,Blood culture,c
OIC-162-01-A,Etiologies,What is the primary cause of urogenital infections in men and cervicovaginitis in women?,Treponema pallidum,Trichomonas vaginalis,Neisseria gonorrhoeae or Chlamydia trachomatis,Human papillomavirus (HPV),c
OIC-162-20-A,,What is the recommended treatment for gonococcal infection?,Ceftriaxone IM 250mg,Ceftriaxone IM 1000mg,Doxycycline orally 200mg for 7 days,Erythromycin orally 500mg twice daily for 7 days,b
OIC-162-25-B,Positive diagnosis,What is the typical presentation of Syphilitic Roseola?,A painful rash on the palms and soles,Pinkish macules on the trunk with no other functional symptoms,"Multiple, soft papular lesions on the genital area",Flare-ups of a copper-colored rash,b
OIC-162-14-B,Positive diagnosis,What is a common extra-genital manifestation of gonococcus?,Oropharyngitis with symptoms,Anorectitis with purulent rectal discharge and diarrhea,Syphilitic Roseola rash on the trunk,Balanitis circinata in newborns,b
OIC-162-15-A,Additional examinations,What additional examination should be carried out in the case of STIs with genital ulcerations?,"CRP, CBC, and PCR",Urethral discharge culture and treponemal test,Systematic gonococcus culture and urethral discharge sampling,Cervical biopsy for HPV testing,c
OIC-162-02-B,Epidemiology,Which of the following is NOT a risk factor for sexually transmitted infections (STIs) according to the provided content?,Multiple partnerships,Male homosexuality,Prostitution,Sexual violence,d
OIC-162-30-A,Positive diagnosis,What is a term for the pre-cancerous lesions associated with Human Papillomavirus (HPV)?,Condylomata Acuminata,Flat Condyloma,Intraepithelial Neoplasia (IEN),Syphilis Lesions,c
OIC-162-17-B,Additional tests,What investigations are typically carried out to diagnose an upper genital infection in women?,"CRP, CBC, HPV","CRP, CBC, PCR","CBC, speculum examination, and blood tests for syphilis","Blood tests, swab culture, and radioguided biopsy",b
OIC-162-09-B,Etiologies,Which of the following is a common cause of urethritis in men?,Non-venereal infectious agents like Escherichia and Klebsiella,"Gonococcus, which causes acute anterior urethritis with purulent urethral discharge","Trichomoniasis, which is a sexually transmitted infection","Tumors in the urethra, which can cause chronic inflammation",b
OIC-162-19-A,,How is condyloma typically diagnosed in women?,Urethroscopy,Colposcopy and HPV-HR test,Proctoscopy and biopsy,Endoscopy and biopsy,b
OIC-162-03-A,,What is a recommended preventive measure for STIs?,Using antibiotics to treat infections,Only using condoms for protection,Screening and diagnosis of contaminated partners only,"Conservative measures, vaccination, and education",d
OIC-162-23-A,Positive diagnosis,What is a characteristic of the chancre in primary stage syphilis?,It is typically painful and has multiple locations.,It may be accompanied by symptoms like fever and headache.,"It can occur at any location on the body, not just the genitals.","It is usually single, clean, indurated, with a genital background.",d
OIC-162-11-B,Positive diagnosis,What is a key clinical sign of Endometritis in women?,Discharge from the cervical os,Increased pelvic pain on vaginal touch and high fever,"Pelvic pain, metrorrhagia, presence or absence of leucorrhoea","Gynaecological examination: pain on vaginal touch, endocervical inflammation",b
OIC-162-04-A,,What is the primary purpose of screening a partner or partners for sexually transmitted infections (STIs)?,To confirm an existing diagnosis.,"To identify and treat all potential cases simultaneously, regardless of symptoms.",To educate the partner about recontamination risks and prevent future transmission.,To provide immediate treatment without confirmation of infection.,c
OIC-162-31-B,,What is the primary purpose of treating HPV-related infections?,To cure the infection immediately,To prevent future infections in individuals who have already been vaccinated,"To reduce symptoms and prevent complications, but not to eliminate the virus entirely",To treat other STIs simultaneously,c
OIC-162-24-B,Positive diagnosis,What is the clinical form of syphilis that affects the cardiovascular system?,Gummy Syphilis,Bone Syphilis,"Cardiovascular Syphilis (aortitis, coronary stenosis, etc.)",Tertiary Neurosyphilis,c
OIC-157-18-B,,"When monitoring the progress of bacteremia/ fungemia in adults and children, what is a key step to ensure treatment tolerance?",Achieving apyrexia within 3-5 days,Conducting daily searches for secondary lesions,Monitoring treatment tolerance by checking the rate of administration and serum dosage of antibiotics,Following up with blood cultures under systematic treatment only if there are specific clinical indications,c
OIC-157-14-A,,What is a key aspect of Front Door Treatment?,It only involves antibiotics.,It may require surgical intervention,It does not address the source of infection,It is always focused on treating secondary locations,b
OIC-157-03-A,Positive diagnosis,"In cases of fungemia, what is a primary site to systematically seek during examination?",Lungs,Retinal localization (fundus examination) and endocarditis (transoesophageal echocardiography),Liver and spleen,Heart,b
OIC-157-15-B,Management,In which situations would surgical or radio-interventional control of the infectious source be essential?,When a patient has a mild urinary tract infection.,"During abdominal emergencies such as peritonitis and angiocholitis, and acute blocked pyelonephritis with urine diversion.",Only when there is severe sepsis or septic shock.,When a patient has a chronic cough.,b
OIC-157-02-B,,What percentage of patients with bacteremia/fungemia ultimately die from their infection?,5%,10-20%,25%,30%,b
OIC-157-08-A,,When should blood cultures be taken before starting emergency antibiotic therapy?,Only in cases of positive blood culture results,"Before starting antibiotic therapy, except for patients with bacterial meningitis or septic shock",At the same time as the start of antibiotic therapy,After the patient has received antibiotic treatment for at least one hour,b
OIC-157-05-B,Etiologies,What is the most common route of entry for candidiasis?,Digestive mucosal lesions,IV drug addiction,Abdominal surgery and central venous lines,Central venous lines only,c
OIC-157-11-A,Additional tests,"What do elevated inflammatory biomarkers (CRP, procalcitonin) indicate during bacteremia/fungemia?",Specific infection presence,"Non-specific, orientation value only",Presence of a bacterial or fungal infection is highly unlikely if CRP/procalcitonin < 0.25 ng/ml,Infection-related inflammation can occur without bacteremia/fungemia,b
OIC-157-10-B,Complementary examinations,What is the primary indication for a fundus examination during bacteremia/ fungemia?,Candida,Staphylococcus aureus,Anaerobes,"Enterobacteriaceae, Enterococci",a
OIC-157-01-A,Definition,What is the defining characteristic of bacteremia?,Presence of bacteria in the blood detectable by a laboratory test,"Presence of bacteria in the blood, but not always detectable by a laboratory test",Absence of bacteria in the blood,"Presence of bacteria in other bodily fluids, such as urine or saliva",a
OIC-157-04-A,Etiologies,What is the most common infectious agent causing community-acquired bacteremia in adults and children?,Streptococcus pneumoniae,Neisseria meningitidis,Escherichia coli,Staphylococcus aureus,c
OIC-157-13-A,,Which of the following antibiotics is recommended for treating Meticillin-resistant Staphylococcus aureus (MRSA)?,Penicillin A (amoxicillin),Vancomycin (glycopeptide),Ceftriaxone (3rd generation cephalosporin),Amoxicillin-Clavulanate (Augmentin),b
OIC-157-09-A,,What is the primary reason for taking blood cultures to diagnose fungemia?,To detect rare yeasts,"Because fungal flasks inhibit bacterial growth, which prevents yeasts from growing.",To monitor antibiotic therapy in patients with catheters,When fever peaks or shivers occur,b
OIC-157-07-A,Etiologies,What percentage of the general population are healthy carriers of Staphylococcus aureus?,10%,20%,30%,40%,f
OIC-157-17-B,Management,What is a key factor in identifying the risk of resistant infectious agents in healthcare-associated infections?,Length of hospital stay,Recent history of surgery or endoscopy,History of colonization or infection with a multi-resistant infectious agent,Chronic hemodialysis or living in an institution,c
OIC-157-06-B,Etiologies,What percentage of catheter-related infections in adults and children are caused by Gram-negative bacilli?,10-20%,30-40%,50-60%,70-80%,b
OIC-157-12-A,,How should antimicrobial treatment for bacteremia/fungemia be initially managed?,"Antimicrobial treatment is a therapeutic emergency, and the choice of agent is based solely on clinical suspicion.","Initially, use parenteral antimicrobial therapy.",Direct examination of blood cultures (Gram stain) should guide the initial choice of antimicrobial agent.,Antibiotic susceptibility testing / antifungal susceptibility testing can be used to determine the most effective treatment.,b
OIC-157-16-B,Management,How long should Staphylococcus aureus bacteremia be treated?,14 days,2-3 months,Until symptoms resolve,Only if endocarditis is present,a
OIC-039-07-A,Etiologies,What is an indication for Intrauterine Insemination (IUI) with frozen donor sperm?,Female couples or unmarried women,Obstructive or non-obstructive azoospermia with or without failure of surgical extraction of testicular or epididymal sperm,Repeated ICSI failures for male indications,Spermatozoa stored prior to gonadotoxic treatment with persistence of severe spermatogenesis disorders following treatment,b
OIC-039-11-B,Complementary examinations,What type of examination is included in the clinico-biological assessment prior to Medical Assistance for Procreation (MAP)?,"Only health safety tests such as HBV, HCV, HIV, and syphilis serologies.","A spermogram, spermocytogram, sperm culture, and sperm survival migration test are the only examinations included.","Clinical examination of both members of the couple, including a uterine and/or uterotubal examination as appropriate.",Only a metabolic exploration if necessary and a TSH assay for obstetric contraindications.,c
OIC-039-06-A,Etiologies,What is a main indication for recourse to Medical Assistance in Procreation (MAP)?,Only when a couple has tried all other fertility treatments,When a female couple wants to have a child with a specific genetic makeup,When a woman wants to preserve her fertility before undergoing surgery,When a couple is at risk of transmitting a serious viral disease,d
OIC-039-08-A,Etiologies,What is a main indication for IntraCytoplasmic Microinjection (ICSI)?,Tubal infertility,Failed IUI or simple induction of ovulation,Severe sperm abnormalities,Endometriosis,c
OIC-039-02-A,Definition,What is the purpose of fertility preservation?,To enable individuals with certain medical conditions to have children,To allow people to freeze their gametes for future use when they are older and want to become parents,To preserve fertility in cases where a person's treatment may damage their reproductive organs or capabilities,To provide an option for individuals who do not want children,a
OIC-039-10-A,Etiologies,What is a common indication for female fertility preservation?,"High-risk genetic anomalies (e.g., Turner syndrome, FMR1 gene pre-mutation)",Congenital anomalies of the testicle,Chemotherapy or radiotherapy used in non-cancerous pathologies,Surgery to the spermatic excretory tract,a
OIC-039-01-A,Definition,What is Medically Assisted Procreation (MAP)?,A method for treating infertility in single individuals.,The use of fertility preservation techniques to prevent the transmission of serious diseases.,"Clinical and biological practices involved in in vitro conception, embryo transfer, and artificial insemination.",A treatment only available to same-sex couples.,c
OIC-039-13-B,,What is a main complication associated with ovarian stimulation in MAP techniques?,Arterial or venous thromboembolism,Pelvic infections such as tubo-ovarian abscesses,Risks associated with anaesthesia,Haemoperitoneum,a
OIC-039-05-B,Epidemiology,"According to the Agence de la Biomédecine figures from 2021, what is the approximate percentage of births in France that result from Medical Assistance for Procreation (MAP)?",2.5%,3.7%,4.8%,6%,b
OIC-039-04-A,Definition,What is the primary advantage of ovarian cortex freezing or preservation for female fertility preservation?,It can be carried out as an emergency procedure without prior hormonal stimulation.,It requires at least two weeks of hormone stimulation before oocyte puncture.,It allows for the restoration of endogenous hormone secretion and fertility after grafting.,It is not suitable for patients undergoing gonadotoxic treatment due to its complexity.,c
OIC-039-09-A,Etiologies,What is a main indication for egg/sperm donation?,Female couple and unmarried woman,Risk of transmitting a serious viral disease to the other member of the couple,Severe infertility or medically confirmed sterility,No wish to use gamete donation assisted medical procreation (AMP),c
OIC-039-03-A,Definition,What is the primary purpose of ovarian stimulation during In Vitro Fertilization (IVF)?,To prevent premature ovulation,To induce multiple births,To increase the chances of successful fertilization,To reduce the risk of ovarian hyperstimulation syndrome,c
OIC-039-12-B,Support,What is the maximum age limit for a woman to undergo gamete retrieval for the purposes of MAP (IVF/ICSI) before the bioethics law of August 2021?,Until the woman's 40th birthday,Until the woman's 43rd birthday,Until the spouse's 60th birthday,Until the woman's 45th birthday,b
OIC-261-11-B,Positive diagnosis,What percentage of cases of Extra-Membranous Glomerulopathy (GEM) are primary?,60%,85%,90%,95%,b
OIC-261-03-B,Epidemiology,What is the main cause of nephrotic syndrome (SN) in children before the age of 8?,Diabetic Nephropathy,Extra-Membranous Glomerulopathy,IgA Nephropathy,Nephrotic Syndrome with Minimal Glomerular Lesions (SNLGM),d
OIC-261-13-B,Monitoring and/or prognosis,What is a poor prognostic factor for IgA Nephropathy?,Female sex,Presence of renal failure at diagnosis,Severity of hypertension,Glomerular sclerosis and interstitial fibrosis,b
OIC-261-05-B,Additional examinations,What is a contraindication for renal puncture biopsy (RPB)?,Diabetic retinopathy on fundus without haematuria in a patient with known diabetes,Single kidney,Poorly controlled hypertension,Hereditary cluster disease already documented in the family,b
OIC-261-10-B,,What is typically seen in corticosteroid-sensitive glomerulonephritis?,Proteinuria remains after treatment.,Relapse occurs when corticosteroids are stopped,No response to corticosteroid therapy,Disappearance of proteinuria and relapse after discontinuation,d
OIC-261-04-A,Etiologies,What is a common cause of glomerular nephropathy (GN) related to viral infections?,HIV,Hepatitis B,Both A and B,Neither A nor B,c
OIC-261-14-A,Positive diagnosis,What is the primary characteristic of Glomerular Nephropathy Type 3 (Pauci-immune GNRP)?,Presence of linear IgG deposits along the glomerular basement membrane.,Absence of immunoglobulin deposits in the glomeruli.,Caused by bacterial infections and characterized by systemic lupus,Characterized by endomembrane and granular deposits of Ig and/or complement.,b
OIC-261-01-A,Positive diagnosis,What is the minimum percentage of albumin in urine that indicates glomerular nephropathy?,30%,50%,60%,70%,c
OIC-261-15-A,Emergency identification,What is the main concern in assessing the severity of Glomerular Nephropathy Renal Failure Syndrome (GNRP)?,Permanent kidney failure is the only life-threatening complication.,"Respiratory distress and alveolar haemorrhage are significant concerns, but not life-threatening.",Digestive complications such as haemorrhage and peritonitis are more severe than pulmonary oedema and hyperkalaemia.,Emergency haemodialysis is only necessary for stage 5 chronic kidney disease.,a
OIC-261-17-B,Additional tests,What is a characteristic finding on renal biopsy in Acute Post-Infectious Glomerulonephritis (GNA)?,Only C3 deposits,C4 and C3 deposits,No deposits found,Immunofluorescence shows only IgA deposits,b
OIC-261-16-B,Positive diagnosis,What is a typical context for post-infectious glomerulonephritis (GNA)?,"A 2 weeks after an episode of digestive infection, not treated with antibiotics.",Approximately 2 weeks after an ENT or skin infection not treated with antibiotics.,"A 1 week after a viral pneumonia, not treated with antiviral medication.","A 3 months after a flu shot, not treated with any medication.",b
OIC-261-08-A,Positive diagnosis,What is typically done in children with minimal glomerular nephropathy (MGNS) if they have no extra-renal signs?,"Perform a renal biopsy regardless of age, family history, or serum complement levels.",Renal biopsy is not performed unless there are signs of kidney damage or disease in the family history.,Assume it's a secondary cause and look for other possible causes such as NSAIDs or infections before performing a renal biopsy.,"Perform a renal biopsy if age between 1 and 10 years, no family history, normal serum complement, and no extrarenal signs.",d
OIC-261-06-B,Definition,What is the main difference between sclerosis and segmental sclerosis in the context of glomerular nephropathy?,"Sclerosis involves the replacement of the entire glomerulus with fibrous tissue, while segmental sclerosis involves only part of the destroyed glomerulus.",Segmental sclerosis occurs when there is no scarring at all.,Both sclerosis and segmental sclerosis involve the deposition of immunoglobulin chains.,Sclerosis always results in a complete loss of kidney function.,a
OIC-261-02-A,Definition,What is a characteristic sign of the Chronic Glomerulonephritis Syndrome?,Proteinuria ≥ 3 g/24 h,Sudden onset within a few days,"Haematuria, ± hypertension, renal insufficiency",Rapidly progressive renal failure,c
OIC-261-12-B,Positive diagnosis,What type of haematuria is suggestive of IgA Nephropathy?,Microscopic haematuria alone,"Macroscopic haematuria with clots and pain, typically 24 hours after an episode of ENT infection.",Haematuria 48 hours after an infectious episode (ENT or other) is suggestive of IgA Nephropathy.,Haematuria only present in patients with chronic kidney disease.,c
OIC-261-09-B,Management,What is the primary goal of treatment for Idiopathic SNLGM?,Purging the body of excess protein,Reducing inflammation in the kidneys,Increasing calcium levels to counteract nephrotic syndrome,Eliminating all symptoms immediately,b
OIC-261-18-B,Management,What is the primary treatment goal for patients with Glomerular Nephropathy (GNRP)?,To slow disease progression,To induce long-term remission in nephrotic syndrome,To manage symptoms and prevent complications,To cure the underlying cause of GNRP,c
OIC-261-07-B,Definition,What is the characteristic histological feature of IgA Nephropathy?,Extracapillary proliferation,Mesangial location of IgA deposits,Linear IgG deposits along the MBG,Granular appearance (extramembranous) IgG and C3 on the lateral side of the MBG,b
OIC-075-04-B,,What is the main agent responsible for addiction in smokers?,Nicotine,Tars,Carbon Monoxide,Carcinogenic compounds,a
OIC-075-29-B,Management,What type of psychiatric disorders are commonly linked to difficulty in quitting smoking?,Only bipolar disorder,Both schizophrenia and bipolar disorder,"Anxiety disorders, major depressive episodes, and other psychiatric issues",Only anxiety disorders,c
OIC-075-09-A,Epidemiology,At what age do young people typically start experimenting with tobacco?,>14,>15,13,<12,a
OIC-075-30-B,Management,What is an effective way to manage smoking cessation?,Simply telling smokers they need to quit.,Regular follow-up can improve chances of successful cessation by 6-12 months after quitting.,Rewarding relapses as a sign of progress towards living without tobacco.,Analyzing the circumstances of each relapse to identify triggers and prevent future ones.,b
OIC-075-02-A,Definition,What is the main agent responsible for addiction in tobacco use?,Nicotine,Tobacco itself,Other substances present in tobacco,Environmental factors,a
OIC-075-25-A,Management,What is the main goal of France's National Programme for Tobacco Control?,To reduce tobacco consumption by 50% in the next 5 years,To protect children from taking up smoking and encourage smokers to quit,To monitor and evaluate research on tobacco control by 2032,To increase tobacco advertising in public places,b
OIC-075-10-A,Epidemiology,"According to recent studies, what demographic group experiences the highest rate of smoking during pregnancy?",Older adults,Youngest and least educated women,Women with higher socioeconomic status,Women in their 40s,b
OIC-075-20-A,Positive diagnosis,What is the main agent responsible for addiction in smoking?,Nicotine,Carbon monoxide,Tobacco itself,Tar,a
OIC-075-17-A,Epidemiology,What is a non-psychiatric medical complication of passive smoking?,Otitis,Bronchopulmonary cancer,Asthma in adults,Coronary artery disease,b
OIC-075-08-A,Epidemiology,"According to the data, what percentage of women smoke tobacco?",30%,26.5%,40%,50%,b
OIC-075-14-A,Epidemiology,What is a major consequence of active smoking?,It only increases the risk of cardiovascular disease.,It does not contribute to fetal death in utero.,It reduces mortality from cardiovascular disease and bronchopulmonary cancer.,It has no impact on mortality rates.,a
OIC-075-27-A,Taking charge,What is the recommended way for patients to access support related to smoking addiction?,Referring them directly to a healthcare professional.,Directly contacting the Tabac Info Service website and phone line.,Seeking help through social media and online forums.,Waiting for their doctor's appointment to discuss the issue.,b
OIC-075-05-B,,What happens to tobacco smoke after it enters the bloodstream?,It causes inflammation in all parts of the body,It only affects venous blood vessels,It promotes platelet aggregation and increases the risk of arterial thrombosis,It has no impact on the vascular system,c
OIC-075-15-A,Epidemiology,What is the primary effect of smoking on cardiovascular mortality?,Increases mortality from stroke,Reduces risk of cardiovascular disease in post-menopausal women,Causes passive intoxication leading to ischemic heart disease,Reduces overall cardiovascular mortality,d
OIC-075-31-B,Management,"After nicotine replacement therapy, what is the typical order of second-line and last-line treatments?",Varenicline then Bupropion,Bupropion then Varenicline,"Varenicline then Bupropion for mild cases, Bupropion for severe cases",Both Varenicline and Bupropion are used interchangeably as first-line treatments,a
OIC-075-01-A,Definition,What percentage of deaths from bronchopulmonary cancer are linked to smoking?,60%,80%,90%,95%,b
OIC-075-24-A,Management,What is the primary goal of Motivational Interviewing?,To provide nicotine replacement therapy,To advise patients to stop smoking immediately,To arouse or reinforce a patient's motivation to change their behavior,To prescribe medication for smoking cessation,c
OIC-075-23-B,Positive diagnosis,What is the estimated percentage of smokers with schizophrenia who also have bipolar disorder?,56%,82%,90%,95%,b
OIC-075-13-A,Epidemiology,What is the primary causal relationship between smoking and mortality in France?,"Smoking causes 75,000 deaths per year directly.","Tobacco consumption leads to lung cancer, which is a major preventable cause of death in France.",The link between smoking and cardiovascular disease risk is due to the high prevalence of smokers among people who die from heart attacks.,"Smoking addiction is the primary contributor to mortality in France because it increases the risk of various diseases, including cancer.",d
OIC-075-32-B,Management,What is the primary purpose of advising a patient to stop smoking during a medical consultation?,To simply acknowledge their habit without offering any help,To encourage patients to quit smoking using the 5A technique and offer support,To only refer them to external resources for quitting,"To never advise patients on quitting, as it's not a medical necessity",b
OIC-075-22-A,Positive diagnosis,What percentage of deaths from bronchopulmonary cancer are linked to smoking?,"{ ""text"": ""50%"", ""correct"": false }","{ ""text"": ""80%"", ""correct"": true }","{ ""text"": ""90%"", ""correct"": false }","{ ""text"": ""25%"", ""correct"": false }",b
