id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-148-04-A,"{'question': 'What is the typical duration of symptoms for acute rhinopharyngitis before suspecting a bacterial complication?', 'option_a': 'Less than 3 days', 'option_b': '3 to 5 days', 'option_c': '10 to 15 days', 'option_d': 'More than 3 days with fever', 'correct_option': 'd'}",Positive diagnosis,What is the typical duration of symptoms for acute rhinopharyngitis before suspecting a bacterial complication?,Less than 3 days,3 to 5 days,10 to 15 days,More than 3 days with fever,d
OIC-148-05-A,"{'question': 'What is a common symptom of allergic rhinitis that differentiates it from acute rhinitis in adults?', 'option_a': 'Purulent rhinorrhea', 'option_b': 'Seasonal occurrence', 'option_c': 'Moderate fever', 'option_d': 'Respiratory distress', 'correct_option': 'B'}",Positive diagnosis,What is a common symptom of allergic rhinitis that differentiates it from acute rhinitis in adults?,Purulent rhinorrhea,Seasonal occurrence,Moderate fever,Respiratory distress,b
OIC-148-14-B,"{'question': 'Which of the following is a common factor that can contribute to the onset of chronic sinusitis?', 'option_a': 'Excessive use of antibiotics', 'option_b': 'Local anatomical factors like septal deviation', 'option_c': 'Consuming dairy products', 'option_d': 'High altitude living', 'correct_option': 'B'}",Etiologies,Which of the following is a common factor that can contribute to the onset of chronic sinusitis?,Excessive use of antibiotics,Local anatomical factors like septal deviation,Consuming dairy products,High altitude living,b
OIC-148-11-B,"{'question': 'When is microbiological sampling indicated in cases of acute sinusitis?', 'option_a': 'Only when symptoms are mild.', 'option_b': 'In the event of failure of antibiotic therapy.', 'option_c': 'Whenever sinusitis is diagnosed.', 'option_d': 'Only for chronic sinusitis cases.', 'correct_option': 'B'}",,When is microbiological sampling indicated in cases of acute sinusitis?,Only when symptoms are mild.,In the event of failure of antibiotic therapy.,Whenever sinusitis is diagnosed.,Only for chronic sinusitis cases.,b
OIC-148-08-A,"{'question': 'What is the first-line treatment for maxillary sinusitis of dental origin?', 'option_a': 'Amoxicillin 1g, 3 times a day for 7 days', 'option_b': 'Amoxicillin-clavulanic acid 1g, 3 times a day for 7 days', 'option_c': 'Symptomatic treatment only', 'option_d': 'NSAIDs for pain management', 'correct_option': 'B'}",Management,What is the first-line treatment for maxillary sinusitis of dental origin?,"Amoxicillin 1g, 3 times a day for 7 days","Amoxicillin-clavulanic acid 1g, 3 times a day for 7 days",Symptomatic treatment only,NSAIDs for pain management,b
OIC-171-09-B,"{'question': 'What is the primary method for diagnosing scabies and pediculosis?', 'option_a': 'Microscopic examination of skin samples.', 'option_b': 'Clinical assessment based on history and rash.', 'option_c': 'Blood tests for parasitic presence.', 'option_d': 'Ultrasound imaging of affected areas.', 'correct_option': 'b'}",Additional examinations,What is the primary method for diagnosing scabies and pediculosis?,Microscopic examination of skin samples.,Clinical assessment based on history and rash.,Blood tests for parasitic presence.,Ultrasound imaging of affected areas.,b
OIC-171-03-B,"{'question': 'Which of the following is responsible for causing scalp pediculosis?', 'option_a': 'Pediculus humanus capitis', 'option_b': 'Pediculus humanus corporis', 'option_c': 'Pthirus pubis', 'option_d': 'Pediculus humanus pubis', 'correct_option': 'A'}",Physiopathology,Which of the following is responsible for causing scalp pediculosis?,Pediculus humanus capitis,Pediculus humanus corporis,Pthirus pubis,Pediculus humanus pubis,a
OIC-171-11-A,"{'question': 'What is a recommended treatment approach for common scabies?', 'option_a': 'Oral ivermectin with a single dose and no repetition.', 'option_b': 'Local treatment with benzyl benzoate applied every day for a week.', 'option_c': 'Oral ivermectin with a repeated dose 7 to 14 days after the first.', 'option_d': 'No treatment is needed for close contacts.', 'correct_option': 'C'}",Management,What is a recommended treatment approach for common scabies?,Oral ivermectin with a single dose and no repetition.,Local treatment with benzyl benzoate applied every day for a week.,Oral ivermectin with a repeated dose 7 to 14 days after the first.,No treatment is needed for close contacts.,c
OIC-171-13-B,"{'question': 'What is a common cause of treatment failure in scabies and pediculosis?', 'option_a': 'Taking too high a dose of ivermectin.', 'option_b': 'Failure to apply the product sufficiently.', 'option_c': 'Using treatments that are too cheap.', 'option_d': 'Over-treating all contacts and environments.', 'correct_option': 'B'}",Management,What is a common cause of treatment failure in scabies and pediculosis?,Taking too high a dose of ivermectin.,Failure to apply the product sufficiently.,Using treatments that are too cheap.,Over-treating all contacts and environments.,b
OIC-171-05-B,"{'question': 'Which is a characteristic of atypical scabies?', 'option_a': 'Lesions only on hands and feet', 'option_b': 'Involvement of back, neck, face, and scalp', 'option_c': 'Only maculo-papular rash is present', 'option_d': 'Always lesion-free', 'correct_option': 'B'}",Positive diagnosis,Which is a characteristic of atypical scabies?,Lesions only on hands and feet,"Involvement of back, neck, face, and scalp",Only maculo-papular rash is present,Always lesion-free,b
OIC-171-08-A,"{'question': 'Why might an STI test be associated with the diagnosis of scabies or pediculosis?', 'option_a': 'Scabies and pediculosis are both viral infections.', 'option_b': 'Both conditions are primarily transmitted through contaminated water.', 'option_c': 'Scabies is considered an STI due to skin-to-skin contact.', 'option_d': 'An STI test is required for all skin conditions.', 'correct_option': 'C'}",Additional tests,Why might an STI test be associated with the diagnosis of scabies or pediculosis?,Scabies and pediculosis are both viral infections.,Both conditions are primarily transmitted through contaminated water.,Scabies is considered an STI due to skin-to-skin contact.,An STI test is required for all skin conditions.,c
OIC-171-02-B,"{'question': 'What is the primary cause of pruritus and skin lesions in scabies infections?', 'option_a': 'The direct burrowing of the mite into the skin.', 'option_b': ""The body's immune reaction to mite antigens, eggs, and excrement."", 'option_c': 'A bacterial infection following the mite infestation.', 'option_d': 'The prolonged survival of mites outside the body.', 'correct_option': 'B'}",Physiopathology,What is the primary cause of pruritus and skin lesions in scabies infections?,The direct burrowing of the mite into the skin.,"The body's immune reaction to mite antigens, eggs, and excrement.",A bacterial infection following the mite infestation.,The prolonged survival of mites outside the body.,b
OIC-171-04-A,"{'question': 'Which symptom is most characteristic of common scabies?', 'option_a': 'Intense pruritus with nocturnal recrudescence', 'option_b': 'Palmoplantar vesiculopustular lesions', 'option_c': 'Erythroderma with diffuse scaly lesions', 'option_d': 'Pruritus with nits at the hairline', 'correct_option': 'A'}",Positive diagnosis,Which symptom is most characteristic of common scabies?,Intense pruritus with nocturnal recrudescence,Palmoplantar vesiculopustular lesions,Erythroderma with diffuse scaly lesions,Pruritus with nits at the hairline,a
OIC-171-14-B,"{'question': 'What is the first step in managing a scabies epidemic in an establishment?', 'option_a': 'Isolate all infected individuals immediately.', 'option_b': 'Report cases early internally and to health authorities.', 'option_c': 'Implement environmental measures immediately.', 'option_d': 'Provide targeted information to patients and contacts.', 'correct_option': 'B'}",Management,What is the first step in managing a scabies epidemic in an establishment?,Isolate all infected individuals immediately.,Report cases early internally and to health authorities.,Implement environmental measures immediately.,Provide targeted information to patients and contacts.,b
OIC-171-10-B,"{'question': 'What is the primary use of a dermatoscope in diagnosing scabies?', 'option_a': 'To observe the color changes in the skin.', 'option_b': 'To detect the presence of the Sarcopte mite and furrows.', 'option_c': 'To measure the thickness of the skin layers.', 'option_d': 'To identify bacterial infections on the skin.', 'correct_option': 'B'}",Positive diagnosis,What is the primary use of a dermatoscope in diagnosing scabies?,To observe the color changes in the skin.,To detect the presence of the Sarcopte mite and furrows.,To measure the thickness of the skin layers.,To identify bacterial infections on the skin.,b
OIC-171-01-B,"{'question': 'Which statement correctly describes the transmission and epidemiology of body pediculosis?', 'option_a': 'Direct human infection through skin contact.', 'option_b': 'Indirect contact through clothing and bedding.', 'option_c': 'Common among school-age children.', 'option_d': 'Epidemic in healthcare establishments.', 'correct_option': 'B'}",Epidemiology,Which statement correctly describes the transmission and epidemiology of body pediculosis?,Direct human infection through skin contact.,Indirect contact through clothing and bedding.,Common among school-age children.,Epidemic in healthcare establishments.,b
OIC-171-12-A,"{'question': 'In the case of hyperkeratotic scabies, who should be included in the treatment plan according to national recommendations?', 'option_a': 'Only the index case and their sexual partners', 'option_b': 'Only the index case and household members', 'option_c': 'All community members, including residents and carers', 'option_d': 'Only symptomatic contacts', 'correct_option': 'C'}",,"In the case of hyperkeratotic scabies, who should be included in the treatment plan according to national recommendations?",Only the index case and their sexual partners,Only the index case and household members,"All community members, including residents and carers",Only symptomatic contacts,c
OIC-005-09-A,"{'question': 'What is the main difference between a medical accident and an iatrogenic condition?', 'option_a': ""A medical accident always involves a healthcare professional's error."", 'option_b': 'Iatrogenic conditions are planned outcomes of treatment.', 'option_c': 'Medical accidents can occur without any error, unlike iatrogenic conditions.', 'option_d': 'Iatrogenic conditions never involve medication.', 'correct_option': 'c'}",Definition,What is the main difference between a medical accident and an iatrogenic condition?,A medical accident always involves a healthcare professional's error.,Iatrogenic conditions are planned outcomes of treatment.,"Medical accidents can occur without any error, unlike iatrogenic conditions.",Iatrogenic conditions never involve medication.,c
OIC-005-11-A,"{'question': 'What distinguishes a therapeutic hazard from a medical error?', 'option_a': 'Therapeutic hazards are caused by negligence.', 'option_b': 'Therapeutic hazards are always avoidable.', 'option_c': 'Therapeutic hazards are inevitable and occur without fault.', 'option_d': 'Therapeutic hazards are due to incorrect prescriptions.', 'correct_option': 'C'}",Definition,What distinguishes a therapeutic hazard from a medical error?,Therapeutic hazards are caused by negligence.,Therapeutic hazards are always avoidable.,Therapeutic hazards are inevitable and occur without fault.,Therapeutic hazards are due to incorrect prescriptions.,c
OIC-005-12-B,"{'question': 'Which factor is NOT typically associated with leading to litigation following a medical accident?', 'option_a': 'State of health of the patient', 'option_b': 'Supervision of junior staff', 'option_c': 'Availability of recreational facilities', 'option_d': 'National public health policies', 'correct_option': 'option_c'}",Epidemiology,Which factor is NOT typically associated with leading to litigation following a medical accident?,State of health of the patient,Supervision of junior staff,Availability of recreational facilities,National public health policies,option_c
OIC-005-13-A,"{'question': ""What is a key characteristic of a 'learning organization' in the context of human error management?"", 'option_a': 'It punishes individuals for making mistakes.', 'option_b': 'It implements systems for identifying and preventing errors.', 'option_c': 'It relies solely on individual knowledge to prevent errors.', 'option_d': 'It ignores cultural factors that may affect performance.', 'correct_option': 'B'}",Definition,What is a key characteristic of a 'learning organization' in the context of human error management?,It punishes individuals for making mistakes.,It implements systems for identifying and preventing errors.,It relies solely on individual knowledge to prevent errors.,It ignores cultural factors that may affect performance.,b
OIC-005-15-B,"{'question': 'What is a key characteristic of a positive error culture in healthcare?', 'option_a': 'Blaming the individual who made the mistake.', 'option_b': 'Hiding errors to maintain a good reputation.', 'option_c': 'Encouraging the reporting of errors without penalization.', 'option_d': 'Ignoring latent causes of errors.', 'correct_option': 'C'}",Definition,What is a key characteristic of a positive error culture in healthcare?,Blaming the individual who made the mistake.,Hiding errors to maintain a good reputation.,Encouraging the reporting of errors without penalization.,Ignoring latent causes of errors.,c
OIC-005-07-A,"{'question': 'What is required for a healthcare establishment to be held liable for medical negligence according to the French Public Health Code?', 'option_a': 'Proven fault by the patient', 'option_b': 'Breach of administrative protocol', 'option_c': 'Technical negligence alone', 'option_d': 'Defect in a health product only', 'correct_option': 'a'}",Definition,What is required for a healthcare establishment to be held liable for medical negligence according to the French Public Health Code?,Proven fault by the patient,Breach of administrative protocol,Technical negligence alone,Defect in a health product only,a
OIC-005-06-A,"{'question': 'What is no-fault liability in the context of medical care?', 'option_a': 'Liability incurred only when a healthcare professional makes a proven error.', 'option_b': 'Compensation systems recognizing liability without proven fault, such as with nosocomial infections.', 'option_c': ""Liability based solely on the severity of the patient's condition."", 'option_d': 'A system that always requires proof of professional negligence to award compensation.', 'correct_option': 'B'}",Definition,What is no-fault liability in the context of medical care?,Liability incurred only when a healthcare professional makes a proven error.,"Compensation systems recognizing liability without proven fault, such as with nosocomial infections.",Liability based solely on the severity of the patient's condition.,A system that always requires proof of professional negligence to award compensation.,b
OIC-005-02-A,"{'question': 'What is the primary purpose of criminal liability in the context of medical practice?', 'option_a': 'To ensure doctors adhere to professional standards.', 'option_b': 'To compensate patients for any harm caused.', 'option_c': 'To punish individuals whose behavior is deemed reprehensible by society.', 'option_d': 'To prevent all medical errors and ensure perfect healthcare outcomes.', 'correct_option': 'C'}",Definition,What is the primary purpose of criminal liability in the context of medical practice?,To ensure doctors adhere to professional standards.,To compensate patients for any harm caused.,To punish individuals whose behavior is deemed reprehensible by society.,To prevent all medical errors and ensure perfect healthcare outcomes.,c
OIC-005-01-A,"{'question': ""What must a user prove to receive compensation for a medical act's harmful consequences?"", 'option_a': 'The damage was intentional.', 'option_b': 'The act caused the damage and there is a causal link.', 'option_c': 'The healthcare provider admitted fault.', 'option_d': 'The damage was pre-existing.', 'correct_option': 'B'}",Definition,What must a user prove to receive compensation for a medical act's harmful consequences?,The damage was intentional.,The act caused the damage and there is a causal link.,The healthcare provider admitted fault.,The damage was pre-existing.,b
OIC-005-10-A,"{'question': 'What defines a nosocomial infection?', 'option_a': 'An infection present upon hospital admission.', 'option_b': 'An infection appearing after 48 hours of hospitalization.', 'option_c': 'An infection contracted outside a healthcare setting.', 'option_d': 'An infection present in the community.', 'correct_option': 'B'}",Definition,What defines a nosocomial infection?,An infection present upon hospital admission.,An infection appearing after 48 hours of hospitalization.,An infection contracted outside a healthcare setting.,An infection present in the community.,b
OIC-005-08-A,"{'question': 'What type of error occurs when a necessary action has not been taken in the medical field?', 'option_a': 'Omission', 'option_b': 'Commission', 'option_c': 'Execution', 'option_d': 'Breach', 'correct_option': 'A'}",Definition,What type of error occurs when a necessary action has not been taken in the medical field?,Omission,Commission,Execution,Breach,a
OIC-005-04-A,"{'question': 'What is an example of administrative liability in a public health establishment?', 'option_a': 'A doctor refusing to treat a patient due to personal bias.', 'option_b': 'Poor coordination between doctors leading to patient harm.', 'option_c': 'A doctor providing care in a private clinic.', 'option_d': 'A doctor using hospital resources for personal gain.', 'correct_option': 'B'}",Definition,What is an example of administrative liability in a public health establishment?,A doctor refusing to treat a patient due to personal bias.,Poor coordination between doctors leading to patient harm.,A doctor providing care in a private clinic.,A doctor using hospital resources for personal gain.,b
OIC-005-05-A,"{'question': 'What distinguishes disciplinary liability from civil or criminal liability in the context of medical practice?', 'option_a': 'It is concerned solely with breaches of legal rules.', 'option_b': 'It exclusively involves actions taken by patients against doctors.', 'option_c': 'It addresses breaches of medical ethics, not strictly legal rules.', 'option_d': 'It involves direct intervention of law enforcement agencies.', 'correct_option': 'C'}",Definition,What distinguishes disciplinary liability from civil or criminal liability in the context of medical practice?,It is concerned solely with breaches of legal rules.,It exclusively involves actions taken by patients against doctors.,"It addresses breaches of medical ethics, not strictly legal rules.",It involves direct intervention of law enforcement agencies.,c
OIC-005-14-B,"{'question': 'Which of the following best describes the purpose of recovery barriers in healthcare safety systems?', 'option_a': 'They prevent errors from occurring in the first place.', 'option_b': 'They recover from errors before any harm occurs to the patient.', 'option_c': 'They limit the consequences after an error has been made.', 'option_d': 'They ensure compliance with national and regional health policies.', 'correct_option': 'B'}",,Which of the following best describes the purpose of recovery barriers in healthcare safety systems?,They prevent errors from occurring in the first place.,They recover from errors before any harm occurs to the patient.,They limit the consequences after an error has been made.,They ensure compliance with national and regional health policies.,b
OIC-005-03-A,"{'question': 'Under what circumstances are doctors employed by private establishments not personally liable for damage caused to patients?', 'option_a': ""When they exceed their mission's scope."", 'option_b': ""When they follow their employer's mission."", 'option_c': 'When they act independently of their employer.', 'option_d': 'When they practice in public hospitals.', 'correct_option': 'B'}",Definition,Under what circumstances are doctors employed by private establishments not personally liable for damage caused to patients?,When they exceed their mission's scope.,When they follow their employer's mission.,When they act independently of their employer.,When they practice in public hospitals.,b
OIC-316-02-B,"{'question': 'What percentage of Myelodysplastic Syndromes (MDS) cases are secondary to toxic exposure?', 'option_a': '85%', 'option_b': '15%', 'option_c': '50%', 'option_d': '30%', 'correct_option': 'B'}",Etiologies,What percentage of Myelodysplastic Syndromes (MDS) cases are secondary to toxic exposure?,85%,15%,50%,30%,b
OIC-316-04-B,"{'question': 'Which of the following is a characteristic feature of myelodysplastic syndromes (MDS) in bone marrow analysis?', 'option_a': 'Increased peripheral cytopenias with decreased marrow richness', 'option_b': 'Presence of only normal erythroblasts', 'option_c': 'Morphological abnormalities affecting multiple lineages', 'option_d': 'More than 20% of blasts in the bone marrow', 'correct_option': 'C'}",Positive diagnosis,Which of the following is a characteristic feature of myelodysplastic syndromes (MDS) in bone marrow analysis?,Increased peripheral cytopenias with decreased marrow richness,Presence of only normal erythroblasts,Morphological abnormalities affecting multiple lineages,More than 20% of blasts in the bone marrow,c
OIC-316-06-B,"{'question': 'What is the only curative treatment for myelodysplastic syndromes (MDS)?', 'option_a': 'Hypomethylating agents', 'option_b': 'Chemotherapy', 'option_c': 'Allogeneic transplantation', 'option_d': 'Erythropoietin (EPO)', 'correct_option': 'C'}",,What is the only curative treatment for myelodysplastic syndromes (MDS)?,Hypomethylating agents,Chemotherapy,Allogeneic transplantation,Erythropoietin (EPO),c
OIC-316-01-A,"{'question': 'What is a common characteristic of Myelodysplastic Syndromes (MDS)?', 'option_a': 'They primarily affect lymphoid cells.', 'option_b': 'They result in abnormal bone marrow cell production.', 'option_c': 'They are most common in young adults.', 'option_d': 'They are equally common in men and women.', 'correct_option': 'B'}",Definition,What is a common characteristic of Myelodysplastic Syndromes (MDS)?,They primarily affect lymphoid cells.,They result in abnormal bone marrow cell production.,They are most common in young adults.,They are equally common in men and women.,b
OIC-316-03-A,"{'question': 'What is a common blood count abnormality associated with Myelodysplastic Syndromes?', 'option_a': 'High platelet count', 'option_b': 'Macrocytic anemia', 'option_c': 'Increased leukocyte count', 'option_d': 'Hyperchromic anemia', 'correct_option': 'B'}",Positive diagnosis,What is a common blood count abnormality associated with Myelodysplastic Syndromes?,High platelet count,Macrocytic anemia,Increased leukocyte count,Hyperchromic anemia,b
OIC-316-05-A,"{'question': 'Which condition is ruled out by normal B12 and folate levels in the context of anemia diagnosis?', 'option_a': 'Medullary aplasia', 'option_b': 'Deficiency anemia', 'option_c': 'Bone marrow infiltration', 'option_d': 'Myelofibrosis', 'correct_option': 'b'}",,Which condition is ruled out by normal B12 and folate levels in the context of anemia diagnosis?,Medullary aplasia,Deficiency anemia,Bone marrow infiltration,Myelofibrosis,b
OIC-087-08-B,"{'question': 'What is the recommended initial treatment for confirmed elevated blood pressure during an epistaxis episode?', 'option_a': 'Administer calcium channel blockers', 'option_b': 'Immediately consult a cardiologist', 'option_c': 'Reassess blood pressure after 30 minutes', 'option_d': 'Discontinue all blood pressure medications', 'correct_option': 'A'}",Management,What is the recommended initial treatment for confirmed elevated blood pressure during an epistaxis episode?,Administer calcium channel blockers,Immediately consult a cardiologist,Reassess blood pressure after 30 minutes,Discontinue all blood pressure medications,a
OIC-087-07-A,"{'question': 'What is the first step in the therapeutic strategy for managing epistaxis?', 'option_a': 'Anterior and posterior tamponade with a double balloon catheter.', 'option_b': 'Evacuation of clots and bidigital compression with head bent forward.', 'option_c': 'Reduction of nasal blood flow from the ethmoidal arteries.', 'option_d': 'Endoscopic surgery with electrocoagulation/ligation.', 'correct_option': 'B'}",Management,What is the first step in the therapeutic strategy for managing epistaxis?,Anterior and posterior tamponade with a double balloon catheter.,Evacuation of clots and bidigital compression with head bent forward.,Reduction of nasal blood flow from the ethmoidal arteries.,Endoscopic surgery with electrocoagulation/ligation.,b
OIC-087-04-A,"{'question': 'Which basic biological test is essential for severe epistaxis?', 'option_a': 'Blood glucose level', 'option_b': 'Blood cell count', 'option_c': 'Cholesterol level', 'option_d': 'Urinalysis', 'correct_option': 'B'}",Additional tests,Which basic biological test is essential for severe epistaxis?,Blood glucose level,Blood cell count,Cholesterol level,Urinalysis,b
OIC-087-01-A,"{'question': 'What is the definition of epistaxis?', 'option_a': 'Bleeding from the nasal or sinus cavities', 'option_b': 'Inflammation of the nasal passages', 'option_c': 'An infection of the sinus cavities', 'option_d': 'A blockage in the nasal passages', 'correct_option': 'A'}",Definition,What is the definition of epistaxis?,Bleeding from the nasal or sinus cavities,Inflammation of the nasal passages,An infection of the sinus cavities,A blockage in the nasal passages,a
OIC-087-03-A,"{'question': 'What is the primary focus during the first stage of managing epistaxis?', 'option_a': 'Identifying the etiology of the epistaxis', 'option_b': 'Assessing the severity of the epistaxis', 'option_c': 'Finding comorbidities that may aggravate epistaxis', 'option_d': 'Treating the nasal obstruction', 'correct_option': 'B'}",Positive diagnosis,What is the primary focus during the first stage of managing epistaxis?,Identifying the etiology of the epistaxis,Assessing the severity of the epistaxis,Finding comorbidities that may aggravate epistaxis,Treating the nasal obstruction,b
OIC-087-11-A,"{'question': 'What is the preferred material for anterior tamponade in patients with coagulopathy?', 'option_a': 'Non-absorbable material', 'option_b': 'Absorbable material', 'option_c': 'Silicone-based material', 'option_d': 'Metallic material', 'correct_option': 'B'}",,What is the preferred material for anterior tamponade in patients with coagulopathy?,Non-absorbable material,Absorbable material,Silicone-based material,Metallic material,b
OIC-087-05-B,"{'question': 'When should a craniofacial angioscan be used in the context of epistaxis?', 'option_a': 'When cerebrospinal rhinorrhoea or pulsatile exophthalmos is present.', 'option_b': 'For all cases of nasal fractures.', 'option_c': 'In the case of suspected naso-sinus tumors.', 'option_d': 'For any epistaxis without trauma.', 'correct_option': 'A'}",Additional examinations,When should a craniofacial angioscan be used in the context of epistaxis?,When cerebrospinal rhinorrhoea or pulsatile exophthalmos is present.,For all cases of nasal fractures.,In the case of suspected naso-sinus tumors.,For any epistaxis without trauma.,a
OIC-087-09-A,"{'question': 'What is a common cause of epistaxis in children and adolescents?', 'option_a': 'Rhinosinusitis', 'option_b': 'Essential epistaxis', 'option_c': 'Naso-tracheal intubation', 'option_d': 'Nasopharyngeal fibroma', 'correct_option': 'B'}",Etiologies,What is a common cause of epistaxis in children and adolescents?,Rhinosinusitis,Essential epistaxis,Naso-tracheal intubation,Nasopharyngeal fibroma,b
OIC-087-10-B,"{'question': 'What is a common comorbidity that can increase the severity and recurrence of epistaxis?', 'option_a': 'High blood pressure', 'option_b': 'Allergic rhinitis', 'option_c': 'Sinus infection', 'option_d': 'Nasal polyps', 'correct_option': 'A'}",Etiologies,What is a common comorbidity that can increase the severity and recurrence of epistaxis?,High blood pressure,Allergic rhinitis,Sinus infection,Nasal polyps,a
OIC-087-06-B,"{'question': 'What is the primary artery targeted in interventional radiology treatment for massive epistaxis?', 'option_a': 'Sphenopalatine artery', 'option_b': 'Ethmoidal artery', 'option_c': 'Ophthalmic artery', 'option_d': 'Internal carotid artery', 'correct_option': 'A'}",Management,What is the primary artery targeted in interventional radiology treatment for massive epistaxis?,Sphenopalatine artery,Ethmoidal artery,Ophthalmic artery,Internal carotid artery,a
OIC-087-12-B,"{'question': 'What is the primary purpose of anteroposterior tamponade in managing epistaxis?', 'option_a': 'To directly cauterize the nasal mucosa.', 'option_b': 'To compress the nasal cavity and reduce blood flow from the sphenopalatine artery.', 'option_c': 'To remove nasal clots by suction.', 'option_d': 'To provide a permanent solution to chronic nasal bleeding.', 'correct_option': 'B'}",,What is the primary purpose of anteroposterior tamponade in managing epistaxis?,To directly cauterize the nasal mucosa.,To compress the nasal cavity and reduce blood flow from the sphenopalatine artery.,To remove nasal clots by suction.,To provide a permanent solution to chronic nasal bleeding.,b
OIC-087-02-A,"{'question': 'What is a critical factor in determining the severity of epistaxis?', 'option_a': 'The color of the blood', 'option_b': 'The abundance and duration of bleeding', 'option_c': ""The patient's diet"", 'option_d': 'The time of day it occurs', 'correct_option': 'B'}",Positive diagnosis,What is a critical factor in determining the severity of epistaxis?,The color of the blood,The abundance and duration of bleeding,The patient's diet,The time of day it occurs,b
OIC-194-03-B,"{'question': 'What is true about the prevalence of Anti-phospholipid syndrome (APS)?', 'option_a': 'It affects men and women equally.', 'option_b': 'It is more common in people with black skin.', 'option_c': 'APS occurs mostly outside of ovarian activity periods.', 'option_d': 'APS is a common disease.', 'correct_option': 'B'}",Prevalence,What is true about the prevalence of Anti-phospholipid syndrome (APS)?,It affects men and women equally.,It is more common in people with black skin.,APS occurs mostly outside of ovarian activity periods.,APS is a common disease.,b
OIC-194-02-A,"{'question': 'What differentiates primary anti-phospholipid syndrome (APS) from secondary APS?', 'option_a': 'Primary APS is associated with systemic lupus (LS).', 'option_b': 'Primary APS occurs outside any other defined pathological context.', 'option_c': 'Secondary APS is not related to autoimmune diseases.', 'option_d': 'Secondary APS is characterized by the absence of phospholipid antibodies.', 'correct_option': 'B'}",Definition,What differentiates primary anti-phospholipid syndrome (APS) from secondary APS?,Primary APS is associated with systemic lupus (LS).,Primary APS occurs outside any other defined pathological context.,Secondary APS is not related to autoimmune diseases.,Secondary APS is characterized by the absence of phospholipid antibodies.,b
OIC-194-07-B,"{'question': 'Which of the following is a clinical criterion for diagnosing Anti-phospholipid Syndrome (APS)?', 'option_a': 'High titre IgG anti-beta2 glycoprotein 1 antibodies', 'option_b': 'At least one unexplained prematurity', 'option_c': 'Mitral valve disease', 'option_d': 'Livedo reticularis', 'correct_option': 'B'}",,Which of the following is a clinical criterion for diagnosing Anti-phospholipid Syndrome (APS)?,High titre IgG anti-beta2 glycoprotein 1 antibodies,At least one unexplained prematurity,Mitral valve disease,Livedo reticularis,b
OIC-194-15-B,"{'question': 'What is the cornerstone of drug treatment for systemic lupus (LS)?', 'option_a': 'Cyclophosphamide', 'option_b': 'Hydroxychloroquine', 'option_c': 'Non-steroidal anti-inflammatory drugs', 'option_d': 'Mycophenolate mofetil', 'correct_option': 'B'}",Management,What is the cornerstone of drug treatment for systemic lupus (LS)?,Cyclophosphamide,Hydroxychloroquine,Non-steroidal anti-inflammatory drugs,Mycophenolate mofetil,b
OIC-194-01-A,"{'question': 'What is a characteristic feature of Systemic Lupus (SL)?', 'option_a': 'High levels of blood glucose', 'option_b': 'Production of antinuclear antibodies', 'option_c': 'Decreased immune response', 'option_d': 'Increased blood pressure', 'correct_option': 'B'}",Definition,What is a characteristic feature of Systemic Lupus (SL)?,High levels of blood glucose,Production of antinuclear antibodies,Decreased immune response,Increased blood pressure,b
OIC-194-05-A,"{'question': 'Which type of lupus is characterized by an erythematous rash in a symmetrical pattern on the face?', 'option_a': 'Acute Lupus', 'option_b': 'Lupus Subaiguus', 'option_c': 'Chronic Lupus', 'option_d': 'Diffuse Alopecia', 'correct_option': 'A'}",Positive diagnosis,Which type of lupus is characterized by an erythematous rash in a symmetrical pattern on the face?,Acute Lupus,Lupus Subaiguus,Chronic Lupus,Diffuse Alopecia,a
OIC-194-14-B,"{'question': 'Which type of lupus nephropathy requires treatment due to its serious nature and threat to renal prognosis?', 'option_a': 'Class I and II', 'option_b': 'Class III and IV with active lesions', 'option_c': 'Class V without nephrotic syndrome', 'option_d': 'All classes are benign and do not require treatment', 'correct_option': 'B'}",Monitoring and/or prognosis,Which type of lupus nephropathy requires treatment due to its serious nature and threat to renal prognosis?,Class I and II,Class III and IV with active lesions,Class V without nephrotic syndrome,All classes are benign and do not require treatment,b
OIC-194-04-B,"{'question': 'Which of the following is a common rheumatological manifestation of Systemic Lupus (LS)?', 'option_a': 'Bilateral, symmetrical polyarthritis', 'option_b': 'Asymmetrical joint swelling', 'option_c': 'Deforming arthritis', 'option_d': 'Joint destruction', 'correct_option': 'A'}",,Which of the following is a common rheumatological manifestation of Systemic Lupus (LS)?,"Bilateral, symmetrical polyarthritis",Asymmetrical joint swelling,Deforming arthritis,Joint destruction,a
OIC-194-10-A,"{'question': 'What is the significance of the ANA test in the context of systemic lupus (LS)?', 'option_a': 'It is highly specific and diagnostic for LS.', 'option_b': 'ANA presence is constant in LS but not exclusive to it.', 'option_c': 'A positive ANA test definitively confirms LS.', 'option_d': 'ANA test is used to exclude elderly patients from LS diagnosis.', 'correct_option': 'B'}",Additional examinations,What is the significance of the ANA test in the context of systemic lupus (LS)?,It is highly specific and diagnostic for LS.,ANA presence is constant in LS but not exclusive to it.,A positive ANA test definitively confirms LS.,ANA test is used to exclude elderly patients from LS diagnosis.,b
