id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-235-14-B,Etiologies,Which of the following is NOT a common etiology of tamponade?,Haemopericardium,Tuberculosis,Traumatic,Hypertension,D
OIC-235-11-B,Etiologies,Which of the following is NOT a common feature of Acute Pericarditis caused by systemic or autoimmune diseases?,Evocative context with possible pleurisy,High fever >39°C,Presence of hemorrhagic fluid,Background of associated autoimmune condition,C
OIC-235-13-A,Follow-up and/or prognosis,Which of the following is NOT a recognized complication of acute pericarditis?,Progressive evolution towards right heart failure,Elevation of troponin and myocarditis,Chronic calcifying pericarditis,Pulmonary embolism,D
OIC-235-06-B,Additional examinations,Which of the following is a correct interpretation of echocardiography findings in a patient with acute pericarditis?,Pericardial effusion is always seen as a solid mass obstructing the heart chambers.,Pericardial effusion size is categorized as minimal if it measures > 20 mm.,"Echocardiography can show a ""Coeur en carafe"" appearance indicative of significant pericardial effusion.",Pericardial thickening on echocardiography is a definitive sign of acute pericarditis with no presence of pericardial effusion.,C
OIC-235-08-A,,Which clinical indicator among the following is NOT associated with an increased risk of complications from Acute Pericarditis requiring hospitalization?,Fever > 38°C,Symptoms present for several weeks,Elevated troponin levels indicating myocarditis,Resistance to aspirin or NSAID for 7 days,C
OIC-235-12-A,Management,What is the recommended treatment protocol for Benign Acute Pericarditis?,"Corticosteroids, 400 mg daily for 2 weeks, with no need for biological monitoring","Rest, NSAIDs (either aspirin 1000 mg, three times per day, or ibuprofen 800 mg, three times per day) combined with colchicine (0.5 mg twice daily for patients over 70 kg, or 0.5 mg daily for patients under 70 kg) for 3 months, with biological monitoring","Immediate return to sports, NSAIDs as needed, and colchicine only for patients with a history of recurrence","Gastric acid suppression pills, NSAIDs as needed, and corticosteroids as first-line treatment",B
OIC-235-02-A,,"Which of the following is NOT a diagnostic criterion for Acute Pericarditis, based on the given educational content?",Evocative chest pain,Pericardial friction,Persistent and localized chest pain unresponsive to positional changes,Typical ECG changes (Stage I or sub-PQ),C
OIC-235-09-A,Etiologies,"What is the most common etiology and demographic for acute pericarditis, and which diagnostic procedure is rarely performed due to its invasive nature and lack of therapeutic implications in benign forms?",Bacterial infection; young adult female with significant cardiological history; repeat serologies; PCR on effusion fluid,Viral etiology; young adult male with no significant cardiological history; repeat serologies; PCR on effusion fluid,Autoimmune etiology; middle-aged male with a recent flu-like episode; repeat serologies; pericardial biopsy,Fungal infection; elderly male with a history of heart disease; repeat serologies; pericardial biopsy,B
OIC-235-15-A,Identification of the emergency,Which clinical sign is a key indicator of tamponade that involves a paradoxical change in the patient's pulse during respiration?,Pulsus paradoxus: A drop of 10 mmHg in PAS on inspiration.,Pulsus tardus: A gradual increase in PAS over time.,Pulsus accentuatus: A significant increase in PAS with each heartbeat.,Pulsus non-paradoxus: No change in PAS with respiration.,A
OIC-235-05-B,Additional examinations,"In the management of acute pericarditis, which of the following is the preferred method for pericardial drainage when the patient is unstable and why?",Surgical drainage because it is more definitive.,Surgical drainage due to the larger bore available for purulent effusions.,Percutaneous drainage using ultrasound-guided needle puncture under the sternum.,Observation without intervention as it resolves spontaneously.,C
OIC-100-03-A,Etiologies,"Which of the following is NOT a typical cause of sudden headaches in adults and children, based on the educational content provided?",Intracerebral Hemorrhage,Vertebral Dissection,Acute Glaucoma,Cardiac Causes such as Myocardial Ischaemia,D
OIC-100-04-B,,"In the context of chronic headaches, which condition is characterized by severe, often unilateral pain that is aggravated by physical activity and may be accompanied by nausea, vomiting, and significant dysautonomic signs?",Chronic tension headache,Chronic migraine without aura,Algie vasculaire de la face,Classic trigeminal neuralgia,B
OIC-100-02-A,Identification of the emergency,Which clinical presentation is an absolute emergency requiring systematic hospitalization and immediate investigation for infectious meningitis?,"A headache with photophobia and stiff neck, but normal body temperature","A headache with effortless vomiting, stiff neck, and elevated body temperature","A headache that is recent or of recent aggravation, unusual, and persistent",A headache associated with a drop in school performance and behavioral problems in children,B
OIC-100-06-A,Identification of the emergency,In which of the following scenarios is a lumbar puncture (LP) NOT contraindicated and is considered essential for diagnosis?,A patient presents with acute severe headache and hemodynamic instability.,A patient with a known coagulopathy is experiencing isolated severe headache without signs of infection.,A patient with suspected subarachnoid hemorrhage (SAH) has a clear CSF sample immediately after head trauma.,A patient with a fever and severe headache has been stable for several days and has normal initial blood glucose levels.,C
OIC-100-07-A,Management,"When treating a suspected secondary headache in the emergency department, which of the following is the correct initial management approach?",Administer high doses of aspirin to alleviate pain.,"Ensure the patient is on a full stomach, administer paracetamol 1g, and nefopam 20 mg intravenously.","Position the patient lying down with the head at 30°, treat with paracetamol 1g, nefopam 20 mg, and an antiemetic if needed, avoiding NSAIDs and aspirin.",Prescribe sedatives to ensure patient comfort and administer IV ketoprofen 100 mg.,C
OIC-100-09-A,Management,"According to the management principles of primary headaches, which of the following treatment strategies is recommended?",Unspecific seizure treatments for all types of primary headaches.,Consultation with a specialist for tailored seizure treatment specific to the type of primary headache.,Supplemental treatments aimed at increasing the frequency of headache attacks.,Ignoring the type of primary headache as it does not significantly influence treatment.,B
OIC-100-05-A,Etiologies,Which of the following is NOT typically associated with a headache in adults and children according to the provided educational content?,Positive Kernig and Brudzinski signs,Photophobia and nausea,Abrupt onset of severe leg pain,Headache worsening with coughing or exertion,C
OIC-100-01-A,Positive diagnosis,Which of the following is NOT a red flag indicating a secondary cause for acute and chronic headaches?,Temporal arteritis in a patient over 50 years old with jaw claudication,Hypotension leading to headache,Sudden onset headache in a young adult,"Recent dural rupture (e.g., post-lumbar puncture headache)",B
OIC-100-08-A,Additional examinations,"In the case of a sudden headache in an adult patient, which imaging modality is considered a matter of urgency to investigate the possibility of a subarachnoid hemorrhage (SAH)?",Cerebral angioscanner,Cerebral CT scan without injection,Full brain MRI with contrast,Cerebral arteriography via the femoral route,B
OIC-145-12-A,,Which of the following is NOT a recommended measure for preventing the transmission of infectious diseases according to the principles outlined in the educational content?,Wearing a surgical mask for patients with respiratory infections,Using antibiotics as a prophylactic measure for all types of infectious diseases,Performing excellent hand hygiene using a hydroalcoholic solution,Implementing environmental sanitation and water treatment measures,B
OIC-145-06-B,Definition,What is the primary role of Santé Publique France (SPF) in the context of communicable infectious diseases?,To provide direct healthcare services to patients with infectious diseases.,To organize health monitoring and inform on health risks and trends in France.,To solely focus on the treatment of chronic diseases.,To regulate the pharmaceutical industry in France.,B
OIC-145-03-B,Definition,Which of the following organizations is primarily responsible for the surveillance of communicable infectious diseases in France?,The Ministry of Education,Santé Publique France,The National Security Agency,The Ministry of Defense,B
OIC-145-09-B,Epidemiology,Which of the following is NOT a route of indirect horizontal transmission of communicable diseases from an environmental reservoir to a human host?,Consumption of contaminated food leading to typhoid fever,Inhalation of airborne particles causing aspergillosis,Direct transmission from an infected individual to another without any environmental intermediary,Freshwater bathing resulting in schistosomiasis,C
OIC-145-05-B,Definition,What does the Positive Predictive Value (PPV) of a diagnostic test measure?,The proportion of healthy subjects that receive a negative test result.,The proportion of subjects with a positive test result who are actually sick.,The proportion of sick subjects out of all subjects who received a positive test result.,The proportion of subjects who receive a positive test result and are truly not affected by the disease.,B
OIC-145-07-B,Physiopathology,What factors are involved in the transmission of an infectious disease?,Only the infectious agent and the host's immune system,"The infectious agent, a reservoir, a vector, and a host","The infectious agent, a reservoir, a source, and a vector","The infectious agent, a vector, and the host's diet",B
OIC-145-01-A,Definition,Which of the following best describes the definition of a communicable disease?,A disease caused by genetic factors that can be inherited from parents.,A disease caused by an infectious agent and capable of being transmitted between individuals or from a common source.,A mental health condition that affects communication and social interaction.,A chronic illness that develops slowly over time and is not influenced by infectious agents.,B
OIC-145-13-A,Epidemiology,"In the context of managing communicable infectious diseases within children's groups, crèches, and educational establishments, what guideline is recommended by the Haut Conseil de la Sante Publique?",Eviction measures should be implemented for all communicable diseases.,"Eviction or isolation measures are recommended only for certain diseases listed in the 2012 update, specifying the necessity and duration after anti-infectious treatment.",Eviction is universally advised for children during the acute phase of any illness.,Isolation measures are only required for viral infections of the digestive tract or upper airways.,B
OIC-145-11-B,Definition,What are the primary responsibilities of the National Centres of Reference (CNR) for the control of communicable diseases?,To provide direct medical treatment to patients with infectious diseases,To offer expertise in the microbiology and pathology of infectious agents and contribute to epidemiological surveillance,To design vaccines for communicable diseases,To manage the healthcare facilities in France,B
OIC-145-02-B,,Which of the following best describes the aim of communicable infectious disease surveillance as detailed in the educational content?,To provide immediate treatment to patients with infectious diseases.,To compile and analyze clinical and/or microbiological data relating to infectious diseases for the purpose of implementation and evaluation of prevention and control measures.,To conduct laboratory research on infectious diseases with no focus on data collection.,To train field workers in passive surveillance techniques exclusively.,B
OIC-145-04-B,Definition,Which of the following best describes the Basic Reproduction Number (R₀) in epidemiology?,The ratio of immune individuals to susceptible individuals in a population.,The ratio of existing diseases to new cases reported in a given year.,The expected average number of new cases generated by a contagious person in a fully susceptible population.,The ratio of deaths to the total population in a given period.,C
OIC-145-14-B,Definition,What is the primary purpose of the 'Réseau Sentinelles' (Sentinel Network) in mainland France?,To provide free healthcare services to all citizens.,To conduct large-scale clinical and epidemiological studies.,To create computerized surveillance systems for monitoring communicable diseases.,To offer professional development courses for general practitioners.,C
OIC-145-08-A,Physiopathology,Which of the following is NOT a mode of transmission for infectious diseases according to the provided educational content?,Transmission through direct human-to-human contact without any intermediary,Transmission by inhaling airborne particles from an infected animal,Transmission via contaminated food or water from a biological reservoir,Transmission through genetic inheritance from parent to child,D
OIC-145-10-A,Epidemiology,"In the process of compulsory reporting for notifiable diseases in France, which of the following best describes the two-stage process for handling a confirmed diagnosis of a notifiable disease, excluding Pandemic Influenza outbreaks?","Reporting, then immediate quarantine of the patient","Notification, followed by immediate public health measures implementation","Reporting, followed by notification to the medical inspector and transmission of specific data","Notification, then anonymized data transmission to international health organizations",C
OIC-037-11-B,Management,Which of the following factors is NOT considered when choosing a method of contraception after an abortion?,The patient's cultural beliefs and lifestyle,The cost and side effects of the contraception method,The patient's previous experience with the chosen method of contraception,The patient's favorite color,D
OIC-037-02-A,Etiologies,What are the common causes of unwanted pregnancies leading to voluntary termination?,Consistent and effective contraception use,Accidental or unplanned contraceptive method failure,Women who always comply with contraceptive changeover rules,Two-thirds of women who undergo a termination were not using any contraception,B
OIC-037-10-B,,"Which of the following is NOT a potential complication of an abortion, regardless of whether it is medical or instrumental?",Increased risk of pelvic inflammatory disease,Increased risk of infertility,Uterine arteriovenous malformations (UAVM),Placental anomalies,A
OIC-037-09-B,Taking charge,Which of the following is NOT a contraindication for the use of mifepristone or misoprostol in abortion procedures?,Asthma not controlled by treatment,Severe anemia with hemoglobin levels below 9-10 g/dL,Presence of an intrauterine device (IUD) in place,A patient who has a cardiovascular history of angina pectoris and severe unbalanced hypertension,D
OIC-037-08-B,,What is the maximum legal gestational age for each abortion technique and what are the treatment regimens associated with them?,"Medical Abortion: Up to 16 weeks, 200 mg mifepristone followed by 400 microg misoprostol 24-48 hours later. Instrumental Abortion: Up to 9 weeks, 200 mg mifepristone or 400 microg misoprostol 3-4 hours before the procedure.","Medical Abortion: Up to 9 weeks, 200 mg mifepristone followed by 400 microg misoprostol 24-48 hours later. Instrumental Abortion: Up to 16 weeks, 200 mg mifepristone or 400 microg misoprostol 3-4 hours before the procedure.","Medical Abortion: Up to 16 weeks, 200 mg mifepristone followed by 400 microg misoprostol 24-48 hours later. Instrumental Abortion: Up to 9 weeks, 200 mg mifepristone or 400 microg misoprostol 3-4 hours before the procedure.","Medical Abortion: Up to 9 weeks, 200 mg mifepristone followed by 400 microg misoprostol 3-4 hours later. Instrumental Abortion: Up to 16 weeks, 200 mg mifepristone or 400 microg misoprostol 24-48 hours before the procedure.",B
OIC-037-04-A,Epidemiology,Which age group has the highest rate of abortions in France according to the given epidemiological data?,Women aged 18-20,Women aged 20-24,Women aged 20-29,Women aged 30-34,C
OIC-037-06-A,,"Where can abortions typically be carried out, according to the provided educational content?",Only in private family homes,Exclusively at gynaecologists’ offices,"In health establishments, health centres run by gynaecologists, general practitioners, or midwives",In public parks with approved facilities,C
OIC-037-01-A,Definition,"When was the law on voluntary termination of pregnancy (IVG) in France first passed, and what was the time limit for abortion at that time?",1965; up to the tenth week of amenorrhea,1972; up to the twelfth week of amenorrhea,1975; up to the twelfth week of amenorrhea,2001; up to the fourteenth week of amenorrhea,C
OIC-037-07-A,,"During the follow-up consultation after an abortion, what is the primary purpose of the session according to the educational content provided?",To confirm the patient's eligibility for a second abortion,"To ensure the patient has taken appropriate contraception and to check for complications, regardless of the type of abortion",To provide the patient with a new medical certificate for their records,To schedule the patient's next appointment with a gynecologist,B
OIC-037-05-A,,"Under French law, which of the following statements is correct regarding the process and conditions for a voluntary termination of pregnancy?",Abortions are only possible up to 9 weeks' gestation and must be performed by a general practitioner (GP).,"Women seeking an abortion must have two compulsory consultations and a psycho-social interview, especially for minors.",Abortions are not covered by social security and require a referral from a GP.,"The anonymity of the patient is not guaranteed, regardless of the location of the abortion.",B
OIC-037-12-B,Follow-up and/or prognosis,Which of the following is NOT considered a risk factor for recidivism in voluntary termination of pregnancy?,Young age of the patient,Having a stable partner,Living in unfavorable socio-economic conditions,Use of unsuitable contraception,B
OIC-037-03-B,Epidemiology,"Based on the educational content provided, what is the average number of women in France who undergo an abortion in their lifetime, and since when has the annual number of abortions been stable?","2 out of 5 women, stable since 2000","1 out of 4 women, stable since 2006","2 out of 5 women, stable since 2006","3 out of 5 women, stable since 2010",C
OIC-229-02-A,Definition,Which of the following is NOT a recognized complication of central and peripheral venous access according to the educational content provided?,Infectious complications,Thrombotic complications,Gastrointestinal bleeding,Hemorrhagic complications,C
OIC-229-07-B,Management,Which of the following is the correct initial treatment approach for a patient with fever and signs of sepsis due to a venous line infection?,Remove the catheter and continue monitoring without antibiotics.,"Culture the catheter, but do not start antibiotic therapy until specific pathogens are identified.","Initiate antibiotic therapy targeting Staphylococcus aureus and epidermidis, and consider Gram-negative bacilli in cases of immunodeficiency.",Immediately perform surgery to remove the catheter and administer anticoagulants.,C
OIC-229-05-A,,"When removing a venous line, what precautions should be taken to minimize complications?","Apply pressure to the insertion point, perform removal while the patient is standing, and advise the patient to hold their breath.","Apply compression to the insertion point, ensure the patient is in a supine position, and instruct the patient to stop breathing or breathe out during removal.","Remove the venous line quickly without compression to reduce stress on the patient, perform removal while the patient is sitting, and instruct the patient to continue normal breathing.","Apply heat to the insertion point for better accessibility, ensure the patient is in a prone position, and instruct the patient to hold their breath during removal.",B
OIC-229-03-A,,What is the primary purpose of the video titled 'Knowing the Technique for Inserting a Peripheral Venous Line'?,To demonstrate methods for preventing complications during venous access,To teach the appropriate technique for inserting a peripheral venous line,To showcase different types of peripheral venous lines available on the market,To provide a history of venous access in medical practice,B
OIC-229-06-B,,What is a critical consideration before inserting a central venous line to ensure its proper function and minimize complications?,Choosing an easily accessible superficial vein,Ensuring the patient has a low-protein diet,Selecting the appropriate size and type of catheter based on patient condition,Administering a sedative to the patient for comfort,C
OIC-229-01-A,Definition,Which of the following statements accurately describes the main differences between central and peripheral venous access methods?,"Central venous access is non-invasive and typically used for short-term treatments, while peripheral access involves implantable chambers and is used for long-term therapy.","Peripheral venous access is often used for short-term treatments and is less invasive than central venous access, which includes implantable chambers for long-term therapy.",Both central and peripheral venous access methods are equally invasive and are typically used for long-term therapy.,"Central venous access is exclusively used for emergency situations, while peripheral access is used for chronic conditions requiring long-term therapy.",B
OIC-229-04-A,,Which of the following is not a recognized complication associated with venous access monitoring?,Bacteremia due to infectious complications,Parietal vascular perforations due to catheter malposition,Hemolysis directly caused by the central catheter material,Suppuration at the puncture site,C
OIC-038-10-B,Etiologies,Which of the following is a cause of male infertility due to secretory origins?,Bilateral absence of the vas deferens due to CFTR gene mutations,Hyperprolactinemia,Surgical sequelae of genitourinary infection,Kallman de Morsier syndrome,D
OIC-038-04-B,Positive diagnosis,"During the initial consultation for an infertile couple, which of the following is NOT typically assessed during the clinical examination?",Measurement of waist circumference in overweight or obese women,Assessment of Ferriman and Gallwey score for hirsutism,Evaluation of genetic predisposition for polycystic ovary syndrome (PCOS),Identification of signs of endometriosis during gynecological examination,C
OIC-038-09-B,Etiologies,What are the primary causes of female infertility as identified in the educational content?,"30% due to ovulatory disorders, 30% due to tubal pathologies, 40% due to endometriosis, and 7% due to sexological disorders.","40% due to ovulatory disorders, 30% due to tubal pathologies, 15% due to endometriosis, and 8% due to uterine or cervical pathologies.","30% due to ovulatory disorders, 30% due to tubal pathologies, 15% due to endometriosis, and 8% due to uterine or cervical pathologies.","30% due to ovulatory disorders, 15% due to endometriosis, 30% due to tubal pathologies, and 10% due to unexplained infertility.",C
OIC-038-02-A,Definition,"According to the World Health Organisation (WHO), how is an infertile couple defined?",A couple who takes more than 12 months to achieve a clinical pregnancy with unprotected sexual intercourse.,A couple who has been trying to conceive for less than 12 months without success.,A couple that has conceived but has been unable to carry the pregnancy to term.,A couple who has never conceived despite living together for over a year.,A
OIC-038-03-B,"Epidemiology, prevalence","Which factor is considered the primary predictor of fertility in women, according to the educational content provided?",Frequency of sexual intercourse,Consumption of tobacco,Age,Body Mass Index (BMI),C
OIC-038-07-B,Complementary examinations,"According to the WHO and various learned societies, under what circumstances should an investigation of a couple presenting difficulties in procreating commence immediately, instead of waiting for one year of regular sexual intercourse without contraception?",The couple has a history of regular sexual intercourse with contraception.,"The woman is over 35 years old, or there are menstrual cycle disorders or a known genital pathology in either partner.",The man's spermogram shows a high count of spermocytes.,The couple is planning to have a child with assisted reproductive technologies.,B
OIC-038-01-A,Definition,Which of the following best defines the fertility of a couple based on the provided educational content?,The number of children a couple adopts in a year.,The probability of a pregnancy occurring in a month when not using contraception.,The ratio of the number of live births to the total male population over a year.,The couple's ability to conceive and give birth to a living child.,D
OIC-038-08-B,,Which of the following parameters is NOT within the normal reference values defined by the WHO for a fertile man's spermogram?,Numeration: N ≥ 16 million/mL (concentration),Vitality: N ≥ 58%,pH of Sperm: 6.8 ≤ N ≤ 7.5,Mobility at 1 Hour: Total (PR+NP) ≥ 50%,D
OIC-038-06-B,Etiologies,"During a consultation for infertility, a male patient reports a history of chronic diarrhoea and malabsorption. Based on the educational content provided, which of the following conditions is most likely associated with his symptoms?",Klinefelter's syndrome,Varicocele,Congenital bilateral absence of the vas deferens (CBAVD),Exposure to heat and toxic substances,C
OIC-038-05-B,Positive diagnosis,"During a clinical examination of a male patient with potential infertility issues, which of the following is NOT typically assessed?",Testicular volume and presence of varicocele,Presence of gynecomastia,Rectal examination to evaluate prostatic health,Heart rate and blood pressure,D
OIC-187-06-A,Etiologies,"What is the typical time frame for the onset of acute food-induced urticaria after ingesting the offending food, and which of the following symptoms indicate a severe condition?",Onset within 12 hours; localized swelling,Onset within 2 hours; associated symptoms like difficulty breathing,Onset within 6 hours; fever and sore throat,Onset within 4 hours; joint pain and rash,B
OIC-187-11-B,,"What are the primary complications of atopic dermatitis in children and adults, and which of the following statements is true?",Superinfection by Staphylococcus aureus often leads to light yellow oozing from acute lesions.,Herpes virus superinfection occurs in about 5% of cases and may present as vesicular lesions that rapidly progress to skin erosions.,"Contact eczema is a rare complication, usually resulting from a secondary bacterial infection.",Atopic dermatitis significantly improves the quality of life due to its chronic nature.,B
OIC-187-05-A,Identifying the emergency,Which of the following is NOT a sign associated with anaphylaxis in a patient presenting with acute urticaria?,Tachycardia,Bronchospasm,Hypertension,Vomiting,C
OIC-187-12-A,Management,Which of the following is the most appropriate initial treatment strategy for managing atopic dermatitis (AD) in children and adults?,"Use very strong dermocorticoids daily on all skin areas, regardless of severity or location.",Apply a fragrance-free emollient immediately upon symptoms of skin dryness and continue throughout AD treatment.,Begin with oral antihistamines as the primary treatment during acute AD flare-ups.,Initiate phototherapy as the first line of treatment for all AD patients.,B
OIC-187-18-A,Management,Which of the following statements best represents the principles of treating contact eczema according to the provided educational content?,Apply dermocorticoids continuously for life to prevent flare-ups.,Use a moisturizing cream only during active eczema flare-ups.,"Avoid contact with the allergen and apply dermocorticoids once daily until healing, typically about ten days, then use moisturizing cream for skin flaking afterward.",Use the same type of treatment cream or ointment regardless of the eczema's location on the body.,C
OIC-187-02-B,Pathophysiological elements,What are the two mechanisms through which mast cell activation can lead to urticaria?,Genetic mutation and autoimmune response,Immunological (via IgE or IgG autoantibodies) and non-immunological (direct activation via surface receptors or pharmacological action of certain drugs),Bacterial infection and viral infection,Nutritional deficiencies and exposure to cold temperatures,B
OIC-187-07-A,Management,Which of the following is the recommended initial treatment for acute urticaria?,4 tablets/day of 2nd generation anti-H1 antihistamines,1 to 2 tablets/day of 2nd generation anti-H1 antihistamines,Parenteral adrenaline and oxygen therapy,Administration of inhaled beta-2 mimetics,B
OIC-187-13-B,Physiopathology,Which of the following best describes the pathophysiological process of allergic contact dermatitis in individuals who have previously been sensitised to an allergen?,"The allergen-specific T lymphocytes immediately react upon first contact, causing immediate eczema.","Upon re-exposure to the allergen, memory LTCD8+ cells trigger an inflammatory reaction, leading to eczema after 24 to 48 hours.","Non-sensitised individuals develop memory LTCD8+ cells upon first contact with the allergen, resulting in chronic eczema.","Allergen exposure leads to T lymphocyte depletion, preventing any allergic reaction and subsequent eczema.",B
OIC-187-09-A,Positive diagnosis,Which of the following best describes the common pattern of lesion development in children with atopic dermatitis (AD)?,Lesions typically begin on the palms and soles and progress to the face.,"Lesions generally start on the face and scalp, then extend to the sides of the limbs and trunk in infants.","Lesions are most commonly found on the back and buttocks, later spreading to the arms and legs.",Initial lesions appear on the lower extremities and later migrate to the upper body.,B
OIC-187-16-A,Etiologies,"Which of the following is NOT considered a common source of allergens that may cause contact eczema, according to the educational content provided?",Synthetic fibers in clothing,Leather components in footwear,Nickel in accessories,UV rays from sunlight,A
OIC-187-08-B,,What are the primary factors responsible for atopy in children and adults?,Genetic predisposition and IgE-mediated immunological reactivity to environmental antigens,Lack of exposure to cats in early childhood,Overactive adaptive immune system alone,Environmental factors like climate and weather changes only,A
OIC-187-03-A,Positive diagnosis,Which of the following statements is accurate regarding the characteristics and associations of superficial urticaria and deep urticaria (angioedema)?,"Superficial urticaria is always associated with deep urticaria and presents with constant, non-pruriginous papules.",Deep urticaria can be isolated in 50% of cases and typically affects areas with few mast cells.,"Superficial urticaria is characterized by ""pruriginous, fleeting, and migratory"" papules, and deep urticaria often involves areas rich in mast cells.",The Higham score is specifically used to diagnose deep urticaria.,C
OIC-187-14-A,Positive diagnosis,Which of the following best describes the phases of acute eczema eruption?,"Erythematous phase, vesicle opening, scab formation, pruritus","Vesicle formation, scab development, pruritus, erythematous phase","Pruritus, erythematous phase, scab formation, vesicle opening","Scab formation, vesicle opening, erythematous phase, intense pruritus",A
OIC-187-17-B,Additional tests,"What is considered a ""positive"" result in a patch test for hypersensitivity and mucocutaneous allergies?",A simple erythema that disappears within a few hours,The absence of erythema and contact eczema at the site of allergen application,"Contact eczema (erythema, vesicles) at the site where the allergen has been applied",The presence of contact eczema but no erythema at the site where the allergen has been applied,C
OIC-187-01-A,Definition,What is the typical presentation and duration of acute urticaria in affected individuals?,"It typically presents subacutely, lasting several weeks to months, and is always allergic in origin.","It affects 15-20% of the population and usually presents acutely, potentially lasting for more than 6 weeks at a time.",It is a chronic condition that presents with daily flare-ups for over a year.,It is primarily caused by bacterial infections and presents with acute symptoms for less than a week.,B
OIC-223-05-A,Positive diagnosis,Which of the following statements accurately describes a characteristic of familial hypercholesterolaemia?,It is a secondary hyperlipidaemia associated with type 2 diabetes and metabolic syndrome.,"It is characterized by an isolated increase in LDL cholesterol, often due to lifestyle factors.",It involves a single gene mutation that causes early cardiovascular events due to extremely high LDL cholesterol levels.,It is most commonly associated with acute pancreatitis when triglyceride values exceed 11 mmol/L.,C
OIC-223-04-A,Testing,"At what ages should screening for dyslipidemia be considered, according to the provided guidelines?",From the age of 30 in men and women,"From the age of 40 in men and from the age of 50 in women, including all post-menopausal women and those on hormonal contraception",From the age of 60 in all individuals,From the age of 20 in high-risk individuals,B
OIC-223-01-A,Definition,"According to the SCORE2 and SCORE2-OP risk assessment equations, which age group is NOT assessed using these equations?",Individuals aged 40 to 69 years,Individuals aged 70 years and older,Individuals with diabetes,Individuals aged 30 to 49 years,D
OIC-223-02-A,Definition,What are the three main types of dyslipidemia categorized based on their cause?,"Primary hyperglycemia, secondary hyperglycemia, mixed hyperglycemia","Pure hypercholesterolaemia, pure hypertriglyceridaemia, mixed hyperlipidaemia","Pure hypertension, secondary hypertension, mixed hypertension","Primary hyperlipidemia, secondary hyperlipidemia, mixed hyperlipidemia",D
OIC-223-08-B,Additional tests,"When searching for secondary dyslipidemia, which of the following biological tests is NOT typically ordered according to the clinical context provided?",TSH,Creatinine,Blood glucose,Alkaline phosphatase,C
OIC-223-07-A,Etiologies,Which of the following is NOT a recognized cause of secondary hyperlipidemia?,Hypothyroidism,Nephrotic syndrome,Excessive consumption of omega-3 fatty acids,Use of retinoids,C
OIC-223-09-A,Management,"Which LDL-cholesterol target is recommended for patients aged ≥ 40 years without diabetes, familial hypercholesterolaemia, renal insufficiency, or known cardiovascular disease in cases of very high cardiovascular risk according to the European consensus ESC 2021?",< 0.55 g/L,< 1.4 g/L,< 2.6 g/L,< 3.5 g/L,B
OIC-223-03-B,Physiopathology,What is the established relationship between LDL-cholesterol and atherosclerosis?,Higher levels of LDL-cholesterol decrease the risk of atherosclerosis.,LDL-cholesterol has no impact on the formation of atherosclerotic plaque.,Lowering LDL-cholesterol levels significantly reduces the risk of cardiovascular accidents.,The link between LDL-cholesterol and atherosclerosis is indirect and not strong.,C
OIC-223-10-A,Management,Which of the following dietary recommendations is appropriate for managing severe hyperglyceridemia?,Increase daily fat intake to 40% of total calorie intake.,Focus solely on reducing protein intake.,Follow a low-fat diet and use oil based on medium-chain triglycerides.,Consume high amounts of simple sugars for energy.,C
OIC-227-01-A,Definition,What is the primary difference between chronic venous insufficiency (CVI) and varicose veins based on the provided educational content?,"CVI is a temporary condition affecting the upper limbs, while varicose veins are permanent and affect the lower limbs.","Varicose veins are characterized by dilatation of superficial veins greater than 3 mm in diameter, while CVI is defined by valvular incompetence in both deep and superficial veins.","CVI affects the feet, while varicose veins cannot be observed in the lower limbs.","Varicose veins result from venous obliteration, whereas CVI is solely due to the presence of superficial veins.",B
OIC-227-05-A,Etiologies,Which of the following is NOT a common factor favoring the onset of chronic venous insufficiency (CVI) and varicose veins?,Regular physical activity,Female gender,Overweight and obesity,Multiple pregnancies,A
OIC-227-02-B,Physiopathology,Which of the following statements accurately describes the pathophysiological mechanisms associated with chronic venous insufficiency (CVI) and varicose veins according to the CEAP classification?,"CVI is primarily caused by the obstruction of the deep venous network, leading to increased pressure in the superficial venous network.","Varicose veins result solely from venous reflux, without any contribution from venous obstruction.","CVI and varicose veins can be attributed to either venous reflux (R) or obstruction (O), often following deep vein thrombosis and pulmonary embolism.","The veno-muscular pump is responsible for draining 90% of venous blood from the lower limbs, causing CVI and varicose veins.",C
OIC-227-09-A,Positive diagnosis,Which of the following is an essential step in the clinical diagnosis of Chronic Venous Insufficiency (CVI)?,Performing a venous Doppler ultrasound while the patient is lying down to check for reflux.,"Examining the lower limb in external rotation and slight flexion, and comparing both limbs while the patient is standing.",Palpating the arteries in the upper limb for signs of systemic hypertension.,Measuring blood glucose levels to rule out diabetic ulcers.,B
OIC-227-04-B,Etiologies,Which of the following is the most common aetiology of Chronic Venous Insufficiency (CVI) according to the CEAP classification?,Primary Deep Valve Insufficiency,Post-Thrombotic Syndrome (PTS),Compressive Venous Syndromes,Systemic Varicose Veins,D
OIC-227-03-A,Definition,What is the Villalta score range for the diagnosis of severe post-thrombotic syndrome (TPS)?,0-4,5-9,10-14,≥ 15 or ulcer present,D
