id,rubric,question,option_a,option_b,option_c,option_d,correct_option,content_gpt,originality,readability,starts_with_negation,is_question,relevance,ambiguity,gpt_answer,disclosure,difficulty
OIC-132-05-A,Positive diagnosis,Which of the following conditions is NOT considered a potentially reversible cause of neuro-cognitive disorders in the elderly?,Vitamin B12 deficiency,Subdural haematoma,Alzheimer's disease,Chronic adrenal insufficiency,C,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Know the differential diagnoses of Alzheimer's disease and related disorders.

**Description:** Know the curable diseases that can lead to neuro-cognitive disorders.

**Rubric:** Positive diagnosis

There are medical conditions that can lead to neuro-cognitive disorders that are possibly or partially reversible with appropriate treatment:

- Vitamin deficiencies (B12, B9)
- Subdural haematoma
- Intracranial tumour
- Hydrocephalus at normal pressure
- Carbon monoxide poisoning (damage to the basal ganglia)
- Endocrine disorders (hypothyroidism, chronic adrenal insufficiency)
- Hyponatraemia/hypercalcaemia of progressive onset
- Iatrogenicity: drug encephalopathy (valproate, lithium, etc.), anticholinergic drugs, psychotropic drugs, etc.
- Systemic inflammatory diseases (vasculitis, etc.)
- Paraneoplastic syndromes
- Infections (neurosyphilis, HIV)",0.75,18.307777777777783,False,True,0.7986062169075012,0.5117196242014567,c,True,5
OIC-132-12-B,Management,Which of the following is the recommended initial approach for managing agitation or aggression in elderly patients with neuro-cognitive disorders?,Immediately administer long-term benzodiazepines to ensure patient calmness.,"Use calm, soothing words, avoid contradicting the patient, and engage in occupational activities.",Isolate the patient to prevent harm to others and self-aggression.,Increase environmental stimuli to distract the patient from aggressive behavior.,B,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Therapeutic Approach to Agitation or Aggression in Neuro-Cognitive Disorders

**Description:** Understand the main principles of hierarchical medical, psychosocial, and drug management (see item 347)

**Rubric:** Management

**Management of Disruptive Behavioral Problems (Agitation, Aggression, Aberrant Motor Behavior, etc.)**

1. Rule out confusional syndrome, which is a diagnostic emergency. Look for factors triggering or aggravating behavioral problems, such as infection, iatrogenia, urinary withholding, pain, anxiety-depressive syndrome, or changes in environment and caregivers.

2. Protect the patient and oneself by assessing the patient's self- and hetero-aggressiveness and the dangerousness of the environment.

3. Prioritize non-medicinal approaches: use calm, soothing words, avoid contradicting the patient, and engage in occupational activities.

4. If necessary, when there is a danger to the patient or others, consider medication. Prefer benzodiazepines with a short half-life or atypical antipsychotics for temporary use in short courses (2 to 3 weeks). Monitor patients closely due to numerous side effects.

5. Reassess the appropriateness of the medicinal and non-medicinal approaches used.

6. Provide therapeutic education for caregivers.",0.9,18.76,False,True,0.8675152659416199,0.7048050959904989,b,False,4
OIC-132-06-A,Etiologies,Which of the following is NOT listed as a possible etiology for major or mild neurocognitive disorders according to the DSM-5?,Alzheimer's disease,Frontotemporal degeneration,Chronic stress,Secondary to HIV infection,C,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Know the main causes of a neuro-cognitive disorder

**Description:** None

**Rubric:** Etiologies

**Definitions:**

According to the DSM-5, the possible etiologies of major or mild neurocognitive disorders are:

- Alzheimer's disease
- Frontotemporal degeneration
- Lewy body disease
- Neurovascular encephalopathy
- Secondary to cerebral trauma
- Secondary to substance use
- Secondary to HIV infection
- Parkinson's disease
- Prion disease
- Huntington's disease
- Multiple etiologies",0.4444444444444444,14.514285714285716,False,True,0.7899169921875,0.5399314562479655,c,False,5
OIC-132-07-A,,Which of the following tools is primarily used for assessing executive functions in the elderly to identify neurocognitive disorders?,Mini Mental State Evaluation,Dubois 5-word test,BREF,Clock,C,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Knowing the Tools for Identifying Neurocognitive Disorders

**Description:** Application in General Medicine

There are several tools for identifying neurocognitive disorders. They are not sufficient on their own to make a diagnosis but can be used to assess the severity of cognitive impairment.

- Mini Mental State Evaluation: Global cognitive assessment
- Dubois 5-word test: Memory and encoding assessment
- BREF: Assessment of executive functions
- Clock: Assessment of executive and visuospatial functions",1.0,19.146315789473686,False,True,0.8367753624916077,0.505246659119924,c,False,3
OIC-132-11-B,Positive diagnosis,"Which of the following symptoms is NOT typically associated with neuro-cognitive disorders in the elderly, according to the Neuro-Psychiatric Inventory?",Enhanced memory recall,Depression/dysphoria,Irritability/stability,Agitation/aggression,A,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Knowing the Psychological and Behavioural Symptoms of Dementia

**Description:** Know how to identify the main behavioural disorders associated with diseases responsible for neuro-cognitive disorders.

**Rubric:** Positive Diagnosis

These symptoms should be looked for at each consultation, as some carers will not talk about them spontaneously, or the symptoms may be trivialised. The Neuro-Psychiatric Inventory can be used to assess the frequency and impact (severity) of each of these symptoms.

**Symptoms:**

- Depression/dysphoria
- Anxiety
- Irritability/stability
- Apathy
- Exaltation/euphoria
- Disinhibition
- Delusional ideas
- Hallucinations
- Agitation/aggression
- Aberrant motor behaviour
- Sleep disorders
- Appetite disorders

These can have major consequences in terms of:

- Quality of life and adaptation of patients to their environment
- Quality of care, with the risk of abuse or neglect
- Functional prognosis of the disease
- Inappropriate drug prescribing
- Increased risk of hospitalisation and institutionalisation
- Quality of life and physical and mental health of carers",0.7,19.94,False,True,0.7833070755004883,0.45479175448417664,a,False,5
OIC-132-08-A,,Which of the following biological tests is NOT typically used to identify factors that could aggravate cognitive disorders in the elderly according to the HAS 2011 Criteria?,Blood count to check for anemia,TPHA-VDRL for HIV serology,Electroencephalogram (EEG) to measure brain activity,Vitamins B12 and B9 levels,C,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Knowing the Biological Tests to Be Carried Out for Neurocognitive Disorders

**Description:** Application of HAS 2011 Criteria

The main purpose of biological tests is to identify factors that could aggravate cognitive disorders. They are also guided by associated comorbidities.

**First Intention Tests:**

- Blood count (to check for anemia)
- C-reactive protein (CRP)
- Thyroid-stimulating hormone (TSH)
- Blood ionogram with blood calcium, fasting blood sugar
- Albumin levels

**Tests Depending on the Context:**

- SGOT/SGPT, γGT
- TPHA-VDRL, HIV serology
- Vitamins B12, B9

When neurocognitive problems develop rapidly or the clinical picture is atypical, a lumbar puncture may be performed. This can include testing for biomarkers of Alzheimer's disease, anti-neuronal antibodies, 14-3-3 protein, and microbiology or virology depending on the context.",0.6153846153846154,18.540000000000003,False,True,0.8324090838432312,0.5157272418340048,c,False,3
OIC-132-09-A,Management,Which of the following is NOT part of the initial management and aetiological investigation for a patient with a neuro-cognitive disorder?,Conducting a neuropsychological assessment,Prescribing immediate pharmaceutical intervention,Performing biological and imaging tests,Involving a general practitioner in the ongoing communication process,B,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Knowing the medical management of a patient with a neuro-cognitive disorder

**Description:** Know the broad outlines of medical management

**Rubric:** Management

**Initial Management and Aetiological Investigation:**

- Conduct an interview, clinical examination, neuropsychological assessment, and biological and imaging tests.

- The specialist announces the diagnosis to the patient and, with the patient's authorization, to the patient's family, explaining the treatment plan (care and support plan). The general practitioner is involved in a continuous announcement process to ensure proper understanding of the diagnosis and care plan.

**Care Plan:**

A. Introduction of the ""ALD 15""

B. Non-drug interventions

C. Cognitive remediation by a speech therapist, or in a day center or day hospital, Alzheimer's care team (ESA)

D. Any drug treatments in accordance with the MA

E. Management of other comorbidities (e.g., anxiety-depression syndrome) and cardiovascular risk factors

F. Avoid iatrogeny

G. Nutritional monitoring (weight monitoring)

H. Assessment and prevention of the risk of falls

I. Provision of aids after regular assessment of the impact of cognitive impairment on functional independence:
   - Referral to social services (Allocation Personnalisée d'Autonomie - funding)
   - Home help if necessary (home care assistants, nurses)
   - Information on patient and family associations and respite care structures

J. Medical monitoring of the patient or elderly carer",0.5,17.323809523809526,False,True,0.7514815330505371,0.5752992630004883,b,False,3
OIC-132-03-A,Positive diagnosis,Which of the following is NOT a typical clinical sign of vascular encephalopathy in the elderly?,Sudden onset of cognitive impairment,Focal neurological sequelae such as pyramidal syndrome,Progressive onset of cognitive disorders,Extra-pyramidal rigidity due to basal ganglia vascular damage,A,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Know how to diagnose vascular encephalopathy

**Description:** Know the positive clinical elements which allow the diagnosis to be made

**Rubric:** Positive diagnosis

Vascular encephalopathy is the second most common cause of cognitive impairment in the elderly after Alzheimer's disease.

Clinical signs depend on the location and extent of the cerebrovascular lesions. Cerebral lesions may be of ischaemic or haemorrhagic origin and may induce mild cognitive impairment (minor TNC) or a dementia syndrome (major TNC).

There are several types of lesions that can cause cognitive problems:

- Multiple infarctions
- Multi-lacunar infarctions
- Diffuse leukoencephalopathy
- Strategic infarction (e.g., thalamus or angular gyrus)
- Hypoperfusion
- Amyloid angiopathy

The sudden onset of cognitive impairment, or the classic ""stair-step"", is suggestive but not necessary. In diffuse encephalopathy, particularly lacunar encephalopathy, a progressive onset is observed.

On clinical examination, there may be focal neurological sequelae (pyramidal syndrome, motor deficit, homonymous lateral hemianopia, etc.) and extra-pyramidal rigidity (if there is vascular damage to the basal ganglia). Cognitive disorders are heterogeneous (dysexecutive, psychomotor slowing, etc.).",1.0,13.5125,False,True,0.8128986358642578,0.6793568929036459,a,False,2
OIC-132-10-A,Management,Which of the following is NOT a recommended strategy for managing a patient with a neurocognitive disorder?,Implementing legal protection measures and assigning a case manager when necessary.,Providing therapeutic education to carers to better understand and adapt to the disease.,Encouraging the patient to engage in high-risk activities to improve their cognitive function.,Offering non-drug therapies such as memory stimulation groups and physical rehabilitation activities.,C,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Knowing the psychosocial management of a patient with a neurocognitive disorder

**Description:** Know the broad outlines of psychosocial care

**Rubric:** Management

**1. Adapting aids to the patient's functional independence**  
   - Meal delivery, home help, nurse, etc.

**2. Protect the patient:** Medical monitoring must provide an opportunity to examine:  
   - Environmental risks (to limit accidents in the home: gas, etc.)  
   - The patient's ability to manage medication properly (IDE? pillbox?)  
   - Driving  
   - The patient's ability to manage administrative and financial affairs  
   - The patient's relationship with their family and friends (exhaustion of carers?)  
   - The physical and psychological health of the carer  

   You also need to know how to present ""legal protection measures.""

   - A case manager when care at home is difficult because of behavioral problems, refusal of care, severe dependency, and/or isolation. This professional assesses the patient's medical and social situation, then provides advice and/or guidance depending on the patient's needs.

**3. Care for carers**  
   - Therapeutic education (to better understand the disease, adapt to its symptoms, and make better use of professional help)  
   - Information provided by local information and coordination centres (CLICs) on the help available locally, as well as by local coordination support systems  
   - Support from family associations: carers can find solidarity, information, and often discussion groups  
   - Respite care: this consists of giving the carer periods of free time without having to look after the patient (home carer, day care, temporary stay in a nursing home, respite platform to help access these facilities)

**4. Non-drug therapies:**  
   - Memory stimulation groups  
   - Art therapy workshops (painting, modeling, music therapy, aromatherapy)  
   - Multisensory stimulation  
   - Occupational activities  
   - Physical stimulation and rehabilitation activities  

These activities are adapted to the stage of neurocognitive disorders and are usually carried out in groups.",0.8,14.64,False,True,0.7801782488822937,0.6482017238934835,c,False,5
OIC-132-13-B,Physiopathology,Which of the following is NOT a pathophysiological feature of Alzheimer's disease in the elderly?,Amyloid plaques composed of abnormal cleavage of the amyloid precursor protein (APP),Neurofibrillary degeneration due to hyperphosphorylated tau protein,Activation of neuroinflammation,Increased production of myelin sheaths,D,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Know the pathophysiological elements of Alzheimer's disease

**Description:** Know the main pathophysiological features of Alzheimer's disease

**Rubric:** Physiopathology

**Definitions:**

The brain lesions of Alzheimer's disease are characterized by the presence of:

- **Amyloid plaques:** Extracellular lesions composed of deposits of amyloid Aβ peptides resulting from abnormal cleavage of the amyloid precursor protein (APP).

- **Neurofibrillary degeneration:** Intracellular lesions composed of hyperphosphorylated tau (tubulin associated unit) protein; this hyperphosphorylation disrupts the functioning of microtubules and therefore intra-neuronal transport.

- **Activation of neuroinflammation**

- **Neuronal loss**

In people aged over 75, lesions from different pathologies frequently co-exist, such as lesions characteristic of Alzheimer's disease and diffuse or lacunar ischemic vascular lesions, and microhemorrhages.",0.5,14.646666666666672,False,True,0.8045284748077393,0.623409628868103,d,False,5
OIC-132-15-B,,"When using MRI to investigate neurocognitive disorders in the elderly, which of the following objectives is NOT a primary goal according to the HAS 2011 criteria?","To identify curable causes of cognitive impairment, such as subdural haematoma or tumour.",To detect localized atrophy in the hippocampal region.,To assess for vascular lesions using FLAIR sequences.,To evaluate the patient's cognitive function through standardized IQ tests.,D,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Know the broad outlines of the results expected from MRI in neurocognitive disorders

**Description:** Application of HAS 2011 criteria

**Definitions:**

Cerebral imaging, preferably MRI if there are no contraindications, should be performed for any recently discovered neurocognitive disorder (initial diagnosis).

**Objectives:**

1. Rule out a curable cause of cognitive impairment, such as:
   - Subdural haematoma
   - Normal pressure hydrocephalus
   - Tumour

2. Obtain morphological elements that may indicate the aetiology of cognitive disorders:
   - Localised atrophy (T1, hippocampal coronal sections)
   - Vascular lesions (FLAIR)
   - Microbleeds (T2*)
   - Recent ischaemia (diffusion)",1.0,17.69615384615385,False,True,0.8140333890914917,0.5971282720565796,d,False,5
OIC-132-04-B,Positive diagnosis,"Which combination of symptoms is most indicative of a positive diagnosis for Lewy body disease (LBD) in the elderly, according to McKeith 2017 clinical criteria?","Memory loss, muscle weakness, and insomnia","Progressive cognitive disorders, Parkinsonian syndrome, and visual hallucinations","Frequent headaches, loss of appetite, and tremors","Sudden onset of confusion, seizures, and hyperactivity",B,"**Item Parent:** Cognitive disorders in the elderly (see item 108)

**Title:** Know how to diagnose Lewy body disease

**Description:** Know the positive clinical elements which allow the diagnosis to be made

**Rubric:** Positive diagnosis

Lewy body disease (LBD) is one of the three main causes of dementia in the elderly. Lewy bodies are intra-neuronal aggregates of alpha-synuclein described in Parkinson's disease (PD) and MCL.

The clinical signs of this disease combine the presence of progressive cognitive disorders (mainly impairment of executive functions, attentional capacities, visual functions), with (according to McKeith 2017 clinical criteria):

- Parkinsonian syndrome, especially akineto-rigid
- Behavioral disorders during REM sleep, with a sensation of ""waking dreams"" or even violent nightmares (loss of hypotonia during REM sleep)
- Early visual hallucinations
- Fluctuations

Additionally:

- Dysautonomia with orthostatic hypotension
- Hypersensitivity to neuroleptics
- Hypersomnia
- Apathy
- Auditory and somaesthetic hallucinations
- Hyposmia
- Anxiety and depression",0.46153846153846156,17.76,False,True,0.8476225733757019,0.6695380409558614,b,False,2
OIC-265-09-B,Positive diagnosis,Which of the following is NOT a symptom associated with urinary calculi (kidney stones) aside from renal colic?,Asymptomatic stone discovered by chance,"Haematuria, either macroscopic or microscopic",Acute appendicitis,Urinary infections such as pyelonephritis,C,"**Item Parent:** Urinary lithiasis  
**Title:** Knowing Other Clinical Aspects of Urinary Calculi  
**Description:** Hematuria, renal failure, infection, incidental  
**Rubric:** Positive Diagnosis  

The symptoms associated with a urinary calculus, other than renal colic, include:

- None: asymptomatic stone discovered by chance
- Haematuria (260), rather of effort, macroscopic or microscopic
- Urinary infections (161) such as pyelonephritis
- Renal insufficiency (264) due to chronic obstruction and coralliform stones",0.75,14.374444444444446,False,True,0.823589563369751,0.4718163510163625,c,False,5
OIC-265-04-B,Physiopathology,Which of the following is NOT a main lithogenic factor contributing to urinary lithiasis?,High intake of dairy products and animal proteins,Consumption of oxalate-rich foods like spinach and chocolate,"Family history of urinary problems, specifically cystinuria",Regular intake of high-fiber foods,D,"**Item Parent:** Urinary lithiasis  
**Title:** Knowing the Main Lithogenic Factors  
**Rubric:** Physiopathology  

**Dietary Factors:**  
- Dairy products, animal proteins, salt (NaCl) promote hypercalciuria.  
- Oxalate-rich foods include chocolate, dried fruit, spinach, sorrel, rhubarb, and tea.  
- Purine-rich foods include cold meats and offal.  
- Fast sugars such as glucose and fructose.  
- Reduced dietary fiber intake.  
- Inadequate diuresis and insufficient fluid intake.  

**Family Factors:**  
- There is a history of urinary problems in 40% of cases.  
- Cystinuria is the most common genetic disease.  

**Urinary Tract Infections:**  
- Infectious ureasic germs include Pseudomonas, Klebsiella, and Proteus mirabilis.  

**Anatomical Abnormalities (Urinary Stasis):**  
- Pyeloureteral junction syndrome, calcific diverticulum, horseshoe kidney, etc.  

**Drug-Induced Stones:**  
- These account for only 1% of stones.  
- Indinavir (Crixivan) and Diamox are examples.  
- These stones are radiolucent and of very low density on CT scan.  ",0.8,13.470000000000002,False,True,0.8131205439567566,0.6734303832054138,d,False,2
OIC-265-02-B,Epidemiology,"What factors influence the incidence of urinary lithiasis, and what is the estimated prevalence in France?",Genetic factors only; 5% in France,"Geographical, climatic, ethnic, dietary, and genetic factors; almost 10% in France",Dietary factors only; 15% in France,Climatic factors only; 20% in France,B,"**Item Parent:** Urinary lithiasis  
**Title:** Epidemiology of Urinary Lithiasis  
**Description:** Epidemiology and Distribution of Stones  
**Rubric:** Epidemiology

The incidence of urinary lithiasis varies from country to country, depending on geographical, climatic, ethnic, dietary, and genetic factors. The prevalence of urolithiasis ranges from 1% to 20% worldwide. In France, the prevalence is estimated at almost 10%.

The sex ratio is 2 men to 1 woman.",0.8333333333333334,15.725000000000005,False,True,0.8411991000175476,0.77698814868927,b,False,2
OIC-265-12-B,Additional tests,Which of the following is NOT part of the first-line metabolic work-up recommended by the Lithiasis Committee for the aetiological diagnosis of urinary lithiasis?,Infrared Spectrophotometry (SPIR) of the stone,"24-hour urine analysis for total volume, creatinine, and uricemia","Blood analysis for creatinine, calcium, and fasting blood sugar",Electrocardiogram (ECG) to assess heart function,D,"## Item Parent: Urinary Lithiasis

## Title: Knowing the Tests for Aetiological Diagnosis of Urinary Lithiasis

## Description: First-Line Metabolic Test According to the Recommendations of the Urolithiasis Committee

## Rubric: Additional Tests

The first-line metabolic work-up recommended by the Lithiasis Committee of the Association Française d'Urologie includes:

- Morphological and infrared analysis (Infrared SpectroPhotometry: SPIR) of the stone or fragments to determine the molecular and crystalline composition of the stone.
- A metabolic assessment on:
  - Fresh morning urine sample: crystalluria, pH, specific gravity, BU.
  - 24-hour urine analysis: total volume, creatinine, calcium, sodium, urea, urates.
  - Blood analysis: creatinine, calcium, fasting blood sugar, uricemia.",0.36363636363636365,18.353333333333335,False,True,0.8405498266220093,0.5773773193359375,d,False,5
OIC-265-01-A,Definition,What is the primary cause of urinary lithiasis and urinary calculi according to the provided educational content?,Dehydration leading to concentrated urine,Renal obstruction or pyelonephritis,Excessive intake of vitamin C,High sugar diet,B,"**Item Parent:** Urinary lithiasis  
**Title:** Definition of Urinary Lithiasis and Urinary Calculi  
**Description:** Lithiasis: a disease resulting in the formation of stones  
**Rubric:** Definition

**Definitions**

Lithiasis is a disease resulting in the formation of stones in the excretory urinary tract. These stones are composed of crystals and an extracellular matrix and occur mainly as a result of renal obstruction or pyelonephritis (161).

- The majority of urinary stones form in the kidneys.
- Bladder stones are rarer and are the result of urine stasis in the bladder, most often due to an obstruction (Benign Prostatic Hyperplasia, BPH).",0.75,18.11058823529412,False,True,0.7547955513000488,0.556243360042572,b,False,3
OIC-265-06-A,Positive diagnosis,Which of the following factors is known to contribute to the development of renal colic by potentially facilitating the migration of a kidney stone into the ureter?,Cold weather,Increased fluid intake,Sedentary lifestyle,Dietary changes,D,"## Urinary Lithiasis

### Title
Knowing the Factors Contributing to Renal Colic

### Description
- Travel
- Heat
- Dehydration
- Physical activity
- Dietary changes

### Positive Diagnosis
Factors favoring nephritic colic are those that encourage the migration of a kidney stone into the ureter, including travel, heat, dehydration, physical activity, and dietary changes.",0.8181818181818182,17.665925925925922,False,True,0.8488662242889404,0.6096513271331787,d,False,3
OIC-265-08-A,Positive diagnosis,Which of the following is the recommended initial pain management strategy for nephritic colic in pregnant women during the 3rd trimester?,NSAIDs,Paracetamol,Morphine,Opioids,B,"**Item Parent:** Urinary lithiasis  
**Title:** Knowing the Clinical Aspects of Complicated Renal Colic  
**Description:** Summary tables: according to clinical features (fever, anuria, pain) and condition (pregnancy, single kidney, HIV, etc.).  
**Rubric:** Positive Diagnosis  

**Table of Clinical Aspects of Complicated Renal Colic**

**Nephritic Colic in Pregnant Women:**

- Hospitalisation: obstetrical care for premature delivery risk: 40-70%
- Pain management: NSAIDs contraindicated in the 3rd trimester (24 ADT); use paracetamol or morphine from the outset
- Imaging: ultrasound or non-injected 1.5T MRI in the 1st trimester, but difficult in emergency practice; low-dose CT (<4 mSv) in 2nd-3rd trimesters (<20 mGy)
- First intention monitoring: expulsion rate 70-80%
- Renal urine diversion: if pain, PAD, pre-eclampsia, fever, renal failure; catheter or nephrostomy recommended; change every 4-6 weeks

**Febrile Renal Colic (Acute Obstructive Pyelonephritis or Severe Acute Pyelonephritis):**

- Symptoms: Fever >38.5°C, chills, skin mottling, haemodynamic instability, positive urine dipstick

**Renal Colic with Acute Renal Failure:**

- Conditions: Congenital or acquired single functional kidney, or bilateral stones (rare)
- Symptoms: Oligo-anuria <500cc/24h

**Hyperalgesic Renal Colic:**

- Description: Nephritic colic resistant to NSAID and morphine administration

This structured format ensures clarity and readability, making it suitable for NLP processing while retaining all essential medical information.",0.8,15.638095238095236,False,True,0.8063201904296875,0.6182107925415039,b,False,3
OIC-265-10-B,Complementary examinations,Which imaging examination is recommended for confirming the diagnosis of urinary lithiasis within 24 hours in an uncomplicated case?,High-dose abdominal-pelvic CT scan with contrast,Renal-vesical ultrasound/ASP,MRI of the abdomen,X-ray of the abdomen,B,"**Item Parent:** Urinary lithiasis  
**Title:** Indications for Imaging Examinations for Urinary Lithiasis  
**Description:** Unprepared ultrasound-abdomen pair, CT scan  
**Rubric:** Complementary Examinations  

**In Emergency:**  
Imaging tests are indicated to confirm the diagnosis of renal colic (within 24 hours if uncomplicated and urgently if complicated renal colic), assess its severity (single kidney, urinoma), and later confirm whether the stone has been expelled. Recommended imaging includes renal-vesical ultrasound/ASP (for simple renal colic or stone follow-up) or ideally a low-dose abdominal-pelvic CT scan without contrast injection (within 24 hours for simple renal colic and urgently for complicated renal colic).

In emergencies, a CT scan with contrast may be used if there is diagnostic uncertainty on non-contrast sections (absence of obstruction, absence of dilatation) to rule out differential diagnoses such as splenic infarction, cholecystitis, pancreatitis, or retro-caecal appendicitis.

**In Non-Emergency Setting:**  
Imaging is indicated to determine the dimensions, number of calculi, their location, and UH density to deduce composition and probability of spontaneous expulsion, guiding the most appropriate treatment technique. A uro CT scan is recommended in this setting, according to AFU 2022 Lithiasis Committee recommendations.

ASP-ultrasound may be indicated 24-48 hours after a simple renal colic or to monitor a calculus. Urinary ultrasound alone may be useful for monitoring non-radiopaque stones. Uric acid and drug stones are not visible on PSA (they are radiolucent). All stones are visible on CT except those caused by drugs.",0.8,18.525263157894738,False,True,0.8347486257553101,0.6336870988210043,b,False,3
OIC-265-03-B,Epidemiology,Which type of urinary stone has the highest prevalence according to the provided table?,Calcium Phosphate,Calcium Oxalate,Ammonium Magnesium Phosphate,Cystine,B,"**Item Parent:** Urinary lithiasis  
**Title:** Frequency of Different Types of Stones  
**Description:** Table showing the frequency of different types of stones  
**Rubric:** Epidemiology  

**Table: Frequency of Various Calculations**

- **Calcium Phosphate**
  - **Prevalence:** 13%
  - **Crystalline Name:** Carbapatite, Hydroxyapatite, Brushite
  - **Macroscopic Aspect:** Chalky
  - **Urinary pH (normal=5.8):** Alkaline
  - **UH Density:** 1500-2000

- **Calcium Oxalate**
  - **Prevalence:** 50%
  - **Crystalline Name:** Whewelitte, Weddellite
  - **Macroscopic Aspect:** Smooth brownish, yellowish spiculated
  - **Urinary pH (normal=5.8):** Variable
  - **UH Density:** 1200-1700

- **Ammonium Magnesium Phosphate**
  - **Prevalence:** 22%
  - **Crystalline Name:** Struvite
  - **Macroscopic Aspect:** Yellow
  - **Urinary pH (normal=5.8):** Alkaline
  - **UH Density:** 1000-1500

- **Cystine**
  - **Prevalence:** 1%
  - **Crystalline Name:** -
  - **Macroscopic Aspect:** Irregular yellow
  - **Urinary pH (normal=5.8):** Acid
  - **UH Density:** 500-900

- **Uric Acid**
  - **Prevalence:** 3%
  - **Crystalline Name:** -
  - **Macroscopic Aspect:** Smooth yellow
  - **Urinary pH (normal=5.8):** Acid
  - **UH Density:** 350-700",1.0,13.470000000000002,False,True,0.7900568246841431,0.612615684668223,b,False,5
OIC-265-14-A,Management,"Which of the following is NOT an indication for emergency bypass (JJ, Nephrostomy) in the management of urinary lithiasis?",Fever with a high probability of multi-resistant bacteria,Pain relief unresponsive to standard analgesics after multiple doses,Acute renal failure in a patient with bilateral renal colic,A stone size of less than 10 mm in the proximal ureter,D,"**Item Parent:** Urinary lithiasis  
**Title:** Knowing the Principles of the Management of Urinary Lithiasis  
**Description:** None  
**Rubric:** Management  

== Understanding the Principles of Urinary Lithiasis Management ==

**Calculi of the Ureter**  
- **Observation Indications / Medical Expulsive Therapy (MET):**  
  - High probability of spontaneous elimination (pelvic stone AND <10 mm)  
  - Pain relieved by standard analgesics (paracetamol, NSAIDs)  
  - No infectious signs (obstructive pyelonephritis)  
  - No renal failure  
  - Absence of chronic obstruction (<4-6 weeks)  

**Kidney Stones**  
- High probability of spontaneous elimination  
- Pain relieved by standard analgesics (paracetamol, NSAIDs)  
- No infectious signs (obstructive pyelonephritis)  
- No renal failure  
- Absence of chronic obstruction (<4-6 weeks)  

**Indications for Emergency Bypass (JJ, Nephrostomy):**  
- Fever (probabilistic dual antibiotic therapy with C3G + aminoglycosides or imipenem + aminoglycosides if risk factors for multi-resistant bacteria)  
- Hyperalgesia (> 3 doses of NSAIDs or failure of titrated morphine)  
- Acute renal failure (single kidney or bilateral renal colic)  

**Indications for Active Treatment:**  
- **Proximal Ureter:**  
  - <10 mm: Ureteroscopy or LEC  
  - <15 mm: LEC, Flexible Ureteroscopy  
  - >10 mm: Ureteroscopy, LEC  
  - >15 mm: NLPC, Ureteroscopy  

- **Distal Ureter:**  
  - <10 mm: Ureteroscopy or LEC  
  - Lower calyx 10-15 mm: LEC, Ureteroscopy  
  - >10 mm: Ureteroscopy, LEC  
  - Lower calyx <10 mm: Monitoring  

*Treatment associated with the highest ""fragment-free"" rate in a single procedure.  
**Treatment associated with lowest morbidity and complication rate.  

(Lithiasis Committee Recommendations - AFU 2022: LEC recommendations: R.6: It is suggested that the indications for LEC be limited to kidney stones less than 15 mm in size).  

Extracorporeal lithotripsy is contraindicated in cases of:  
- Congenital or acquired haemostasis and coagulation disorders (anti-aggregant/coagulant treatment)  
- Pregnancy  
- Untreated urinary tract infection  
- Obstruction downstream of the stone  
- Aneurysm of the renal artery or aorta  

High stone density (>1000 UH) and obesity reduce the effectiveness of LEC.  

Complications of LEC include:  
- Pain of renal colic  
- Haematuria, renal or retroperitoneal haematoma  
- Urinary tract infections  

Ureteroscopy is contraindicated in cases of:  
- Untreated urinary tract infection  

The complications of ureteroscopy are:  
- Haematuria  
- Renal colic pain due to ureteral clotting  
- Ureteral stricture, ureteral trauma, ureteral avulsion, subcapsular haematoma of the kidney  
- Urinary tract infection, severe sepsis, or even septic shock.  ",0.42857142857142855,16.04105263157895,False,True,0.7515036463737488,0.5394574304421743,d,False,4
