id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-201-05-A,Definition,Which of the following sets of principles correctly represents the main ethical guidelines for organ donation according to the French Bioethics Act?,"Mandatory consent, compensated donation, disclosure of donor identity","Presumed consent, free donation, anonymity between donor and recipient","Voluntary consent, paid donation, public disclosure of donor identity","Informed consent, unpaid donation, confidentiality between donor and recipient",B
OIC-201-03-B,Physiopathology,Which of the following is essential for assessing tissue compatibility in organ transplantation?,Rhesus group compatibility,HLA typing of the donor and recipient,Blood type compatibility only,Cross-match test for antibodies against the recipient's own antigens,B
OIC-201-07-B,Positive diagnosis,Which of the following criteria is NOT part of the positive diagnosis for brain death?,Presence of spontaneous motor activity,Total absence of consciousness,Total absence of spontaneous ventilation,Cessation of encephalic circulation as shown by cerebral angiography,A
OIC-201-04-B,Epidemiology,What is the primary role of the Agence de la Biomédecine in the context of organ transplantation?,To provide financial support to patients awaiting transplantation.,To manage the national list of patients awaiting transplantation and coordinate organ distribution.,To perform organ transplants directly on patients.,To regulate the prices of organ transplant procedures.,B
OIC-201-09-B,Positive diagnosis,Which of the following criteria is NOT part of the positive diagnosis for encephalic death?,Presence of spontaneous motor activity,Total absence of consciousness,Total absence of spontaneous ventilation,Two null and reactive electroencephalograms for 30 minutes performed 4 hours apart,A
OIC-201-11-A,Management,Which of the following is NOT an advantage of living donor kidney transplants?,It allows for transplants to be performed before the recipient starts extra-renal purification.,It significantly increases the shortage of available organs for transplantation.,It offers better long-term survival of the transplanted organ.,It helps reduce the recipient's waiting time.,B
OIC-201-02-A,Definition,Which of the following is NOT considered a type of organ or tissue commonly transplanted according to the provided educational content?,Kidney,Pancreas,Spleen,Heart,C
OIC-047-01-A,Definition,Which of the following age groups correctly matches the definition provided in the educational content?,Newborn: 0-12 months,Infant: 1-23 months,Children: 3-12 years,Teenager: 13-19 years,B
OIC-047-40-A,Epidemiology,Which of the following is NOT a common cause of morbidity in children and adolescents according to the provided educational content?,Prematurity,Respiratory infections,Chronic heart disease,Mental disorders,C
OIC-047-24-B,,When is an X-ray recommended for infants with a detected abnormality in follow-up according to the LCH decision tree based on the 2013 HAS recommendations?,Up to 1 month,Up to 2 months,Up to 3 months,From the 4th month,D
OIC-047-17-A,Definition,What is the primary cause of dental caries?,Poor oral hygiene leading to plaque buildup,Bacteria naturally present in the mouth,Consumption of acidic foods and beverages,Genetic predisposition to weak tooth enamel,B
OIC-047-34-A,Definition,"During the systematic health checks at school age, which of the following is NOT typically included in the examination process?",Blood pressure measurement,Higham score assessment for menorrhagia,Socialization evaluation,Urine strip test,B
OIC-047-21-A,Positive diagnosis,"During the follow-up of infants, children, and adolescents, which of the following examinations is compulsory and aids in early diagnosis of potential abnormalities?",Cardiac assessment,Hip examination,Neurological evaluation,Psychological assessment,B
OIC-047-03-A,Management,"During a pediatric follow-up consultation, which of the following aspects is NOT typically assessed as part of the clinical examination?",Staturo-Ponderal Development,Intellectual and Psychomotor Development,Higham score for assessing menorrhagia severity,Sensory Development,C
OIC-047-10-A,Definition,At what ages are hearing disorders in children systematically screened according to the provided educational content?,"Birth, 6 months, and 12 months","Maternity, 9 months, 24 months, and 36 months","1 year, 2 years, and 5 years","3 years, 6 years, and 9 years",B
OIC-047-14-A,Definition,What is the correct definition of a deaf child based on the provided educational content?,A child with a hearing loss of exactly 70 dB in both ears.,"A child who experiences hearing loss in the outer and middle ear, with no impact on the inner ear or central auditory system.","A child with a hearing loss of more than 90 dB in the better ear, indicating profound hearing loss.","A child who has mild hearing loss, only perceiving sounds above 4,000 Hz.",C
OIC-047-13-A,Management,When should a child be referred to an ENT specialist based on the provided educational content?,When the child shows a preference for vibrations over sounds.,"When there is a family history of deafness, parental concern about hearing, or an abnormality in a screening test.",When the child has difficulty concentrating during school hours.,When the child prefers to play alone and shows no interest in social interactions.,B
OIC-047-39-B,Positive diagnosis,"During the follow-up examination of adolescents, which of the following is NOT typically assessed as part of the physical examination?",Weight and height to monitor for eating disorders,"Skin condition, including acne",High blood pressure as a standard measure,Sexual characteristics based on the adolescent's inquiries,C
OIC-047-12-B,,Which of the following is NOT a recommended procedure for hearing screening in infants and children according to the provided educational content?,Induced acoustic emissions (OEAP) for new-born babies.,Calibrated sound sources to observe behavioral reactions in children older than 6 months.,Voice test using familiar words and pictures for children after 2 years.,Tympanometry to detect auditory neuropathy in children under 4 years.,D
OIC-047-41-A,Taking charge,Which of the following strategies is NOT recommended for preventing accidents among children aged 0-6 years according to the provided educational content?,Implementing regulations for toy safety standards.,Educating parents on the importance of a locked medicine cabinet.,Encouraging children to play with small objects to develop fine motor skills.,Promoting health education regarding the proper sleeping position of newborns.,C
OIC-047-04-A,Definition,At what ages are systematic ophthalmological examinations recommended for children to screen for visual disorders?,"Birth, 6 months, 1 year, 3 years, and 7 years","Birth, 2 months, 4 months, between 9 and 24 months, 2-3 years, and 5 years","Birth, 3 months, 6 months, 1 year, 4 years, and 6 years","Birth, 1 month, 3 months, 6 months, 9 months, and 12 months",B
OIC-047-33-A,Definition,What is the primary focus of School Medicine according to the provided educational content?,Enforcing strict disciplinary actions for behavioral issues.,Providing individual and collective prevention and health promotion for all schoolchildren.,Conducting standardized tests to assess academic performance.,Organizing extracurricular activities to enhance social skills.,B
OIC-047-05-B,Management,"Which of the following is NOT considered a personal risk factor for visual disorders in infants, children, and adolescents?",Exposure to toxic substances in utero,Prematurity and low birth weight,High blood pressure during pregnancy,Neuromotor disorders such as cerebral palsy,C
OIC-047-20-B,Definition,Which of the following is NOT a manifestation of a dental articulation disorder?,Open bite,Prognathia,Malocclusion,Maxillary proaleviation,C
OIC-047-38-B,Management,Which of the following is NOT included in the medical examination items for a child at the 24th month follow-up according to the compulsory systematic monitoring?,Breastfeeding status,Psychomotor development assessment,Dental condition evaluation,Assessment of pubertal development,D
OIC-047-09-A,Positive diagnosis,Which of the following behavioral signs in children is indicative of potential poor vision and should be assessed during a school medicine examination?,A child fixating on objects at 1 month and blinking appropriately at threat after 3 months.,A child showing interest in surroundings and performing well in language development.,A child falling frequently and showing discomfort in bright light after walking age.,A child demonstrating rapid eye pursuit at 4 months and no signs of eye strain or discomfort.,C
OIC-047-15-B,Additional examinations,"Which of the following tests is NOT typically used for the diagnostic confirmation of hearing abnormalities in children, as per the principles of measuring hearing in children?",Otoacoustic Emissions (OEAP),Auditory Evoked Potentials (PEAA),Tympanometry,Audiogram,C
OIC-047-36-B,Support,Which of the following statements accurately describes the organization and compensation of compulsory follow-up consultations for infants and children in France?,Compulsory follow-up consultations are optional and not covered by health insurance.,These consultations are conducted by the child's family doctor and are fully covered by health insurance.,The PMI covers compulsory follow-up consultations up to the age of 18.,Compulsory follow-up consultations are only provided by private healthcare providers.,B
OIC-047-07-A,Management,When should a child be referred to an ophthalmologist according to the provided educational content?,Only if the child exhibits leukocoria or cloudy cornea.,"If there is a personal or family history of risk factors, or if there are abnormalities or doubts on inspection, screening test, or warning signs.",Only if the child is unable to measure visual acuity.,When the child has a verbal age above 12 months.,B
OIC-047-23-B,Positive diagnosis,Which of the following best describes the clinical form of congenital hip dislocation?,A condition where the hip joint is permanently fixed and immobile.,"An abnormality characterized by instability between the pelvis and femur, typically present at birth.",A temporary misalignment of the hip joint that corrects itself without intervention.,"A muscular disorder affecting the hip region, causing pain and limited mobility.",B
OIC-047-16-A,Definition,Which of the following best describes the purpose of the International Dental Numbering System as illustrated in the images of child and adult teeth?,To categorize dental diseases and their severity.,To provide a universal language for dental professionals to identify specific teeth.,To determine the age of a patient based on their dental development.,To record the type of dental procedures performed during a visit.,B
OIC-047-26-B,Positive diagnosis,Which of the following statements correctly describes the typical progression and treatment of axis anomalies in lower limbs of children?,"Genu varum, characterized by intercondylar spacing, requires immediate surgical intervention in children up to 3 years old.","Genu valgum, with intermaleolar spacing, typically resolves on its own during puberty and does not usually require orthopedic treatment.","Torsion disorder, involving excessive internal or external rotation, often requires surgery in children under 7 years old.","Genu valgum, presenting as intercondylar spacing, is a physiological condition that persists until adolescence.",B
OIC-047-06-B,Positive diagnosis,Which of the following is NOT a recommended procedure for visual screening in children according to the provided educational content?,Using a Snellen's E-test to assess directional vision in children over the age of 4.,Performing a photomotor reflex test to detect organic causes in the first weeks of life.,Conducting a color vision test using the Ishihara test upon entering school.,Administering a hearing test to evaluate auditory function in infants.,D
OIC-047-25-B,Follow-up and/or prognosis,"What are the potential complications of untreated congenital hip dislocation in infants, children, and adolescents?",Improved muscle strength and coordination,"Limping from the onset of walking, chronic pain, and early degenerative damage",Enhanced hip joint flexibility and reduced risk of arthritis,Increased bone density and stronger hip joints,B
OIC-047-37-B,Support,"When drawing up the three medical certificates for the compulsory systematic monitoring of infants at 8, 9, and 24 months, which of the following is the correct sequence of sections to include in each certificate?","Vaccination coverage, developmental milestones, illnesses or malformations","Illnesses or malformations, vaccination coverage, developmental milestones","Developmental milestones, illnesses or malformations, vaccination coverage","Vaccination coverage, illnesses or malformations, developmental milestones",D
OIC-047-35-A,Definition,Which of the following components is NOT typically included in a comprehensive health record for children and adolescents?,Personal and family medical history,Neonatal data including prenatal monitoring and feeding,Detailed financial records of the family,Growth measurements such as weight and height,C
OIC-047-27-A,Positive diagnosis,Which of the following statements accurately reflects the prevalence and causes of scoliosis in children?,Idiopathic scoliosis accounts for 20% of cases and is primarily caused by neuromuscular diseases.,"Secondary scoliosis is the most common type, occurring in 80% of cases, and is often related to genetic factors.","Idiopathic scoliosis occurs in 80% of cases and requires systematic screening, especially during periods of rapid growth.","Scoliosis is equally prevalent in all age groups, with no significant difference in occurrence between infants, children, and adolescents.",C
OIC-047-18-A,,Which of the following is NOT a recommended strategy for preventing dental caries in children and adolescents?,Brushing teeth twice a day with fluoride toothpaste appropriate for age.,"Regular dental check-ups, starting from 12-18 months of age.",Consuming sugary snacks and drinks frequently throughout the day.,Avoiding nibbling between meals and not taking a sugary bottle to sleep.,C
OIC-047-28-A,Positive diagnosis,"During a clinical examination for scoliosis in children, which of the following is a key characteristic of the condition?",Painful spinal curvature,Spinal deformity in one plane only,Painless spinal deformity in all three planes,Highlighting of a gibbosity,C
OIC-047-31-B,Positive diagnosis,Which of the following statements is true regarding the diagnosis of thoracic kyphosis in children?,"Kyphosis is a vertebral deformity in the coronal plane, often caused by excessive lumbar lordosis.","The most frequent cause of kyphosis in children is Scheuermann's disease, which can lead to painful symptoms.","Kyphosis in children is characterized by a forward curvature of the cervical spine, commonly resulting from poor posture.","The primary symptom of kyphosis in children is increased flexibility in the thoracic spine, leading to enhanced mobility.",B
OIC-047-19-B,Physiopathology,At what age does the eruption of the first pre-molar typically occur in children?,6 months,2 years,10-11 years,18 years,C
OIC-047-02-B,Management,At what age should a child first receive a compulsory health examination according to the professional recommendations for monitoring infants and children?,Day 1,Day 8,1 year,3 years,B
OIC-047-08-B,Physiopathology,"At what age does a child typically achieve 10/10 visual acuity, indicating normal vision development?",1 year,3 years,5-6 years,10 years,C
OIC-047-22-A,Positive diagnosis,"During a school medicine screening for congenital hip dislocation, which of the following is a correct indicator of potential hip instability in infants and children?",Symmetry of skin folds > 60°,Shortening of the thigh,Barlow Manoeuvre (jerk) < 60°,Barlow Manoeuvre (jerk) > 60°,D
OIC-047-32-A,Definition,At what age should the compulsory medical examination for infants and children be conducted according to the provided schedule?,2 years,3 years,5 years,6 years,B
OIC-047-11-B,Positive diagnosis,Which of the following is NOT a risk factor for hearing problems in children according to the provided educational content?,Exposure to toxic substances in utero,Prematurity and low birth weight in the neonatal period,Frequent ear infections during adolescence,Cerebral palsy in the post-neonatal period,C
OIC-047-29-B,Additional examinations,When is an MRI recommended for a child with scoliosis?,When the scoliosis is mild and non-progressive,For all children as a routine screening,"In cases of painful scoliosis, malformations, neurological signs, or as a preoperative assessment",Only when the child is older than 18 years,C
OIC-027-07-A,,Which of the following statements accurately reflects the risk of fetal infection by the rubella virus based on gestational age?,"The risk of fetal infection is highest at 24 weeks' gestation, with a frequency of 90%.","The risk of fetal infection is around 90% before 11 weeks' gestation, decreases to 25% between 24 and 26 weeks' gestation, and increases again to 100% at the end of pregnancy.","After 18 weeks' gestation, the risk of fetal infection is virtually nil, regardless of when the maternal infection occurs.","The risk of fetal infection is lowest when conception occurs after the appearance of the rubella rash, as this indicates the end of viremia.",B
OIC-027-41-A,Diagnosis,"During pregnancy, it is crucial to identify addictive behaviors in expectant mothers to provide appropriate care. Which of the following factors is NOT typically considered a risk factor or element of understanding for addictive behaviors during pregnancy?",The mother's history of using prescription medication for non-medical reasons.,The mother's participation in social events where alcohol and drugs are consumed.,The mother's professional background and stress levels.,The mother's preference for organic and natural food products.,D
OIC-027-08-A,Management,"When managing a pregnant woman's risk of congenital rubella, which of the following actions is recommended if serology is positive in early pregnancy and there are no symptoms of rubella?",Immediate referral to a CPDPN for further management.,"Conduct biological tests, including IgM tests and measurement of the IgG avidity index.",No further investigation is warranted.,Administer the antirubella vaccine immediately.,C
OIC-027-37-A,Diagnosis,Which of the following best describes Fetal Alcohol Spectrum Disorder (FASD)?,A condition exclusively characterized by moderate intrauterine growth retardation and facial dysmorphia.,A disorder that only occurs in 1 to 2 per 1000 births and is always associated with severe malformations.,"A spectrum of conditions that can include cognitive and behavioral problems, even in cases of moderate alcohol consumption during pregnancy, with prevalence up to 5 per 1000 births.",A psychomotor development abnormality that is unrelated to alcohol consumption during pregnancy.,C
OIC-027-03-B,Physiopathology,Which of the following is NOT a recognized route of foetal contamination during pregnancy?,Transplacental antenatal passage,Inhalation of contaminated air,"Vaginal, ascending route during childbirth",Haematogenous route,B
OIC-027-38-B,Physiopathology,Which of the following statements accurately reflects the impact of alcohol consumption during pregnancy on fetal development?,Light to moderate alcohol consumption during pregnancy has been proven to cause Fetal Alcohol Syndrome (FAS).,"Binge drinking during early pregnancy, if isolated and not repeated, has been shown to cause fetal malformations and cognitive-behavioral disorders.",Heavy alcohol consumption (more than 2 drinks per day) can lead to Fetal Alcohol Syndrome (FAS) and is associated with long-term cognitive or behavioral problems.,Occasional or light alcohol consumption during pregnancy has no documented dysmorphic or malformative syndrome and reassuring data exist regarding the absence of long-term cognitive or behavioral problems.,D
OIC-027-25-A,Management,Which of the following is the recommended treatment for a pregnant woman with signs of severe influenza?,"Oseltamivir (Tamiflu®) 75 mg: 2/d for 5 days, hospitalization, and additional droplet precautions for 7 days.","Oseltamivir (Tamiflu®) 75 mg: 1/d for 10 days, hospitalization, and additional droplet precautions for 7 days.","Oseltamivir (Tamiflu®) 75 mg: 2/d for 5 days, no hospitalization, and no additional droplet precautions.","Oseltamivir (Tamiflu®) 75 mg: 2/d for 5 days, hospitalization, and additional droplet precautions for 7 days.",D
OIC-027-16-A,,Which of the following is the recommended procedure for managing a pregnant woman with a positive Hepatitis B surface antigen (HBsAg) test to prevent fetal risks?,Perform a Caesarean section immediately to prevent transmission.,Refer the patient to a hepatologist and/or infectious diseases specialist for potential antiviral treatment and assessment.,Discontinue breastfeeding to eliminate the risk of transmission.,Administer the HBs+ antigen mother's sero-vaccination to the newborn via IM injection only.,B
OIC-027-26-B,Physiopathology,What is the primary cause of foetal anaemia in cases of foetal-maternal blood incompatibility?,Maternal consumption of iron-rich foods,Passage of 'incompatible' maternal red blood cells into the foetal circulation,Passage of maternal antibodies across the placenta targeting foetal erythrocyte antigens,Genetic mutations in the foetus leading to anemia,C
OIC-027-02-B,Epidemiology,Which of the following is the first cause of early bacterial neonatal infection according to the microbial epidemiology of Maternal-Fetal Infections (MFIs)?,Escherichia coli,Listeriosis,Group B Streptococcus,Toxoplasmosis,C
OIC-027-22-B,,How does maternal-fetal transmission of Streptococcus B typically occur?,Through breastfeeding,"Via the vaginal, ascending route during childbirth or prolonged rupture of fetal membranes",Through blood transfusions during pregnancy,By ingestion of contaminated food,B
OIC-027-39-A,,Which of the following clinical situations necessitates intensified questioning for alcohol consumption during pregnancy according to the provided educational content?,A patient with a history of occasional social drinking,A patient with a family history of alcoholism but no personal history of alcohol use,A patient with a history of FAS/malformative syndrome in offspring and drug addiction,A patient who exercises regularly and maintains a balanced diet,C
OIC-027-28-A,,Which of the following is NOT a recommended prevention method for anti-D alloimmunization during pregnancy?,Injection of specific (anti-D) immunoglobulins within 72 hours of identified risk situations,Systematic injection of 300 μg of anti-D Ig at the beginning of the 3rd trimester,Administration of anti-D immunoglobulins after a positive indirect antiglobulin test (IAT),Regular monitoring of maternal blood for fetal RhD genotyping,C
OIC-027-33-A,Management,"Which of the following vaccines is recommended for pregnant women, especially those at risk?","Measles, mumps, rubella (MMR) vaccine","Inactivated vaccines: tetanus, diphtheria (reduced valency), hepatitis A and B, meningococcus, pneumococcus",Live attenuated yellow fever vaccine,Cholera vaccine,B
OIC-027-13-B,,Which of the following statements accurately describes the risk of vertical transmission of HSV (Herpes Simplex Virus) during childbirth?,"The risk is 1/10,000 in cases of a history of genital herpes without visible lesions.",The risk is 50% if the primary infection occurred in the month preceding labor.,The risk is 2 to 5% if the recurrence occurred in the week preceding labor.,The risk is minimal in the absence of a known history of herpes.,C
OIC-027-35-A,Diagnosis,Which of the following is NOT a consequence of smoking during pregnancy according to the provided educational content?,Doubling the risk of unexpected infant death,Increasing the risk of placenta previa by 30%,Reducing the risk of caesarean section for patients smoking less than 10 cigarettes a day,Doubling the risk of retroplacental hematoma,C
OIC-027-34-B,Physiopathology,Which of the following statements accurately reflects the impact of maternal smoking on fetal development according to the provided educational content?,"Maternal smoking has no significant effect on fetal development, regardless of the trimester.","The most addictive component of tobacco smoke, nicotine, has a dose-effect relationship with fetal impairment, with the most marked effects observed in the 1st trimester.",Polymorphisms in genes encoding cytochrome P450 and glutathione S-transferase are less common in low-weight children of mothers who smoke.,Successful cessation of smoking during the 3rd trimester of pregnancy can result in newborns with birth weights similar to those of non-smoking mothers.,D
OIC-027-40-B,Physiopathology,"Which of the following substances is associated with neonatal withdrawal syndrome, characterized by symptoms such as tremors, startle reflexes, and sleep disturbances in newborns?",Cannabis,Cocaine,Heroin,Alcohol,C
OIC-027-42-B,Management,"During the management of opiate substitution treatments in pregnancy, which of the following statements is correct?",The severity of the withdrawal syndrome is directly proportional to the dosage of substitution treatment.,Suboxone® should be used instead of Subutex® during pregnancy and breastfeeding.,An increase in circulating volume at the end of pregnancy typically necessitates a decrease in dosage of opiate substitution treatment.,Treatment must be prescribed at an effective dose to maintain stable levels and avoid withdrawal in the mother-to-be and the fetus.,D
OIC-027-36-B,Management,Which of the following is an appropriate management strategy for pregnant smokers to reduce fetal risks?,Prescribing nicotine replacement therapy after assessing nicotine dependence using the Fagerström questionnaire.,Encouraging continued smoking to maintain a stable level of nicotine exposure.,"Avoiding any form of intervention, as withdrawal is not beneficial during pregnancy.",Using hypnosis as the sole method for smoking cessation during pregnancy.,A
OIC-027-06-A,Care,"Which of the following practices is recommended for primary prevention of fetal risks associated with infection, drugs, toxic substances, and irradiation?",Eat raw vegetables and salads without washing.,Cook meat thoroughly and wash hands before and after handling food.,Avoid wearing gloves when cleaning cat litter and gardening.,Consume food prepared away from home to minimize exposure to toxins.,B
OIC-027-32-B,Positive diagnosis,Which of the following medications is associated with a significant risk of congenital heart disease when taken during pregnancy?,Isotretinoin (Roaccutane®),Lithium (Téralithe®),Methotrexate (Ledertrexate®),Carbimazole (Neo-Mercazole®),C
OIC-027-18-A,Management,Which of the following is a recommended vaccination guideline for women of childbearing age planning a pregnancy with no clinical history of chickenpox?,Vaccination can be administered immediately without any precautions.,"A negative pregnancy test must be conducted before vaccination, followed by effective contraception for 3 months post-vaccination.",Vaccination is only recommended after the woman has given birth.,A positive serological check for varicella is required before vaccination.,B
OIC-027-17-A,Management,What is the recommended approach for managing the risk of HIV transmission from mother to child during pregnancy?,Screening should be offered only if the mother requests it.,"Screening should be offered systematically at the beginning of pregnancy, regardless of compulsion.",Screening is unnecessary if the mother is asymptomatic.,Screening should be performed exclusively during the third trimester.,B
OIC-027-10-A,Follow-up and/or prognosis,What are the potential consequences of maternal measles during pregnancy?,Increased risk of congenital malformations,"Increased risk of miscarriage, fetal death in utero, and prematurity",Decreased risk of pneumonia,Increased risk of subacute sclerosing panencephalitis in the newborn,B
OIC-027-31-A,Positive diagnosis,Which of the following drugs is NOT classified as a potential risk for fetal development due to its primary function as a thymoregulator?,Isotretinoin,Lithium,Warfarin,Sodium valproate,B
OIC-027-11-A,Management,"During pregnancy, what is the recommended course of action for a woman who has been exposed to measles and is HIV-negative?",Administer antibiotics immediately and monitor for labor.,Perform an emergency serology to check for the presence of IgG and administer IV immunoglobulins within 6 days of infection.,Prescribe a course of antiviral medication and delay vaccination until after childbirth.,Advise the patient to self-isolate and wait for natural immunity to develop.,B
OIC-027-29-B,Follow-up and/or prognosis,What is the appropriate course of action if an RhD+ newborn's mother did not receive anti-D prophylaxis within the first 72 hours after delivery?,"The mother should be administered anti-D immunoglobulin immediately, regardless of the time elapsed since delivery.","The mother can still receive anti-D immunoglobulin up to 30 days after delivery, but must first undergo an Indirect Antiglobulin Test (IAT).",The mother should undergo a Coombs test immediately to determine the necessity of further investigations.,The mother should be given a Kleihauer test to determine the appropriate dosage of anti-D immunoglobulin.,B
OIC-027-12-A,Definition,"What is the primary cause of congenital viral infection and the first non-hereditary cause of sensorineural hearing loss and mental retardation in early childhood, with a transmission risk of 40% during pregnancy and higher with advanced gestational age?",Rubella virus,Cytomegalovirus (CMV),Zika virus,Herpes Simplex Virus,B
OIC-027-24-B,,What is the suspected relationship between bacterial vaginosis during pregnancy and fetal risks?,It increases the risk of gestational diabetes.,It is suspected to favor threatened premature delivery.,It decreases the risk of fetal infections.,It has no impact on fetal risks.,B
OIC-027-09-A,Definition,What is the primary risk associated with maternal-fetal measles during pregnancy?,"It can cause neonatal congenital measles, which is common due to low vaccination coverage.","It can lead to fetal risks such as infection, drugs, toxic substances, and irradiation, but neonatal congenital measles is exceptional due to vaccination coverage.","It increases the risk of maternal measles, which is easily transmitted to the fetus at any stage of pregnancy.","It has no significant impact on the fetus, as the immune system of the mother fully protects the fetus.",B
OIC-027-27-A,Positive diagnosis,"During the diagnosis of antierythrocyte alloimmunization in pregnant women, which of the following tests is NOT typically prescribed to assess the risk to the fetus?",Indirect Antiglobulin Test (IAT),Rhesus group phenotype determination,Direct Antiglobulin Test (DAT),Antibody identification and titration,C
OIC-027-44-B,Diagnosis,"Which of the following is NOT a long-term consequence of addictive behavior during pregnancy, according to the provided educational content?",Increased risk of psychological disorders in the child due to maternal addiction.,Enhanced cognitive development and learning abilities in the child due to prenatal exposure to addictive substances.,Potential social behavior disorders in the child as a result of in utero exposure to alcohol.,The necessity for a supportive environment and multidisciplinary approach for expectant mothers and their newborns.,B
OIC-027-23-B,Management,What is the recommended treatment for bacterial vaginosis caused by Gardnerella vaginalis during pregnancy?,Oral amoxicillin for 7 days,Oral metronidazole for 7 days or a single dose of 2 g,Topical clindamycin for 14 days,Oral azithromycin as a single dose,B
OIC-027-01-A,Definition,What are the potential outcomes of maternal-fetal infection (MFI) during pregnancy or delivery?,Improved fetal immunity,Miscarriages and embryopathies,Enhanced fetal growth,Increased maternal energy levels,B
OIC-027-04-A,Definition,What is the likelihood of severe embryopathy and fetopathy occurring if a mother is infected with Toxoplasma gondii during pregnancy?,61% in the 1st trimester,25% in the 2nd trimester,Less than 5% in the 3rd trimester,72% in the 3rd trimester,A
OIC-027-05-A,Management,"During the monitoring of a pregnant woman seronegative for toxoplasmosis, what is the recommended action if seroconversion occurs with the presence of both IgG and IgM in early pregnancy?",Immediate delivery of the fetus,"Repeat all maternal samples to assess the infection's progression and timing, using a high IgG avidity index to indicate a long-standing infection",Begin anti-parasitic treatment without further testing,Ignore the results as they are often inaccurate,B
OIC-027-43-B,Management,What is the recommended initial treatment approach for a newborn diagnosed with Neonatal Withdrawal Syndrome (NNDS) due to in utero exposure to opiates?,Immediate cessation of all medications,"Gradual increase in dosage of morphine hydrochloride or sulphate, maintaining dosage for 48 hours until stabilized, then reduce in stages every 48 hours",Administration of benzodiazepines to manage symptoms,Use of antibiotics to treat potential infections,B
OIC-027-19-B,Physiopathology,"What is the primary cause of neonatal meningitis, and what are the initial stages of Listeria monocytogenes infection in the fetus?",Streptococcus pneumoniae; colonization of the placenta followed by intra-uterine infection (chorioamnionitis),E. coli K1; direct infection of the fetus without placental involvement,Listeria monocytogenes; colonization of the placenta followed by intra-uterine infection (chorioamnionitis),Group B Streptococcus; infection through the umbilical cord after birth,C
OIC-027-21-B,,Which of the following is the most appropriate action when a pregnant woman presents with fever to prevent fetal risks associated with listeriosis?,Prescribe antibiotics immediately without testing.,Perform a blood culture in the mother to identify the presence of listeriosis.,Conduct a bacteriological examination of the placenta and lochiae during childbirth.,Isolate the germ from gastric fluid obtained by aspiration in neonates.,B
OIC-027-30-A,Management,"During a prenatal consultation, which of the following actions is most appropriate when managing a patient who has taken a medication with known teratogenic potential?",Immediately advise the patient to terminate the pregnancy without further investigation.,"Record the circumstances of the medication intake, including duration, quantity, and indication, and assess maternal benefit versus foetal risk.",Disregard the medication's teratogenic potential as it affects less than 5% of birth defects.,Report the medication intake to a pharmacovigilance centre without considering the timing of administration.,B
OIC-027-15-A,Definition,What is the recommended course of action for a pregnant woman with a high viral load of hepatitis B to prevent fetal risks?,Antiviral treatment should be avoided as it may harm the fetus.,The mode of delivery should be changed to caesarean section to prevent transmission.,Antiviral treatment should be started to reduce the risk of vertical transmission.,No action is necessary as the risk of chronic hepatitis and related complications is low.,C
OIC-027-46-A,Management,"During a radiological examination involving a pregnant woman, what is the recommended course of action if the uterus is found to be within the radiation beam?",Proceed with the examination without any protective measures.,Cancel the examination immediately to avoid any risk to the fetus.,Replace the irradiating test with non-irradiating tests such as ultrasound or MRI if possible.,Only reassure the patient and take no further action.,C
OIC-027-20-A,Management,Which of the following practices is recommended for preventing maternal-fetal listeriosis (MF)?,Consume soft cheeses made from raw milk and raw sprouts regularly.,Cook raw foods of animal origin thoroughly and wash hands after handling uncooked food.,Keep raw and cooked foods together to save space in the refrigerator.,"Eat sushi and raw shellfish as they are, without washing them first.",B
OIC-027-45-B,Physiopathology,What are the potential consequences of fetal irradiation at doses between 100-200 mGy?,Increased risk of leukemia or cancer by 40%,"Reduced IQ, microcephaly, cataracts, and IUGR",Improved neuronal migration and multiplication,No significant effects on fetal development,B
OIC-027-14-B,Management,"During pregnancy, what is the recommended management for a primary genital herpes infection?",Vaginal delivery with no treatment,Cesarean section regardless of the timing of infection,"Maternal treatment with aciclovir or valaciclovir for 5 to 10 days and cesarean section if infection occurs within 6 weeks before labor, unless RPM is greater than 4 hours",Immediate vaginal delivery and no antiviral treatment,C
OIC-179-05-A,Definition,Which of the following is NOT a measure for preventing water-related health risks?,Regular maintenance of the distribution network,Implementing strict quality control at the point of consumption,Encouraging the use of untreated water for shellfish production,Protecting water catchment points from contamination,C
OIC-179-02-B,Etiologies,Which of the following statements accurately describes the transmission of Toxoplasmosis?,It is transmitted by drinking water containing cysts of 'Taenia saginata' or 'Taenia solium.',"It is caused by ingesting eggs of 'Taenia solium,' leading to cysticercosis.",It is a parasitic disease transmitted by drinking water containing Toxoplasma gondii cysts.,It is contracted by eating raw or undercooked meat containing encysted larvae of 'Trichinella spiralis.',C
OIC-179-10-B,Definition,"During a CFTI investigation, what is the correct sequence of steps taken by ARS Medical Inspectors after identifying patients with clinical signs?","Conduct a cohort study, take stool samples, perform microbiological analysis.","Take stool samples, perform microbiological analysis, conduct an epidemiological survey.","Perform microbiological analysis, conduct an epidemiological survey, evaluate food preparation and storage premises.","Conduct an epidemiological survey, take stool samples, perform microbiological analysis.",D
OIC-179-03-A,Definition,Which of the following health risks is NOT directly linked to the consumption of polluted water according to the provided educational content?,Gastrointestinal disorders,Neurological damage,Asthma,Lead poisoning,C
