"id","mcq_json","rubric","question","option_a","option_b","option_c","option_d","correct_option"
"OIC-019-11-A","{""question"": ""What is the primary role of the 'preferred doctor' in the coordinated care pathway?"", ""option_a"": ""To provide emergency care only"", ""option_b"": ""To manage the medical file and guide patients through the care pathway"", ""option_c"": ""To prescribe medication without prior consultation"", ""option_d"": ""To perform surgical procedures"", ""correct_option"": ""B""}","Definition","What is the primary role of the 'preferred doctor' in the coordinated care pathway?","To provide emergency care only","To manage the medical file and guide patients through the care pathway","To prescribe medication without prior consultation","To perform surgical procedures","b"
"OIC-019-12-A","{""question"": ""What is the primary condition for a patient to be exempted from co-payment for care under the ALD protocol for a disease not on the list of 30 long-term conditions?"", ""option_a"": ""The disease must be serious or incapacitating, requiring continuous care for more than 3 months"", ""option_b"": ""The disease must be serious or incapacitating, involving a prolonged treatment of a foreseeable duration of more than six months and a particularly costly therapy"", ""option_c"": ""The disease must be mild and not incapacitating, requiring intermittent care for more than 6 months"", ""option_d"": ""The disease must be acute, requiring only a single treatment session"", ""correct_option"": ""B""}",,"What is the primary condition for a patient to be exempted from co-payment for care under the ALD protocol for a disease not on the list of 30 long-term conditions?","The disease must be serious or incapacitating, requiring continuous care for more than 3 months","The disease must be serious or incapacitating, involving a prolonged treatment of a foreseeable duration of more than six months and a particularly costly therapy","The disease must be mild and not incapacitating, requiring intermittent care for more than 6 months","The disease must be acute, requiring only a single treatment session","b"
"OIC-019-13-B","{""question"": ""What type of benefit is the daily allowance provided to employees who are off work due to illness?"", ""option_a"": ""A benefit in kind, which is a reimbursement of healthcare costs"", ""option_b"": ""A cash benefit, which is a replacement income"", ""option_c"": ""A death benefit, which is paid to beneficiaries under certain conditions"", ""option_d"": ""An invalidity pension, which is calculated based on income and residual capacity to work"", ""correct_option"": ""B""}","Definition","What type of benefit is the daily allowance provided to employees who are off work due to illness?","A benefit in kind, which is a reimbursement of healthcare costs","A cash benefit, which is a replacement income","A death benefit, which is paid to beneficiaries under certain conditions","An invalidity pension, which is calculated based on income and residual capacity to work","b"
"OIC-020-01-A","{""question"": ""What is the primary purpose of health research?"", ""option_a"": ""To develop new medical treatments and technologies"", ""option_b"": ""To extend scientific understanding of human beings and develop actions likely to improve health"", ""option_c"": ""To allocate resources and define strategic orientations for research"", ""option_d"": ""To manage laboratories and organise research projects"", ""correct_option"": ""B""}","Definition","What is the primary purpose of health research?","To develop new medical treatments and technologies","To extend scientific understanding of human beings and develop actions likely to improve health","To allocate resources and define strategic orientations for research","To manage laboratories and organise research projects","b"
"OIC-020-02-A","{""question"": ""What is a key characteristic of a protocol in health research methodology?"", ""option_a"": ""It is a flexible document that can be modified at any time during the study"", ""option_b"": ""It is a document written prior to the start of a study, describing the methodology and stages in great detail, and is generally not modifiable during the course of the study"", ""option_c"": ""It is a document written after the completion of a study, summarizing the results and conclusions"", ""option_d"": ""It is a document that outlines the secondary objectives of the study, but not the primary objective"", ""correct_option"": ""B""}","Definition","What is a key characteristic of a protocol in health research methodology?","It is a flexible document that can be modified at any time during the study","It is a document written prior to the start of a study, describing the methodology and stages in great detail, and is generally not modifiable during the course of the study","It is a document written after the completion of a study, summarizing the results and conclusions","It is a document that outlines the secondary objectives of the study, but not the primary objective","b"
"OIC-020-03-A","{""question"": ""What is the primary role of the Comit\u00e9 de Protection des Personnes (CPP) in the context of health research in France?"", ""option_a"": ""To conduct the research and manage its funding"", ""option_b"": ""To issue a decision-making opinion on the scientific validity and ethical aspects of the research"", ""option_c"": ""To obtain informed consent from research participants"", ""option_d"": ""To submit research proposals to the CNIL for approval"", ""correct_option"": ""B""}","Definition","What is the primary role of the Comité de Protection des Personnes (CPP) in the context of health research in France?","To conduct the research and manage its funding","To issue a decision-making opinion on the scientific validity and ethical aspects of the research","To obtain informed consent from research participants","To submit research proposals to the CNIL for approval","b"
"OIC-020-04-B","{""question"": ""What is the primary basis for justifying the usefulness and relevance of a study in health research methodology?"", ""option_a"": ""Expert opinions and clinical experience"", ""option_b"": ""Analysis of the literature, including epidemiological data and the current state of knowledge"", ""option_c"": ""Preliminary results from pilot studies and trials"", ""option_d"": ""Feedback from patients and healthcare providers"", ""correct_option"": ""B""}","Definition","What is the primary basis for justifying the usefulness and relevance of a study in health research methodology?","Expert opinions and clinical experience","Analysis of the literature, including epidemiological data and the current state of knowledge","Preliminary results from pilot studies and trials","Feedback from patients and healthcare providers","b"
"OIC-020-05-B","{""question"": ""What is the primary purpose of formulating a research hypothesis in a study?"", ""option_a"": ""To determine the study's sample size without considering the effect size"", ""option_b"": ""To establish a hierarchy of primary and secondary research objectives"", ""option_c"": ""To verify an 'a priori' hypothesis and estimate the power of a study"", ""option_d"": ""To calculate the number of subjects required without defining the research objectives"", ""correct_option"": ""C""}","Definition","What is the primary purpose of formulating a research hypothesis in a study?","To determine the study's sample size without considering the effect size","To establish a hierarchy of primary and secondary research objectives","To verify an 'a priori' hypothesis and estimate the power of a study","To calculate the number of subjects required without defining the research objectives","c"
"OIC-020-06-B","{""question"": ""What is the primary characteristic that distinguishes experimental studies from observational studies in health research methodology?"", ""option_a"": ""The study aims to describe the distribution of health events in a population"", ""option_b"": ""The study involves an experimental intervention controlled by the experimenter"", ""option_c"": ""The study seeks to identify associations between risk factors and health phenomena"", ""option_d"": ""The study evaluates the performance of diagnostic or screening methods"", ""correct_option"": ""B""}","Definition","What is the primary characteristic that distinguishes experimental studies from observational studies in health research methodology?","The study aims to describe the distribution of health events in a population","The study involves an experimental intervention controlled by the experimenter","The study seeks to identify associations between risk factors and health phenomena","The study evaluates the performance of diagnostic or screening methods","b"
"OIC-020-07-B","{""question"": ""What is the primary goal when selecting a sample in health research methodology?"", ""option_a"": ""To include as many individuals as possible from the source population"", ""option_b"": ""To ensure that the sample is as representative as possible of the source population"", ""option_c"": ""To reduce the cost and logistics of the study"", ""option_d"": ""To increase the probability of each individual belonging to the sample"", ""correct_option"": ""B""}","Definition","What is the primary goal when selecting a sample in health research methodology?","To include as many individuals as possible from the source population","To ensure that the sample is as representative as possible of the source population","To reduce the cost and logistics of the study","To increase the probability of each individual belonging to the sample","b"
"OIC-020-08-B","{""question"": ""What is the primary purpose of specifying the nature, source, and methods of measurement and collection for all collected data in health research?"", ""option_a"": ""To ensure the data is collected only from ad hoc studies"", ""option_b"": ""To guarantee the data's accuracy and reliability, regardless of the source"", ""option_c"": ""To limit the collection of data to only existing epidemiological surveillance systems"", ""option_d"": ""To exclude medico-administrative databases as a source of data"", ""correct_option"": ""B""}",,"What is the primary purpose of specifying the nature, source, and methods of measurement and collection for all collected data in health research?","To ensure the data is collected only from ad hoc studies","To guarantee the data's accuracy and reliability, regardless of the source","To limit the collection of data to only existing epidemiological surveillance systems","To exclude medico-administrative databases as a source of data","b"
"OIC-020-09-B","{""question"": ""What is the primary purpose of identifying the primary endpoint in a study?"", ""option_a"": ""To evaluate the secondary objectives of the study"", ""option_b"": ""To assess the relevance of the data collected in relation to the study's primary objective"", ""option_c"": ""To identify the exposure factors and adjustment variables"", ""option_d"": ""To describe the characteristics of the individuals in the sample"", ""correct_option"": ""B""}","Definition","What is the primary purpose of identifying the primary endpoint in a study?","To evaluate the secondary objectives of the study","To assess the relevance of the data collected in relation to the study's primary objective","To identify the exposure factors and adjustment variables","To describe the characteristics of the individuals in the sample","b"
"OIC-020-10-B","{""question"": ""What is the primary purpose of a probability law in the context of random variables?"", ""option_a"": ""To predict the exact value of a random variable"", ""option_b"": ""To describe the probability associated with each value or interval of values of a random variable"", ""option_c"": ""To determine the frequency of outcomes without observing a large series"", ""option_d"": ""To assign a number to all possible outcomes of a random phenomenon"", ""correct_option"": ""B""}","Definition","What is the primary purpose of a probability law in the context of random variables?","To predict the exact value of a random variable","To describe the probability associated with each value or interval of values of a random variable","To determine the frequency of outcomes without observing a large series","To assign a number to all possible outcomes of a random phenomenon","b"
"OIC-020-11-B","{""question"": ""What is the definition of the mode in a set of values?"", ""option_a"": ""The average of the values"", ""option_b"": ""The most frequently found value"", ""option_c"": ""The difference between the maximum and minimum values"", ""option_d"": ""The square root of the variance"", ""correct_option"": ""B""}","Definition","What is the definition of the mode in a set of values?","The average of the values","The most frequently found value","The difference between the maximum and minimum values","The square root of the variance","b"
"OIC-020-12-B","{""question"": ""What is the primary purpose of setting an alpha risk in statistical testing?"", ""option_a"": ""To determine the power of the test"", ""option_b"": ""To establish the null and alternative hypotheses"", ""option_c"": ""To define the sample size required for the study"", ""option_d"": ""To set a threshold for the risk of making a mistake in concluding that the result is not due to chance"", ""correct_option"": ""D""}","Definition","What is the primary purpose of setting an alpha risk in statistical testing?","To determine the power of the test","To establish the null and alternative hypotheses","To define the sample size required for the study","To set a threshold for the risk of making a mistake in concluding that the result is not due to chance","d"
"OIC-020-13-B","{""question"": ""What does the Kaplan-Meier method estimate in the context of survival data?"", ""option_a"": ""The absolute risk of an event occurring at a specific time point"", ""option_b"": ""The probability of survival at each time t, accounting for censoring"", ""option_c"": ""The median survival time without considering censored data"", ""option_d"": ""The instantaneous risk of an event occurring over time, similar to the hazard ratio"", ""correct_option"": ""B""}","Definition","What does the Kaplan-Meier method estimate in the context of survival data?","The absolute risk of an event occurring at a specific time point","The probability of survival at each time t, accounting for censoring","The median survival time without considering censored data","The instantaneous risk of an event occurring over time, similar to the hazard ratio","b"
"OIC-020-14-B","{""question"": ""What is the primary purpose of adjustment in statistical analysis?"", ""option_a"": ""To increase the sample size of a study"", ""option_b"": ""To identify the exposure factors that are independently linked to the phenomenon being studied, taking into account confounding factors"", ""option_c"": ""To reduce the number of variables in a multivariate analysis"", ""option_d"": ""To calculate the crude measures of association"", ""correct_option"": ""B""}","Definition","What is the primary purpose of adjustment in statistical analysis?","To increase the sample size of a study","To identify the exposure factors that are independently linked to the phenomenon being studied, taking into account confounding factors","To reduce the number of variables in a multivariate analysis","To calculate the crude measures of association","b"
"OIC-020-15-B","{""question"": ""What is the primary reason for health data being subject to special protection under the law?"", ""option_a"": ""Because it is used exclusively for clinical research"", ""option_b"": ""Because it is considered sensitive and personal, requiring respect for individual privacy"", ""option_c"": ""Because it is only used in clinical trials"", ""option_d"": ""Because it is not relevant to public health policies"", ""correct_option"": ""B""}",,"What is the primary reason for health data being subject to special protection under the law?","Because it is used exclusively for clinical research","Because it is considered sensitive and personal, requiring respect for individual privacy","Because it is only used in clinical trials","Because it is not relevant to public health policies","b"
"OIC-020-16-A","{""question"": ""What is the term used to describe the factor of interest in an analytical study that is associated with a higher probability of the presence or occurrence of a health phenomenon?"", ""option_a"": ""Exposure factor"", ""option_b"": ""Etiological factor"", ""option_c"": ""Risk factor"", ""option_d"": ""Health determinant"", ""correct_option"": ""C""}","Definition","What is the term used to describe the factor of interest in an analytical study that is associated with a higher probability of the presence or occurrence of a health phenomenon?","Exposure factor","Etiological factor","Risk factor","Health determinant","c"
"OIC-020-17-A","{""question"": ""What is the primary purpose of defining a target population in health research methodology?"", ""option_a"": ""To identify the individuals who will be included in the study"", ""option_b"": ""To determine the sampling method for the study"", ""option_c"": ""To understand the population about which we have questions and wish to obtain information"", ""option_d"": ""To evaluate the external validity of a study"", ""correct_option"": ""C""}","Definition","What is the primary purpose of defining a target population in health research methodology?","To identify the individuals who will be included in the study","To determine the sampling method for the study","To understand the population about which we have questions and wish to obtain information","To evaluate the external validity of a study","c"
"OIC-020-18-A","{""question"": ""What is the primary advantage of a case-control study in observational research?"", ""option_a"": ""It allows for the estimation of incidence rates of a disease"", ""option_b"": ""It enables the over-representation of people carrying a rare phenomenon in the population"", ""option_c"": ""It provides a longitudinal perspective on the development of a disease"", ""option_d"": ""It is the only study design that can establish causality between an exposure and an outcome"", ""correct_option"": ""B""}","Definition","What is the primary advantage of a case-control study in observational research?","It allows for the estimation of incidence rates of a disease","It enables the over-representation of people carrying a rare phenomenon in the population","It provides a longitudinal perspective on the development of a disease","It is the only study design that can establish causality between an exposure and an outcome","b"
"OIC-020-19-B","{""question"": ""What is a key characteristic of a nested case-control study?"", ""option_a"": ""It involves selecting cases and controls from a newly established cohort."", ""option_b"": ""It involves selecting cases and controls from a cohort that has already been established."", ""option_c"": ""It requires collecting data on the entire initial cohort."", ""option_d"": ""It is used to evaluate the effect of an experimental intervention on a population."", ""correct_option"": ""B""}","Definition","What is a key characteristic of a nested case-control study?","It involves selecting cases and controls from a newly established cohort.","It involves selecting cases and controls from a cohort that has already been established.","It requires collecting data on the entire initial cohort.","It is used to evaluate the effect of an experimental intervention on a population.","b"
"OIC-020-20-A","{""question"": ""What is the best definition of Incidence rate in the context of health research methodology?"", ""option_a"": ""The proportion of the number of cases of a disease in a population at a given time"", ""option_b"": ""The probability of an event occurring in a population over a given period, expressed as a percentage"", ""option_c"": ""The number of new cases during a given period, within a population, divided by the sum of person-time"", ""option_d"": ""The total number of cases of a disease in a population, regardless of the time period"", ""correct_option"": ""C""}","Definition","What is the best definition of Incidence rate in the context of health research methodology?","The proportion of the number of cases of a disease in a population at a given time","The probability of an event occurring in a population over a given period, expressed as a percentage","The number of new cases during a given period, within a population, divided by the sum of person-time","The total number of cases of a disease in a population, regardless of the time period","c"
"OIC-020-21-B","{""question"": ""What is the primary purpose of standardisation in descriptive surveys?"", ""option_a"": ""To increase the sample size of the study population"", ""option_b"": ""To reduce the incidence rate of health problems in the population"", ""option_c"": ""To make populations comparable in terms of their characteristics, allowing for valid comparisons of frequency measurements"", ""option_d"": ""To change the age and sex structure of the study population to match the reference population"", ""correct_option"": ""C""}","Definition","What is the primary purpose of standardisation in descriptive surveys?","To increase the sample size of the study population","To reduce the incidence rate of health problems in the population","To make populations comparable in terms of their characteristics, allowing for valid comparisons of frequency measurements","To change the age and sex structure of the study population to match the reference population","c"
"OIC-020-22-A","{""question"": ""What does the Absolute Risk Reduction (ARR) measure in the context of health research methodology?"", ""option_a"": ""The ratio of the probability of being ill if exposed to the probability of being ill if not exposed"", ""option_b"": ""The difference between the probability of being ill if exposed and the probability of being ill if not exposed"", ""option_c"": ""The average number of subjects that need to be treated to avoid 1 event"", ""option_d"": ""The proportion of the variability of one variable explained by the other"", ""correct_option"": ""B""}","Definition","What does the Absolute Risk Reduction (ARR) measure in the context of health research methodology?","The ratio of the probability of being ill if exposed to the probability of being ill if not exposed","The difference between the probability of being ill if exposed and the probability of being ill if not exposed","The average number of subjects that need to be treated to avoid 1 event","The proportion of the variability of one variable explained by the other","b"
"OIC-020-23-A","{""question"": ""From which type of study design can the Relative Risk (RR) not be estimated?"", ""option_a"": ""A randomised controlled trial"", ""option_b"": ""An exposed/unexposed cohort study"", ""option_c"": ""A case-control study"", ""option_d"": ""Any study design that involves human subjects"", ""correct_option"": ""C""}","Definition","From which type of study design can the Relative Risk (RR) not be estimated?","A randomised controlled trial","An exposed/unexposed cohort study","A case-control study","Any study design that involves human subjects","c"
"OIC-020-24-A","{""question"": ""What happens to the power of a study when the variability of observations, or variance, increases?"", ""option_a"": ""The power of the study increases"", ""option_b"": ""The power of the study decreases"", ""option_c"": ""The power of the study remains unchanged"", ""option_d"": ""The power of the study becomes more variable"", ""correct_option"": ""B""}","Definition","What happens to the power of a study when the variability of observations, or variance, increases?","The power of the study increases","The power of the study decreases","The power of the study remains unchanged","The power of the study becomes more variable","b"
"OIC-020-25-A","{""question"": ""What is the primary purpose of calculating the number of subjects required for a descriptive study?"", ""option_a"": ""To guarantee sufficient power for the study"", ""option_b"": ""To determine the minimum number of subjects required to ensure the desired precision of the estimated parameter"", ""option_c"": ""To establish the alpha confidence level of the confidence interval"", ""option_d"": ""To assess the effect size of the study"", ""correct_option"": ""B""}","Definition","What is the primary purpose of calculating the number of subjects required for a descriptive study?","To guarantee sufficient power for the study","To determine the minimum number of subjects required to ensure the desired precision of the estimated parameter","To establish the alpha confidence level of the confidence interval","To assess the effect size of the study","b"
"OIC-020-26-A","{""question"": ""What is the primary difference between random error and systematic error in estimating a parameter?"", ""option_a"": ""Random error is due to chance, while systematic error is due to sampling fluctuation"", ""option_b"": ""Random error depends on sample size, while systematic error does not"", ""option_c"": ""Random error is independent of sample size, while systematic error depends on it"", ""option_d"": ""Random error leads to a loss of representativeness, while systematic error leads to a decrease in precision"", ""correct_option"": ""B""}","Definition","What is the primary difference between random error and systematic error in estimating a parameter?","Random error is due to chance, while systematic error is due to sampling fluctuation","Random error depends on sample size, while systematic error does not","Random error is independent of sample size, while systematic error depends on it","Random error leads to a loss of representativeness, while systematic error leads to a decrease in precision","b"
"OIC-020-27-B","{""question"": ""What is the primary effect of non-differential classification bias on the results of a study?"", ""option_a"": ""It overestimates the association between the exposure and the outcome"", ""option_b"": ""It underestimates the association between the exposure and the outcome"", ""option_c"": ""It has no impact on the association between the exposure and the outcome"", ""option_d"": ""It randomly fluctuates the association between the exposure and the outcome"", ""correct_option"": ""B""}","Definition","What is the primary effect of non-differential classification bias on the results of a study?","It overestimates the association between the exposure and the outcome","It underestimates the association between the exposure and the outcome","It has no impact on the association between the exposure and the outcome","It randomly fluctuates the association between the exposure and the outcome","b"
"OIC-020-28-B","{""question"": ""What is the primary purpose of performing an interaction test in the context of health research methodology?"", ""option_a"": ""To identify confounding factors that may influence the association between an exposure and a health phenomenon"", ""option_b"": ""To determine whether the effect of an exposure on a health phenomenon is modified by another factor in a statistically significant way"", ""option_c"": ""To stratify the analysis by different levels of the exposure factor"", ""option_d"": ""To introduce an interaction term into a univariate model"", ""correct_option"": ""B""}","Definition","What is the primary purpose of performing an interaction test in the context of health research methodology?","To identify confounding factors that may influence the association between an exposure and a health phenomenon","To determine whether the effect of an exposure on a health phenomenon is modified by another factor in a statistically significant way","To stratify the analysis by different levels of the exposure factor","To introduce an interaction term into a univariate model","b"
"OIC-020-29-A","{""question"": ""What is the primary purpose of setting an alpha risk threshold in a statistical test?"", ""option_a"": ""To determine the probability of observing a difference that is at least as large if in reality this difference does not exist"", ""option_b"": ""To establish the confidence interval for estimating a parameter"", ""option_c"": ""To fix the risk of concluding falsely that there is a difference, prior to conducting the test"", ""option_d"": ""To calculate the p-value from the observed data"", ""correct_option"": ""C""}","Definition","What is the primary purpose of setting an alpha risk threshold in a statistical test?","To determine the probability of observing a difference that is at least as large if in reality this difference does not exist","To establish the confidence interval for estimating a parameter","To fix the risk of concluding falsely that there is a difference, prior to conducting the test","To calculate the p-value from the observed data","c"
"OIC-020-30-A","{""question"": ""What is the primary purpose of the Bradford Hill causality criteria in health research methodology?"", ""option_a"": ""To establish a statistically significant association between an exposure and a health phenomenon"", ""option_b"": ""To discuss the plausibility of causality in observational studies and provide proof of causality in experimental studies"", ""option_c"": ""To determine the level of evidence in different types of studies, such as randomised controlled trials and cohort studies"", ""option_d"": ""To minimize selection and ranking bias in study design"", ""correct_option"": ""B""}",,"What is the primary purpose of the Bradford Hill causality criteria in health research methodology?","To establish a statistically significant association between an exposure and a health phenomenon","To discuss the plausibility of causality in observational studies and provide proof of causality in experimental studies","To determine the level of evidence in different types of studies, such as randomised controlled trials and cohort studies","To minimize selection and ranking bias in study design","b"
"OIC-020-31-B","{""question"": ""What term refers to all the environmental factors to which an individual is exposed during his or her life?"", ""option_a"": ""Phenome"", ""option_b"": ""Exposome"", ""option_c"": ""Microbiome"", ""option_d"": ""Epigenome"", ""correct_option"": ""B""}","Definition","What term refers to all the environmental factors to which an individual is exposed during his or her life?","Phenome","Exposome","Microbiome","Epigenome","b"
"OIC-020-32-B","{""question"": ""What is the primary purpose of predatory journals?"", ""option_a"": ""To provide a platform for researchers to share their findings quickly and openly"", ""option_b"": ""To evaluate and validate manuscripts for scientific integrity"", ""option_c"": ""To profit from publication fees by publishing manuscripts without evaluation or validation"", ""option_d"": ""To maintain a list of non-predatory scientific journals"", ""correct_option"": ""C""}","Definition","What is the primary purpose of predatory journals?","To provide a platform for researchers to share their findings quickly and openly","To evaluate and validate manuscripts for scientific integrity","To profit from publication fees by publishing manuscripts without evaluation or validation","To maintain a list of non-predatory scientific journals","c"
"OIC-020-33-A","{""question"": ""What is the primary factor that extrinsic properties of a test, such as positive predictive value (PPV) and negative predictive value (NPV), depend on?"", ""option_a"": ""The sensitivity and specificity of the test"", ""option_b"": ""The prevalence of the disease in the population studied"", ""option_c"": ""The positive and negative likelihood ratios of the test"", ""option_d"": ""The pre-test and post-test probabilities of the disease"", ""correct_option"": ""B""}",,"What is the primary factor that extrinsic properties of a test, such as positive predictive value (PPV) and negative predictive value (NPV), depend on?","The sensitivity and specificity of the test","The prevalence of the disease in the population studied","The positive and negative likelihood ratios of the test","The pre-test and post-test probabilities of the disease","b"
"OIC-022-01-A","{""question"": ""What is the prevalence threshold for a disease to be considered rare in the general population?"", ""option_a"": ""Less than one person in 1,000"", ""option_b"": ""Less than one person in 2,000"", ""option_c"": ""Less than one person in 5,000"", ""option_d"": ""Less than one person in 10,000"", ""correct_option"": ""B""}","Definition","What is the prevalence threshold for a disease to be considered rare in the general population?","Less than one person in 1,000","Less than one person in 2,000","Less than one person in 5,000","Less than one person in 10,000","b"
"OIC-022-02-B","{""question"": ""What is the primary goal of the National Plan for Rare Diseases 3 (PNMR3) in terms of diagnosis?"", ""option_a"": ""To ensure that all patients suffering from rare diseases have received a precise diagnosis within 5 years after their first specialist medical consultation"", ""option_b"": ""To ensure that all patients suffering from rare diseases have received a precise diagnosis one year after their first specialist medical consultation"", ""option_c"": ""To provide care and therapies to patients suffering from rare diseases without a precise diagnosis"", ""option_d"": ""To limit the number of patients suffering from rare diseases"", ""correct_option"": ""B""}",,"What is the primary goal of the National Plan for Rare Diseases 3 (PNMR3) in terms of diagnosis?","To ensure that all patients suffering from rare diseases have received a precise diagnosis within 5 years after their first specialist medical consultation","To ensure that all patients suffering from rare diseases have received a precise diagnosis one year after their first specialist medical consultation","To provide care and therapies to patients suffering from rare diseases without a precise diagnosis","To limit the number of patients suffering from rare diseases","b"
"OIC-022-03-B","{""question"": ""What is the primary cause of haemochromatosis, a genetic disease characterized by excessive intestinal absorption of iron?"", ""option_a"": ""A deficiency in the production of hepcidin, the systemic iron-regulating hormone"", ""option_b"": ""An overproduction of iron in the body due to environmental factors"", ""option_c"": ""A genetic mutation that affects the body's ability to absorb other essential nutrients"", ""option_d"": ""A viral infection that disrupts the body's iron regulation system"", ""correct_option"": ""A""}","Etiologies","What is the primary cause of haemochromatosis, a genetic disease characterized by excessive intestinal absorption of iron?","A deficiency in the production of hepcidin, the systemic iron-regulating hormone","An overproduction of iron in the body due to environmental factors","A genetic mutation that affects the body's ability to absorb other essential nutrients","A viral infection that disrupts the body's iron regulation system","a"
"OIC-022-04-B","{""question"": ""What percentage of rare diseases are genetic in origin?"", ""option_a"": ""60%"", ""option_b"": ""70%"", ""option_c"": ""80%"", ""option_d"": ""90%"", ""correct_option"": ""C""}",,"What percentage of rare diseases are genetic in origin?","60%","70%","80%","90%","c"
"OIC-022-05-A","{""question"": ""What is diagnostic wandering in the context of rare diseases?"", ""option_a"": ""A situation where the cause of a disease cannot be determined despite thorough investigation"", ""option_b"": ""The period between the appearance of the first symptoms and the date on which a precise diagnosis is made"", ""option_c"": ""A condition where a patient's symptoms do not match any known disease"", ""option_d"": ""A stage of diagnosis where all available diagnostic examinations have been exhausted"", ""correct_option"": ""B""}",,"What is diagnostic wandering in the context of rare diseases?","A situation where the cause of a disease cannot be determined despite thorough investigation","The period between the appearance of the first symptoms and the date on which a precise diagnosis is made","A condition where a patient's symptoms do not match any known disease","A stage of diagnosis where all available diagnostic examinations have been exhausted","b"
"OIC-024-01-A","{""question"": ""What is a possible cause of first trimester haemorrhage?"", ""option_a"": ""A normal intrauterine pregnancy without any complications"", ""option_b"": ""A progressive intrauterine pregnancy with a decidual haematoma"", ""option_c"": ""A pelvic infection"", ""option_d"": ""A previous history of regular menstrual cycles"", ""correct_option"": ""B""}","Positive diagnosis","What is a possible cause of first trimester haemorrhage?","A normal intrauterine pregnancy without any complications","A progressive intrauterine pregnancy with a decidual haematoma","A pelvic infection","A previous history of regular menstrual cycles","b"
"OIC-024-02-A","{""question"": ""What is the primary method of preventing a specific complication in a patient who has experienced a first-trimester miscarriage?"", ""option_a"": ""Administration of prostaglandins"", ""option_b"": ""Surgical treatment of the miscarriage"", ""option_c"": ""Psychological care and reassurance"", ""option_d"": ""Prevention of rhesus alloimmunisation"", ""correct_option"": ""D""}","Management","What is the primary method of preventing a specific complication in a patient who has experienced a first-trimester miscarriage?","Administration of prostaglandins","Surgical treatment of the miscarriage","Psychological care and reassurance","Prevention of rhesus alloimmunisation","d"
"OIC-024-03-A","{""question"": ""What is the primary criterion for considering surgical treatment in a patient with an ectopic pregnancy who does not exhibit haemodynamic instability, abdominal defence, or haemoperitoneum on ultrasound?"", ""option_a"": ""A \u03b2-hCG level greater than 1,000 IU/L"", ""option_b"": ""The presence of algism and/or a \u03b2-hCG level greater than 5,000 IU/L"", ""option_c"": ""A decrease in plasma \u03b2-hCG levels over a period of one week"", ""option_d"": ""The absence of adhesions or sequelae of HGI identified through diagnostic laparoscopy"", ""correct_option"": ""B""}","Identification of the emergency","What is the primary criterion for considering surgical treatment in a patient with an ectopic pregnancy who does not exhibit haemodynamic instability, abdominal defence, or haemoperitoneum on ultrasound?","A β-hCG level greater than 1,000 IU/L","The presence of algism and/or a β-hCG level greater than 5,000 IU/L","A decrease in plasma β-hCG levels over a period of one week","The absence of adhesions or sequelae of HGI identified through diagnostic laparoscopy","b"
"OIC-024-04-A","{""question"": ""What is the primary clinical sign that distinguishes placenta previa (PP) from retroplacental haematoma (HRP) in the second or third trimester of pregnancy?"", ""option_a"": ""Presence of uterine contractions"", ""option_b"": ""Type and color of the hemorrhage, with PP typically presenting with abundant, red, and often recurrent bleeding, and HRP presenting with slight, blackish, incoagulable hemorrhage"", ""option_c"": ""Maternal age and parity"", ""option_d"": ""Fetal presentation and position"", ""correct_option"": ""B""}","Diagnosis","What is the primary clinical sign that distinguishes placenta previa (PP) from retroplacental haematoma (HRP) in the second or third trimester of pregnancy?","Presence of uterine contractions","Type and color of the hemorrhage, with PP typically presenting with abundant, red, and often recurrent bleeding, and HRP presenting with slight, blackish, incoagulable hemorrhage","Maternal age and parity","Fetal presentation and position","b"
"OIC-024-05-A","{""question"": ""What is the definition of postpartum haemorrhage (PPH) in terms of blood loss volume within 24 hours after childbirth?"", ""option_a"": ""A haemorrhage >250 mL"", ""option_b"": ""A haemorrhage >500 mL"", ""option_c"": ""A haemorrhage >1000 mL"", ""option_d"": ""A haemorrhage >2000 mL"", ""correct_option"": ""B""}","Positive diagnosis","What is the definition of postpartum haemorrhage (PPH) in terms of blood loss volume within 24 hours after childbirth?","A haemorrhage >250 mL","A haemorrhage >500 mL","A haemorrhage >1000 mL","A haemorrhage >2000 mL","b"
"OIC-024-06-B","{""question"": ""What is the initial management step for postpartum hemorrhage (PPH) if haemorrhage occurs before expulsion of the placenta?"", ""option_a"": ""Uterine massage"", ""option_b"": ""Administration of uterotonics (oxytocin) 10 IU by slow IV infusion"", ""option_c"": ""Emergency artificial delivery"", ""option_d"": ""Suturing of any perineal tears"", ""correct_option"": ""C""}","Management","What is the initial management step for postpartum hemorrhage (PPH) if haemorrhage occurs before expulsion of the placenta?","Uterine massage","Administration of uterotonics (oxytocin) 10 IU by slow IV infusion","Emergency artificial delivery","Suturing of any perineal tears","c"
