id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-226-18-B,"{""question"": ""What is the recommended treatment duration with fondaparinux for a confirmed diagnosis of superficial venous thrombosis (SVD) in the lower limb when combined with anticoagulant treatment?"", ""option_a"": ""3 weeks"", ""option_b"": ""6 weeks"", ""option_c"": ""9 weeks"", ""option_d"": ""12 weeks"", ""correct_option"": ""B""}",,What is the recommended treatment duration with fondaparinux for a confirmed diagnosis of superficial venous thrombosis (SVD) in the lower limb when combined with anticoagulant treatment?,3 weeks,6 weeks,9 weeks,12 weeks,b
OIC-336-04-A,"{""question"": ""During a neurological examination of a patient in coma, which pupil response is most indicative of a tricyclic antidepressant toxidrome or severe neurological impairment?"", ""option_a"": ""Myosis"", ""option_b"": ""Unilateral mydriasis"", ""option_c"": ""Bilateral mydriasis"", ""option_d"": ""Pendular movements of the eyeballs"", ""correct_option"": ""c""}",Positive diagnosis,"During a neurological examination of a patient in coma, which pupil response is most indicative of a tricyclic antidepressant toxidrome or severe neurological impairment?",Myosis,Unilateral mydriasis,Bilateral mydriasis,Pendular movements of the eyeballs,c
OIC-245-03-A,"{""question"": ""Which of the following is NOT a typical biological sign of primary adrenal insufficiency?"", ""option_a"": ""Hyponatraemia and hyperkalaemia"", ""option_b"": ""Orthostatic arterial hypotension with tachycardia"", ""option_c"": ""Melanoderma and slate patches on the oral mucosa"", ""option_d"": ""Hyperglycaemia"", ""correct_option"": ""D""}",Positive diagnosis,Which of the following is NOT a typical biological sign of primary adrenal insufficiency?,Hyponatraemia and hyperkalaemia,Orthostatic arterial hypotension with tachycardia,Melanoderma and slate patches on the oral mucosa,Hyperglycaemia,d
OIC-233-08-B,"{""question"": ""What is the recommended surgical treatment for severe mitral insufficiency in patients over 65 years old?"", ""option_a"": ""Mitral valve repair using minimally invasive techniques"", ""option_b"": ""Mitral valve replacement by mechanical or biological prosthesis"", ""option_c"": ""Percutaneous balloon mitral valvuloplasty"", ""option_d"": ""Laparoscopic mitral valve surgery"", ""correct_option"": ""B""}",,What is the recommended surgical treatment for severe mitral insufficiency in patients over 65 years old?,Mitral valve repair using minimally invasive techniques,Mitral valve replacement by mechanical or biological prosthesis,Percutaneous balloon mitral valvuloplasty,Laparoscopic mitral valve surgery,b
OIC-226-16-B,"{""question"": ""What is the estimated percentage range of Deep Vein Thrombosis (DVT) cases that will develop severe Post-Thrombotic Syndrome (PTS) despite well-managed treatment?"", ""option_a"": ""1-5%"", ""option_b"": ""10-20%"", ""option_c"": ""20-50%"", ""option_d"": ""50-70%"", ""correct_option"": ""C""}",,What is the estimated percentage range of Deep Vein Thrombosis (DVT) cases that will develop severe Post-Thrombotic Syndrome (PTS) despite well-managed treatment?,1-5%,10-20%,20-50%,50-70%,c
OIC-325-08-A,"{""question"": ""What is the primary aim of pharmacovigilance according to the provided educational content?"", ""option_a"": ""To increase the sales of medicinal products"", ""option_b"": ""To monitor, assess, prevent, and manage the risk of adverse reactions from the use of medicinal products"", ""option_c"": ""To provide financial support for pharmaceutical companies"", ""option_d"": ""To regulate the pricing of medicines in the market"", ""correct_option"": ""b""}",,What is the primary aim of pharmacovigilance according to the provided educational content?,To increase the sales of medicinal products,"To monitor, assess, prevent, and manage the risk of adverse reactions from the use of medicinal products",To provide financial support for pharmaceutical companies,To regulate the pricing of medicines in the market,b
OIC-247-31-B,"{""question"": ""Who is typically called in for the coordination of care within centres specialising in the management of foot injuries in diabetic patients?"", ""option_a"": ""General practitioner"", ""option_b"": ""Specialist doctor (cardiologist)"", ""option_c"": ""Diabetologist"", ""option_d"": ""Geriatric staff"", ""correct_option"": ""c""}",,Who is typically called in for the coordination of care within centres specialising in the management of foot injuries in diabetic patients?,General practitioner,Specialist doctor (cardiologist),Diabetologist,Geriatric staff,c
OIC-045-03-A,"{""question"": ""In the context of genetic counselling, particularly with trisomy 21 screening in France, which ethical principle is primarily emphasized to ensure that patients have the right to make informed decisions about continuing or terminating a pregnancy?"", ""option_a"": ""Non-maleficence, ensuring that no harm comes to the patient during the screening process."", ""option_b"": ""Caring, focusing on improving the well-being of the patient by providing emotional support."", ""option_c"": ""Justice, guaranteeing equal access to screening services for all patients."", ""option_d"": ""Respect for autonomy, allowing patients to be fully informed and make their own decisions."", ""correct_option"": ""D""}",Definition,"In the context of genetic counselling, particularly with trisomy 21 screening in France, which ethical principle is primarily emphasized to ensure that patients have the right to make informed decisions about continuing or terminating a pregnancy?","Non-maleficence, ensuring that no harm comes to the patient during the screening process.","Caring, focusing on improving the well-being of the patient by providing emotional support.","Justice, guaranteeing equal access to screening services for all patients.","Respect for autonomy, allowing patients to be fully informed and make their own decisions.",d
OIC-328-03-B,"{""question"": ""Who is responsible for the renewal of prescriptions for medical devices such as orthotics and electric wheelchairs in France?"", ""option_a"": ""Specialist"", ""option_b"": ""General practitioner"", ""option_c"": ""Hospital administrator"", ""option_d"": ""Insurance provider"", ""correct_option"": ""b""}",Management,Who is responsible for the renewal of prescriptions for medical devices such as orthotics and electric wheelchairs in France?,Specialist,General practitioner,Hospital administrator,Insurance provider,b
OIC-179-01-B,"{""question"": ""Which of the following protozoan diseases is NOT transmitted through ingestion of cysts in water or food?"", ""option_a"": ""Amoebiasis"", ""option_b"": ""Cryptosporidiosis"", ""option_c"": ""Giardiasis"", ""option_d"": ""Malaria"", ""correct_option"": ""D""}",Etiologies,Which of the following protozoan diseases is NOT transmitted through ingestion of cysts in water or food?,Amoebiasis,Cryptosporidiosis,Giardiasis,Malaria,d
OIC-242-12-B,"{""question"": ""What is a distinguishing characteristic of patients treated with amiodarone, which aids in differentiating between Type I and Type II hyperthyroidism?"", ""option_a"": ""Elevated TSH levels"", ""option_b"": ""Elevated T4L concentration due to inhibition of T4 deiodase"", ""option_c"": ""Presence of TSH receptor antibodies"", ""option_d"": ""Transient phase of hypothyroidism"", ""correct_option"": ""B""}",Positive diagnosis,"What is a distinguishing characteristic of patients treated with amiodarone, which aids in differentiating between Type I and Type II hyperthyroidism?",Elevated TSH levels,Elevated T4L concentration due to inhibition of T4 deiodase,Presence of TSH receptor antibodies,Transient phase of hypothyroidism,b
OIC-039-12-B,"{""question"": ""According to the French Assurance Maladie, up to how many IVF-c or ICSI attempts are covered?"", ""option_a"": ""2 IUI attempts"", ""option_b"": ""6 IUI attempts"", ""option_c"": ""4 IVF-c or ICSI attempts"", ""option_d"": ""10 IVF-c or ICSI attempts"", ""correct_option"": ""c""}",Support,"According to the French Assurance Maladie, up to how many IVF-c or ICSI attempts are covered?",2 IUI attempts,6 IUI attempts,4 IVF-c or ICSI attempts,10 IVF-c or ICSI attempts,c
OIC-156-07-A,"{""question"": ""What is the primary purpose of performing a joint puncture before initiating antibiotic therapy in the case of acute arthritis?"", ""option_a"": ""To relieve pain and improve mobility in the affected joint"", ""option_b"": ""To obtain synovial fluid for diagnostic analysis"", ""option_c"": ""To immediately administer antibiotics directly into the joint"", ""option_d"": ""To reduce inflammation through thermal therapy"", ""correct_option"": ""B""}",Complementary examinations,What is the primary purpose of performing a joint puncture before initiating antibiotic therapy in the case of acute arthritis?,To relieve pain and improve mobility in the affected joint,To obtain synovial fluid for diagnostic analysis,To immediately administer antibiotics directly into the joint,To reduce inflammation through thermal therapy,b
OIC-198-18-A,"{""question"": ""Which of the following is NOT a recommended treatment option for an acute gout attack?"", ""option_a"": ""1.5 mg of colchicine on day 1, continued at 0.5 mg \u00d7 2-3 per day"", ""option_b"": ""30 to 35 mg per day of prednisone equivalent for 3 to 5 days"", ""option_c"": ""Intra-articular local corticosteroid therapy"", ""option_d"": ""High-dose aspirin therapy"", ""correct_option"": ""d""}",Management,Which of the following is NOT a recommended treatment option for an acute gout attack?,"1.5 mg of colchicine on day 1, continued at 0.5 mg × 2-3 per day",30 to 35 mg per day of prednisone equivalent for 3 to 5 days,Intra-articular local corticosteroid therapy,High-dose aspirin therapy,d
OIC-026-02-A,"{""question"": ""Which of the following is NOT a common cause of acute abdominal pain in pregnant women?"", ""option_a"": ""Aseptic necrobiosis of fibroid"", ""option_b"": ""Renal colic"", ""option_c"": ""Hyperthyroidism"", ""option_d"": ""Acute appendicitis"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is NOT a common cause of acute abdominal pain in pregnant women?,Aseptic necrobiosis of fibroid,Renal colic,Hyperthyroidism,Acute appendicitis,c
OIC-101-10-A,"{""question"": ""When should brain imaging be indicated for a patient with peripheral facial paralysis (PFP)?"", ""option_a"": ""MRI is always required regardless of the cause."", ""option_b"": ""Brain MRI is indicated to diagnose multiple sclerosis, brainstem stroke, or tumor if other cranial nerves are affected."", ""option_c"": ""Cervical CT/MRI is indicated only in the presence of facial swelling."", ""option_d"": ""Cerebral scan is mandatory in all cases of PFP to rule out skull base metastasis."", ""correct_option"": ""b""}",Additional examinations,When should brain imaging be indicated for a patient with peripheral facial paralysis (PFP)?,MRI is always required regardless of the cause.,"Brain MRI is indicated to diagnose multiple sclerosis, brainstem stroke, or tumor if other cranial nerves are affected.",Cervical CT/MRI is indicated only in the presence of facial swelling.,Cerebral scan is mandatory in all cases of PFP to rule out skull base metastasis.,b
OIC-074-18-A,"{""question"": ""In which of the following scenarios is the use of hypnotics contraindicated?"", ""option_a"": ""A patient with mild insomnia seeking short-term relief."", ""option_b"": ""A 16-year-old with difficulty falling asleep due to exam stress."", ""option_c"": ""A pregnant woman experiencing acute insomnia."", ""option_d"": ""An adult with chronic obstructive pulmonary disease (COPD) not on CPAP therapy."", ""correct_option"": ""c""}",Management,In which of the following scenarios is the use of hypnotics contraindicated?,A patient with mild insomnia seeking short-term relief.,A 16-year-old with difficulty falling asleep due to exam stress.,A pregnant woman experiencing acute insomnia.,An adult with chronic obstructive pulmonary disease (COPD) not on CPAP therapy.,c
OIC-134-08-A,"{""question"": ""Which of the following best describes the specific quality of neuropathic pain?"", ""option_a"": ""Sharp, localized pain that responds well to NSAIDs"", ""option_b"": ""Continuous spontaneous pain such as burning/heat, painful cold, cramps"", ""option_c"": ""Pain that is completely alleviated by physical therapy"", ""option_d"": ""Intermittent pain that occurs only during physical activity"", ""correct_option"": ""option_b""}",Positive diagnosis,Which of the following best describes the specific quality of neuropathic pain?,"Sharp, localized pain that responds well to NSAIDs","Continuous spontaneous pain such as burning/heat, painful cold, cramps",Pain that is completely alleviated by physical therapy,Intermittent pain that occurs only during physical activity,option_b
OIC-010-02-B,"{""question"": ""How does the experience of illness primarily affect an individual according to the provided content?"", ""option_a"": ""By altering their physiological functions only"", ""option_b"": ""By changing their social interactions and relationships only"", ""option_c"": ""By transforming their sense of identity and overall life meaning"", ""option_d"": ""By affecting their physical strength and endurance only"", ""correct_option"": ""c""}",Definition,How does the experience of illness primarily affect an individual according to the provided content?,By altering their physiological functions only,By changing their social interactions and relationships only,By transforming their sense of identity and overall life meaning,By affecting their physical strength and endurance only,c
OIC-027-38-B,"{""question"": ""What is the documented risk associated with heavy alcohol consumption during pregnancy?"", ""option_a"": ""No significant risk of foetal damage."", ""option_b"": ""Risk of Fetal Alcohol Syndrome (FAS)."", ""option_c"": ""Increased risk of long-term cognitive or behavioural problems."", ""option_d"": ""Risk of alteration in behavioural scores, affective and/or anxiety disorders."", ""correct_option"": ""B""}",Physiopathology,What is the documented risk associated with heavy alcohol consumption during pregnancy?,No significant risk of foetal damage.,Risk of Fetal Alcohol Syndrome (FAS).,Increased risk of long-term cognitive or behavioural problems.,"Risk of alteration in behavioural scores, affective and/or anxiety disorders.",b
OIC-325-14-A,"{""question"": ""Who should you report an adverse reaction suspected to be due to biomaterials to?"", ""option_a"": ""Your primary care physician"", ""option_b"": ""The local materials vigilance correspondent if you work in a health establishment or in an association distributing medical devices at home"", ""option_c"": ""The nearest hospital emergency department"", ""option_d"": ""Directly to the ANSM using the portal for reporting adverse health events or by post with the corresponding Cerfa declaration form if you do not work in a health establishment, is a manufacturer, an agent or a private individual"", ""correct_option"": ""d""}",Definition,Who should you report an adverse reaction suspected to be due to biomaterials to?,Your primary care physician,The local materials vigilance correspondent if you work in a health establishment or in an association distributing medical devices at home,The nearest hospital emergency department,"Directly to the ANSM using the portal for reporting adverse health events or by post with the corresponding Cerfa declaration form if you do not work in a health establishment, is a manufacturer, an agent or a private individual",d
OIC-351-04-A,"{""question"": ""Which of the following is NOT a common etiology of agitation in young adults according to the provided content?"", ""option_a"": ""Acute intoxication with hallucinogens, including cannabis"", ""option_b"": ""Complication of withdrawal from opiates"", ""option_c"": ""Electrolyte imbalance due to excessive exercise"", ""option_d"": ""Manic episode as part of bipolar disorder type I"", ""correct_option"": ""C""}",,Which of the following is NOT a common etiology of agitation in young adults according to the provided content?,"Acute intoxication with hallucinogens, including cannabis",Complication of withdrawal from opiates,Electrolyte imbalance due to excessive exercise,Manic episode as part of bipolar disorder type I,c
OIC-045-05-A,"{""question"": ""What is the recommended course of action if the combined test risk for trisomy 21 is less than 1/1000 during antenatal screening?"", ""option_a"": ""Non-invasive prenatal screening (DPNI) is proposed."", ""option_b"": ""Foetal karyotype is immediately proposed."", ""option_c"": ""Simple pregnancy monitoring is recommended."", ""option_d"": ""Termination of pregnancy is considered."", ""correct_option"": ""c""}",Positive diagnosis,What is the recommended course of action if the combined test risk for trisomy 21 is less than 1/1000 during antenatal screening?,Non-invasive prenatal screening (DPNI) is proposed.,Foetal karyotype is immediately proposed.,Simple pregnancy monitoring is recommended.,Termination of pregnancy is considered.,c
OIC-019-07-B,"{""question"": ""What is the primary purpose of the National Health Insurance Expenditure Target (ONDAM) in France?"", ""option_a"": ""To regulate the number of healthcare professionals in public establishments"", ""option_b"": ""To forecast and regulate health insurance expenditure for outpatient and inpatient care"", ""option_c"": ""To set the salaries for medical staff in both public and private healthcare institutions"", ""option_d"": ""To monitor the quality of care provided in medical and social centres"", ""correct_option"": ""b""}",Definition,What is the primary purpose of the National Health Insurance Expenditure Target (ONDAM) in France?,To regulate the number of healthcare professionals in public establishments,To forecast and regulate health insurance expenditure for outpatient and inpatient care,To set the salaries for medical staff in both public and private healthcare institutions,To monitor the quality of care provided in medical and social centres,b
OIC-020-19-B,"{""question"": ""In a quasi-experimental study, which of the following designs does NOT involve a control group determined by random selection?"", ""option_a"": ""Repeated cross-sectional before/after survey design of an intervention"", ""option_b"": ""Here-elsewhere study design comparing prevalences between intervention and non-intervention regions"", ""option_c"": ""Cohort design where all subjects receive an experimental intervention"", ""option_d"": ""Cohort survey design selecting some subjects randomly for an experimental intervention"", ""correct_option"": ""option_a""}",Definition,"In a quasi-experimental study, which of the following designs does NOT involve a control group determined by random selection?",Repeated cross-sectional before/after survey design of an intervention,Here-elsewhere study design comparing prevalences between intervention and non-intervention regions,Cohort design where all subjects receive an experimental intervention,Cohort survey design selecting some subjects randomly for an experimental intervention,option_a
OIC-161-07-A,"{""question"": ""What is the primary characteristic of urinary colonisation?"", ""option_a"": ""Presence of symptoms and severe discomfort."", ""option_b"": ""Presence of bacteria in urine without any symptoms."", ""option_c"": ""Presence of viruses in urine causing systemic infection."", ""option_d"": ""Presence of fungi in urine leading to chronic kidney disease."", ""correct_option"": ""B""}",Definition,What is the primary characteristic of urinary colonisation?,Presence of symptoms and severe discomfort.,Presence of bacteria in urine without any symptoms.,Presence of viruses in urine causing systemic infection.,Presence of fungi in urine leading to chronic kidney disease.,b
OIC-270-06-A,"{""question"": ""In the context of acute low back pain, when should biological tests be ordered?"", ""option_a"": ""Only if the pain persists beyond two weeks."", ""option_b"": ""In all cases of acute low back pain for routine assessment."", ""option_c"": ""When a secondary cause or serious symptom is suspected."", ""option_d"": ""Immediately upon the first complaint of low back pain."", ""correct_option"": ""c""}",Additional tests,"In the context of acute low back pain, when should biological tests be ordered?",Only if the pain persists beyond two weeks.,In all cases of acute low back pain for routine assessment.,When a secondary cause or serious symptom is suspected.,Immediately upon the first complaint of low back pain.,c
OIC-191-07-B,"{""question"": ""In an immunocompromised patient, which of the following is NOT typically a cause of fever due to cellular immunity deficiency?"", ""option_a"": ""CMV infection"", ""option_b"": ""Pneumocystis jirovecii pneumonia"", ""option_c"": ""Toxoplasma gondii reactivation"", ""option_d"": ""Influenza virus infection"", ""correct_option"": ""d""}",Etiologies,"In an immunocompromised patient, which of the following is NOT typically a cause of fever due to cellular immunity deficiency?",CMV infection,Pneumocystis jirovecii pneumonia,Toxoplasma gondii reactivation,Influenza virus infection,d
OIC-037-04-A,"{""question"": ""What age group has the highest rate of abortions in France?"", ""option_a"": ""Women aged 18-20"", ""option_b"": ""Women aged 20-24"", ""option_c"": ""Women aged 25-29"", ""option_d"": ""Women aged 30-34"", ""correct_option"": ""C""}",Epidemiology,What age group has the highest rate of abortions in France?,Women aged 18-20,Women aged 20-24,Women aged 25-29,Women aged 30-34,c
OIC-142-01-B,"{""question"": ""In the context of neonatal palliative care, what is the purpose of performing a hetero-evaluation using the NFCS Neonatal Face Coding System and EDIN scales?"", ""option_a"": ""To determine the need for immediate surgical intervention for the newborn."", ""option_b"": ""To assess the level of pain and discomfort in the newborn for appropriate analgesic and/or sedative treatments."", ""option_c"": ""To evaluate the newborn's ability to breathe independently after birth."", ""option_d"": ""To establish the newborn's eligibility for life-saving curative treatments."", ""correct_option"": ""option_b""}",Positive diagnosis,"In the context of neonatal palliative care, what is the purpose of performing a hetero-evaluation using the NFCS Neonatal Face Coding System and EDIN scales?",To determine the need for immediate surgical intervention for the newborn.,To assess the level of pain and discomfort in the newborn for appropriate analgesic and/or sedative treatments.,To evaluate the newborn's ability to breathe independently after birth.,To establish the newborn's eligibility for life-saving curative treatments.,option_b
OIC-162-14-B,"{""question"": ""Which of the following is NOT an extra-genital manifestation of gonorrhea?"", ""option_a"": ""Anorectitis with purulent rectal discharge"", ""option_b"": ""Oropharyngitis"", ""option_c"": ""Peri-hepatitis"", ""option_d"": ""Anemia"", ""correct_option"": ""D""}",Positive diagnosis,Which of the following is NOT an extra-genital manifestation of gonorrhea?,Anorectitis with purulent rectal discharge,Oropharyngitis,Peri-hepatitis,Anemia,d
OIC-094-09-A,"{""question"": ""What is NOT a main etiology of secondary spinal pain according to the provided educational content?"", ""option_a"": ""Metastatic tumor"", ""option_b"": ""Spondylodiscitis"", ""option_c"": ""Osteoporotic vertebral fracture"", ""option_d"": ""Myocardial infarction"", ""correct_option"": ""D""}",Etiologies,What is NOT a main etiology of secondary spinal pain according to the provided educational content?,Metastatic tumor,Spondylodiscitis,Osteoporotic vertebral fracture,Myocardial infarction,d
OIC-020-21-B,"{""question"": ""What does a standardised incidence rate represent in the context of descriptive surveys?"", ""option_a"": ""The raw incidence rate specific to the population studied without adjustments."", ""option_b"": ""The weighted average incidence rate that reflects the population's age and sex structure, adjusted to match a reference population's structure."", ""option_c"": ""The incidence rate that has been adjusted solely for gender structure, ignoring age differences."", ""option_d"": ""The incidence rate that accounts for environmental factors only, without considering demographic characteristics."", ""correct_option"": ""B""}",Definition,What does a standardised incidence rate represent in the context of descriptive surveys?,The raw incidence rate specific to the population studied without adjustments.,"The weighted average incidence rate that reflects the population's age and sex structure, adjusted to match a reference population's structure.","The incidence rate that has been adjusted solely for gender structure, ignoring age differences.","The incidence rate that accounts for environmental factors only, without considering demographic characteristics.",b
OIC-162-20-A,"{""question"": ""After microbiological documentation of a sexually transmitted infection (STI), which antibiotic regimen is appropriate for treating chlamydia?"", ""option_a"": ""Ceftriaxone single dose IM or IV 1000 mg"", ""option_b"": ""Doxycycline per os 200mg for 7 days"", ""option_c"": ""Erythromycin or ofloxacin"", ""option_d"": ""Metronidazole per os 2g single dose"", ""correct_option"": ""B""}",,"After microbiological documentation of a sexually transmitted infection (STI), which antibiotic regimen is appropriate for treating chlamydia?",Ceftriaxone single dose IM or IV 1000 mg,Doxycycline per os 200mg for 7 days,Erythromycin or ofloxacin,Metronidazole per os 2g single dose,b
OIC-188-17-A,"{""question"": ""What is the recommended treatment for persistent asthma according to the educational content provided?"", ""option_a"": ""High-dose ICS + BDLA"", ""option_b"": ""Low dose ICS + ALT"", ""option_c"": ""Low dose ICS"", ""option_d"": ""Low dose ICS + BDLA"", ""correct_option"": ""d""}",Management,What is the recommended treatment for persistent asthma according to the educational content provided?,High-dose ICS + BDLA,Low dose ICS + ALT,Low dose ICS,Low dose ICS + BDLA,d
OIC-009-24-B,"{""question"": ""What is required for organ donation from a deceased person who has suffered encephalic death according to the Maastricht classification?"", ""option_a"": ""All brain stem reflexes must be active, and evidence of circulatory arrest is required."", ""option_b"": ""The body must be maintained in a circulatory and ventilatory state to preserve organ quality."", ""option_c"": ""A public prosecutor's agreement is required, and organs must be removed from areas necessary for autopsy assessment."", ""option_d"": ""Two EEGs showing detectable activity and cerebral angiography showing effective circulation are needed."", ""correct_option"": ""option_c""}",Management,What is required for organ donation from a deceased person who has suffered encephalic death according to the Maastricht classification?,"All brain stem reflexes must be active, and evidence of circulatory arrest is required.",The body must be maintained in a circulatory and ventilatory state to preserve organ quality.,"A public prosecutor's agreement is required, and organs must be removed from areas necessary for autopsy assessment.",Two EEGs showing detectable activity and cerebral angiography showing effective circulation are needed.,option_c
OIC-108-04-A,"{""question"": ""Which of the following is NOT a non-neurological cause of mental confusion?"", ""option_a"": ""Acute drunkenness or withdrawal/delirium tremens due to alcohol"", ""option_b"": ""Hypernatremia due to fluid and electrolyte disorders"", ""option_c"": ""Hypoglycemia as a metabolic cause"", ""option_d"": ""Chronic obstructive pulmonary disease (COPD) as an infectious cause"", ""correct_option"": ""d""}",,Which of the following is NOT a non-neurological cause of mental confusion?,Acute drunkenness or withdrawal/delirium tremens due to alcohol,Hypernatremia due to fluid and electrolyte disorders,Hypoglycemia as a metabolic cause,Chronic obstructive pulmonary disease (COPD) as an infectious cause,d
OIC-330-06-A,"{""question"": ""Which of the following is a correct indication for the use of clopidogrel?"", ""option_a"": ""Acute coronary syndrome (ACS) in combination with ASA for secondary prevention of atherothrombotic ischaemic stroke"", ""option_b"": ""Secondary prevention of atherothrombotic ischaemic stroke in patients with active peptic ulcer disease"", ""option_c"": ""Secondary prevention of atherothrombotic ischaemic stroke in combination with ASA for acute SCA (monotherapy)"", ""option_d"": ""Secondary prevention of atherothrombotic ischaemic stroke in patients with severe hepatic impairment"", ""correct_option"": ""c""}",Management,Which of the following is a correct indication for the use of clopidogrel?,Acute coronary syndrome (ACS) in combination with ASA for secondary prevention of atherothrombotic ischaemic stroke,Secondary prevention of atherothrombotic ischaemic stroke in patients with active peptic ulcer disease,Secondary prevention of atherothrombotic ischaemic stroke in combination with ASA for acute SCA (monotherapy),Secondary prevention of atherothrombotic ischaemic stroke in patients with severe hepatic impairment,c
OIC-074-25-B,"{""question"": ""When prescribing methylphenidate or modafinil, which of the following is an absolute contraindication?"", ""option_a"": ""Children under the age of six"", ""option_b"": ""Hypersensitivity to the medication"", ""option_c"": ""Moderate to severe hypertension"", ""option_d"": ""Pregnancy and breast-feeding"", ""correct_option"": ""D""}",Management,"When prescribing methylphenidate or modafinil, which of the following is an absolute contraindication?",Children under the age of six,Hypersensitivity to the medication,Moderate to severe hypertension,Pregnancy and breast-feeding,d
OIC-226-14-B,"{""question"": ""What is the recommended minimum duration of anticoagulant treatment for proximal deep vein thrombosis (DVT) or pulmonary embolism (PE)?"", ""option_a"": ""1 month"", ""option_b"": ""3 months"", ""option_c"": ""6 months"", ""option_d"": ""9 months"", ""correct_option"": ""b""}",,What is the recommended minimum duration of anticoagulant treatment for proximal deep vein thrombosis (DVT) or pulmonary embolism (PE)?,1 month,3 months,6 months,9 months,b
OIC-245-07-A,"{""question"": ""What does a peak cortisol level of less than 180 ng/ml (500 nmol/l) after administering SynACTHene indicate in a synacthen test?"", ""option_a"": ""The adrenal glands are functioning normally."", ""option_b"": ""The test result is inconclusive and requires further investigation."", ""option_c"": ""Adrenal insufficiency is present, regardless of the underlying cause."", ""option_d"": ""The adrenal glands have undergone atrophy due to lack of ACTH stimulation."", ""correct_option"": ""c""}",Additional tests,What does a peak cortisol level of less than 180 ng/ml (500 nmol/l) after administering SynACTHene indicate in a synacthen test?,The adrenal glands are functioning normally.,The test result is inconclusive and requires further investigation.,"Adrenal insufficiency is present, regardless of the underlying cause.",The adrenal glands have undergone atrophy due to lack of ACTH stimulation.,c
OIC-082-08-B,"{""question"": ""In the context of acute visual impairment, which imaging test is indicated for diagnosing retinal pathology such as age-related macular degeneration (AMD), diabetes, central retinal vein occlusion (CRVO), and central retinal artery occlusion (CRCAO)?"", ""option_a"": ""Goldman visual fields"", ""option_b"": ""Optical coherence tomography (OCT)"", ""option_c"": ""Fluorescein angiography"", ""option_d"": ""Electroretinogram (ERG)"", ""correct_option"": ""c""}",Additional examinations,"In the context of acute visual impairment, which imaging test is indicated for diagnosing retinal pathology such as age-related macular degeneration (AMD), diabetes, central retinal vein occlusion (CRVO), and central retinal artery occlusion (CRCAO)?",Goldman visual fields,Optical coherence tomography (OCT),Fluorescein angiography,Electroretinogram (ERG),c
OIC-332-09-A,"{""question"": ""What is the recommended ratio of packed red blood cells to fresh frozen plasma in the management of haemorrhagic shock when blood transfusion is necessary?"", ""option_a"": ""1:1"", ""option_b"": ""1:2"", ""option_c"": ""2:1"", ""option_d"": ""4:1"", ""correct_option"": ""B""}",Management,What is the recommended ratio of packed red blood cells to fresh frozen plasma in the management of haemorrhagic shock when blood transfusion is necessary?,1:1,1:2,2:1,4:1,b
OIC-005-07-A,"{""question"": ""Under the French Public Health Code, for a patient to successfully claim medical liability for negligence, what must be proven about the healthcare professional's actions?"", ""option_a"": ""That the healthcare professional acted with malicious intent."", ""option_b"": ""That the healthcare professional breached established medical knowledge or scientific data, constituting technical negligence."", ""option_c"": ""That the patient did not provide informed consent for the treatment."", ""option_d"": ""That the healthcare professional's actions were in complete alignment with the patient's wishes, regardless of the outcome."", ""correct_option"": ""b""}",Definition,"Under the French Public Health Code, for a patient to successfully claim medical liability for negligence, what must be proven about the healthcare professional's actions?",That the healthcare professional acted with malicious intent.,"That the healthcare professional breached established medical knowledge or scientific data, constituting technical negligence.",That the patient did not provide informed consent for the treatment.,"That the healthcare professional's actions were in complete alignment with the patient's wishes, regardless of the outcome.",b
OIC-132-11-B,"{""question"": ""Which of the following is NOT a common behavioural symptom associated with dementia?"", ""option_a"": ""Depression/dysphoria"", ""option_b"": ""Anxiety"", ""option_c"": ""Enhanced memory recall"", ""option_d"": ""Disinhibition"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is NOT a common behavioural symptom associated with dementia?,Depression/dysphoria,Anxiety,Enhanced memory recall,Disinhibition,c
OIC-247-28-B,"{""question"": ""In the management of diabetic foot complications, which of the following steps is NOT recommended as part of the initial treatment process?"", ""option_a"": ""Careful examination of the wound for bone contact (osteitis)"", ""option_b"": ""Local care by an IDE to remove hyperkeratosis and fibrin with special dressings"", ""option_c"": ""Immediate amputation of the affected foot without prior assessment or imaging"", ""option_d"": ""General care including antibiotic therapy if systemic signs are present"", ""correct_option"": ""C""}",Management,"In the management of diabetic foot complications, which of the following steps is NOT recommended as part of the initial treatment process?",Careful examination of the wound for bone contact (osteitis),Local care by an IDE to remove hyperkeratosis and fibrin with special dressings,Immediate amputation of the affected foot without prior assessment or imaging,General care including antibiotic therapy if systemic signs are present,c
OIC-020-33-A,"{""question"": ""In the context of health research methodology, when using Fagan's nomogram to adjust post-test probability of illness, which of the following factors is NOT directly considered in the calculation?"", ""option_a"": ""Positive predictive value (PPV) of the test"", ""option_b"": ""Sensitivity of the test (Se)"", ""option_c"": ""Prevalence of the disease in the population"", ""option_d"": ""Patient's age"", ""correct_option"": ""d""}",,"In the context of health research methodology, when using Fagan's nomogram to adjust post-test probability of illness, which of the following factors is NOT directly considered in the calculation?",Positive predictive value (PPV) of the test,Sensitivity of the test (Se),Prevalence of the disease in the population,Patient's age,d
